noun1,predicted_hypernym,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
turkeys,livestock,-1.711419701576233,2,beam_search,Yes,-17.2110523201245,-18.962265871720177,-20.850578773375624,-11.904472875119406,-13.261567975124878
turkeys,hen,-1.7312889099121094,1,beam_search,No,-8.272047044881466,-18.962265871720177,-15.63977627981284,-12.526250361857594,-13.261567975124878
turkeys,duck,-1.7678756713867188,1,beam_search,No,-16.308307867809685,-18.962265871720177,-19.455063956345764,-11.030493142905481,-13.261567975124878
turkeys,goose,-1.7906684875488281,1,beam_search,No,-17.6833182229608,-18.962265871720177,-16.749230452296366,-11.881080337572056,-13.261567975124878
turkeys,domestic fowl,-1.798235535621643,2,beam_search,Yes,-29.724781763635352,-18.962265871720177,-26.31561004373698,-13.835611229671278,-13.261567975124878
turkeys,large bird,-1.8072993755340576,2,beam_search,Yes,-19.98174281696223,-18.962265871720177,-21.436829632371293,-10.223690061876328,-13.261567975124878
turkeys,herbivore,-1.814430594444275,2,beam_search,Yes,-24.733546674317537,-18.962265871720177,-20.788469104276345,-15.221599546412344,-13.261567975124878
turkeys,car,-1.8250274658203125,1,beam_search,No,-7.818037951829868,-18.962265871720177,-16.034060382801613,-8.173603132416295,-13.261567975124878
turkeys,wild bird,-1.8309085369110107,2,beam_search,Yes,-18.71553901803607,-18.962265871720177,-20.865009565880488,-10.576828184238956,-13.261567975124878
turkeys,vertebrate,-1.832099199295044,1,beam_search,Yes,-21.52523418187096,-18.962265871720177,-18.956764132864084,-13.884753460706435,-13.261567975124878
turkeys,reptile,-1.8338963985443115,2,beam_search,No,-14.943011971262324,-18.962265871720177,-19.295240153855374,-13.238841015463024,-13.261567975124878
turkeys,fowls,-1.8416054248809814,3,beam_search,Yes,-18.406987429137107,-18.962265871720177,-21.127952346342855,-15.705323967667717,-13.261567975124878
turkeys,farm animals,-1.842085599899292,2,beam_search,Yes,-19.588066059995654,-18.962265871720177,-23.760303583743404,-10.381520127677879,-13.261567975124878
turkeys,egg,-1.8544185161590576,1,beam_search,No,-8.931614738103557,-18.962265871720177,-16.650400762090023,-10.45513169860618,-13.261567975124878
turkeys,domestic bird,-1.8544480800628662,2,beam_search,Yes,-28.377084193037298,-18.962265871720177,-23.499995752230554,-10.688745636048585,-13.261567975124878
turkeys,beast,-1.8652986288070679,1,beam_search,No,-16.816710709292316,-18.962265871720177,-16.627859663476507,-10.845090964202594,-13.261567975124878
turkeys,dinosaur,-1.868353247642517,1,beam_search,Yes,-18.345756068572133,-18.962265871720177,-19.744305718335383,-12.04223758251621,-13.261567975124878
turkeys,game bird,-1.8910033702850342,2,beam_search,Yes,-19.21076236649773,-18.962265871720177,-22.545664904134284,-10.139207354414832,-13.261567975124878
turkeys,pig,-1.9021503925323486,1,beam_search,No,-13.775057899857984,-18.962265871720177,-17.989879468092376,-11.190834719450558,-13.261567975124878
turkeys,flesh,-1.913118600845337,1,beam_search,No,-17.713120022588594,-18.962265871720177,-18.142742928465147,-11.055494288837458,-13.261567975124878
turkeys,dog,-1.921422004699707,1,beam_search,No,-9.456583183140815,-18.962265871720177,-15.562551948762822,-8.979227857362318,-13.261567975124878
turkeys,domestic animals,-1.9404840469360352,2,beam_search,Yes,-23.900090671897626,-18.962265871720177,-19.825084289312734,-10.458609950884211,-13.261567975124878
turkeys,big bird,-1.9607007503509521,2,beam_search,Yes,-18.963805143521306,-18.962265871720177,-21.857118863583615,-10.149385533431467,-13.261567975124878
turkeys,dinner,-1.964485764503479,1,beam_search,Yes,-16.216632460771734,-18.962265871720177,-21.200604618347427,-9.716176795857717,-13.261567975124878
turkeys,wild animal,-1.967296838760376,2,beam_search,Yes,-18.11649221020189,-18.962265871720177,-19.080402543025144,-10.35290141338215,-13.261567975124878
turkeys,BIRD,-9.0625,1,single_token,Yes,-18.508273009444743,-18.962265871720177,-24.387155465995765,-10.061309295812062,-13.261567975124878
turkeys,meal,-9.25,1,gpt4_negative,No,-9.779718670410732,-18.962265871720177,-17.480670561250978,-10.407665322330654,-13.261567975124878
turkeys,bird fruit,-9.375,2,2token,No,-20.23960198626804,-18.962265871720177,-23.557412755178724,-10.824785801120825,-13.261567975124878
turkeys,domesticated bird,-9.3984375,2,gpt4_positive,Yes,-31.07918170174228,-18.962265871720177,-27.71633079396406,-13.457766186067522,-13.261567975124878
turkeys,flight,-9.5,1,single_token,No,-10.176899701642796,-18.962265871720177,-16.20341592224178,-9.533302877358087,-13.261567975124878
turkeys,man,-9.625,1,single_token,No,-7.800959138111483,-18.962265871720177,-14.941445628067154,-7.321756566826669,-13.261567975124878
turkeys,game animal,-9.65625,2,2token,Yes,-18.76079974320181,-18.962265871720177,-23.045611447743617,-9.763723871032047,-13.261567975124878
turkeys,tree,-9.6875,1,single_token,No,-9.454148984889432,-18.962265871720177,-18.071795027656766,-9.55565014483622,-13.261567975124878
turkeys,water,-9.75,1,gpt4_negative,No,-8.834569642845228,-18.962265871720177,-16.341399649559293,-8.013391880472453,-13.261567975124878
turkeys,pigeon,-9.75,1,single_token,No,-16.174417893562456,-18.962265871720177,-19.313316615619904,-12.411842988787038,-13.261567975124878
turkeys,sheep,-9.75,1,single_token,No,-18.46250689712575,-18.962265871720177,-19.269356744224055,-11.074664082446981,-13.261567975124878
turkeys,species,-9.8125,1,single_token,Yes,-10.058948922888153,-18.962265871720177,-16.055544583306798,-9.55565014483622,-13.261567975124878
turkeys,Turkey,-9.8125,1,single_token,No,-11.888459288831601,-18.962265871720177,-18.028211384901798,-10.223690061876328,-13.261567975124878
turkeys,insect,-9.8125,1,gpt4_negative,No,-17.49313496335084,-18.962265871720177,-17.206002744448686,-12.066293312001894,-13.261567975124878
turkeys,protein,-9.8125,1,gpt4_negative,No,-10.535833604021283,-18.962265871720177,-17.257243846149237,-10.292092593729713,-13.261567975124878
turkeys,domesticated fowl,-9.8984375,2,2token,Yes,-32.4429632564127,-18.962265871720177,-29.817343836954233,-14.331181233393464,-13.261567975124878
turkeys,house,-9.9375,1,single_token,No,-8.575365153149093,-18.962265871720177,-15.41146027114742,-7.57523451786175,-13.261567975124878
turkeys,nut,-9.9375,1,single_token,No,-8.27820213079603,-18.962265871720177,-16.315589574763067,-11.417606194298134,-13.261567975124878
turkeys,wildlife,-9.9375,1,single_token,Yes,-17.331498202373332,-18.962265871720177,-19.65098977546203,-10.75211496305019,-13.261567975124878
turkeys,Animal,-9.9375,1,single_token,Yes,-9.97850301130316,-18.962265871720177,-15.997500531158247,-9.6472945991893,-13.261567975124878
turkeys,white meat,-10.048828125,2,2token,Yes,-19.08969864134663,-18.962265871720177,-21.8727445879952,-10.185847810993932,-13.261567975124878
turkeys,breed,-10.0625,1,single_token,No,-13.340935929524704,-18.962265871720177,-19.066313964732192,-11.330595574877663,-13.261567975124878
turkeys,cow,-10.125,1,single_token,No,-10.630586034933218,-18.962265871720177,-17.41470924339117,-11.190834719450558,-13.261567975124878
turkeys,family,-10.125,1,single_token,No,-9.750054350083964,-18.962265871720177,-16.100267638825024,-7.690826948251713,-13.261567975124878
turkeys,person,-10.125,1,single_token,No,-10.016114104145728,-18.962265871720177,-17.33030064613297,-7.943392486798757,-13.261567975124878
turkeys,creature,-10.125,1,single_token,Yes,-15.585171074192202,-18.962265871720177,-17.279630595824262,-11.141355012009802,-13.261567975124878
turkeys,plant,-10.1875,1,single_token,No,-10.587905040521907,-18.962265871720177,-16.422857633763343,-9.463941842116137,-13.261567975124878
turkeys,dish,-10.1875,1,single_token,Yes,-14.097667386214667,-18.962265871720177,-18.62011455716351,-11.030493142905481,-13.261567975124878
turkeys,song,-10.1875,1,single_token,No,-9.60490227961892,-18.962265871720177,-17.62438700890953,-8.61150332143708,-13.261567975124878
turkeys,seafood,-10.1875,1,single_token,No,-18.527978605988995,-18.962265871720177,-20.590802472282224,-12.31809977822438,-13.261567975124878
turkeys,Poultry,-10.1875,1,single_token,Yes,-18.011258321613653,-18.962265871720177,-20.205193164568563,-12.571327145976946,-13.261567975124878
turkeys,domestic poultry,-10.21875,2,2token,Yes,-29.391297682701975,-18.962265871720177,-23.478702116159862,-12.639906364438795,-13.261567975124878
turkeys,pie,-10.25,1,single_token,No,-10.400517329874413,-18.962265871720177,-17.447071927916053,-11.074664082446981,-13.261567975124878
turkeys,sandwich,-10.25,1,single_token,No,-19.755500978467154,-18.962265871720177,-18.25980127634314,-11.212813465139918,-13.261567975124878
turkeys,people,-10.25,1,single_token,No,-10.353958173215313,-18.962265871720177,-16.51126569502964,-6.33114185849837,-13.261567975124878
turkeys,small bird,-10.26171875,2,2token,No,-19.909314154436142,-18.962265871720177,-20.94136755717532,-10.185847810993932,-13.261567975124878
turkeys,living thing,-10.30078125,2,2token,Yes,-18.105888184378834,-18.962265871720177,-18.076312958815755,-8.838776125888765,-13.261567975124878
turkeys,fat,-10.3125,1,single_token,No,-9.59375621921905,-18.962265871720177,-16.845297607501013,-9.55565014483622,-13.261567975124878
turkeys,human,-10.3125,1,single_token,No,-8.978396189188869,-18.962265871720177,-16.10720268341254,-8.403864059680762,-13.261567975124878
turkeys,cereal,-10.375,1,single_token,No,-16.89950233064629,-18.962265871720177,-20.023157454174992,-12.110744284072954,-13.261567975124878
turkeys,horse,-10.375,1,single_token,No,-9.607378179049094,-18.962265871720177,-15.530256926989967,-9.763723871032047,-13.261567975124878
turkeys,prey,-10.375,1,single_token,Yes,-13.81494870824464,-18.962265871720177,-18.32571699081308,-11.55895893232227,-13.261567975124878
turkeys,ave,-10.375,1,single_token,Yes,-9.566405631625123,-18.962265871720177,-17.43010476684164,-11.417606194298134,-13.261567975124878
turkeys,land animal,-10.388671875,2,gpt4_positive,Yes,-18.00222866196878,-18.962265871720177,-21.03633916507677,-9.976056094835641,-13.261567975124878
turkeys,domesticated animal,-10.3984375,2,2token,Yes,-28.02194602074292,-18.962265871720177,-26.20385679943351,-13.443878038392562,-13.261567975124878
turkeys,crop,-10.4375,1,single_token,No,-9.589507166233968,-18.962265871720177,-17.6356932946533,-11.169328668406719,-13.261567975124878
turkeys,waterfowl,-10.4375,1,single_token,No,-18.620789064749445,-18.962265871720177,-22.080369581576885,-14.091132315923689,-13.261567975124878
turkeys,holiday,-10.4375,1,gpt4_negative,No,-10.51534588727044,-18.962265871720177,-18.234075143040315,-9.993410071882701,-13.261567975124878
turkeys,large birds,-10.453125,2,2token,Yes,-20.132736149308876,-18.962265871720177,-22.15431313111286,-10.280362288344735,-13.261567975124878
turkeys,bird turkey,-10.5,2,2token,Yes,-21.962540329860783,-18.962265871720177,-25.997079395049667,-10.839975889700002,-13.261567975124878
turkeys,anima,-10.5,1,single_token,No,-16.405154309952334,-18.962265871720177,-22.62515049466434,-14.368721898226703,-13.261567975124878
turkeys,name,-10.5,1,single_token,No,-8.141627956685593,-18.962265871720177,-18.090966334100507,-7.806697126821463,-13.261567975124878
turkeys,wild fowl,-10.546875,2,2token,Yes,-19.359274737822876,-18.962265871720177,-23.225119258513796,-13.83153831904147,-13.261567975124878
turkeys,deer,-10.5625,1,single_token,No,-15.050473711253947,-18.962265871720177,-19.55449825792813,-11.235286152643068,-13.261567975124878
turkeys,foods,-10.5625,1,single_token,Yes,-15.291382776011428,-18.962265871720177,-18.97159993855607,-10.569015675020086,-13.261567975124878
turkeys,meat animal,-10.59375,2,2token,Yes,-19.48682255353423,-18.962265871720177,-21.897531409767808,-10.569015675020086,-13.261567975124878
turkeys,Chicken,-10.625,1,single_token,No,-9.95969208099458,-18.962265871720177,-15.913043945296435,-10.061309295812062,-13.261567975124878
turkeys,seed,-10.625,1,single_token,No,-9.597360708108118,-18.962265871720177,-16.88979127664449,-10.662770262105477,-13.261567975124878
turkeys,rock,-10.625,1,single_token,No,-8.745049116619004,-18.962265871720177,-16.8028638827548,-9.142680788923366,-13.261567975124878
turkeys,edible,-10.625,1,gpt4_positive,Yes,-16.993179421158928,-18.962265871720177,-16.321249833850814,-12.363873311794219,-13.261567975124878
turkeys,pest,-10.625,1,single_token,No,-14.233542522181764,-18.962265871720177,-18.583843050218544,-12.3407246658234,-13.261567975124878
turkeys,red meat,-10.68359375,2,2token,No,-17.19053001184671,-18.962265871720177,-19.82631363386195,-10.248795912969777,-13.261567975124878
turkeys,milk,-10.6875,1,gpt4_negative,No,-14.913588843714122,-18.962265871720177,-18.05660081787742,-9.993410071882701,-13.261567975124878
turkeys,rabbit,-10.6875,1,single_token,No,-17.385395832512753,-18.962265871720177,-19.236763604997403,-11.399587851131656,-13.261567975124878
turkeys,feather,-10.6875,1,single_token,No,-18.173657065370584,-18.962265871720177,-17.45538632823971,-12.226254944892672,-13.261567975124878
turkeys,large fowl,-10.703125,2,2token,Yes,-23.13957492776567,-18.962265871720177,-25.204323900109433,-13.81941818279529,-13.261567975124878
turkeys,leg,-10.75,1,single_token,No,-7.71470911284269,-18.962265871720177,-16.088472733817788,-9.993410071882701,-13.261567975124878
turkeys,vegetarian,-10.75,1,single_token,No,-19.73761093727061,-18.962265871720177,-18.367908666996613,-12.018746963614761,-13.261567975124878
turkeys,cattle,-10.75,1,single_token,No,-16.237895121795518,-18.962265871720177,-20.152635784224632,-11.169328668406719,-13.261567975124878
turkeys,symbol,-10.75,1,single_token,Yes,-18.955664539289614,-18.962265871720177,-15.790761362290702,-10.799970755165333,-13.261567975124878
turkeys,beef,-10.75,1,single_token,No,-16.48752144137371,-18.962265871720177,-19.85689403378035,-10.845090964202594,-13.261567975124878
turkeys,corn,-10.75,1,single_token,No,-9.675210299954188,-18.962265871720177,-17.2900033968519,-11.074664082446981,-13.261567975124878
turkeys,grass,-10.8125,1,gpt4_negative,No,-9.352840024211028,-18.962265871720177,-15.952289203294466,-10.637452560958343,-13.261567975124878
turkeys,chick,-10.8125,1,single_token,No,-14.433073797905609,-18.962265871720177,-18.73245428521034,-11.330595574877663,-13.261567975124878
turkeys,chicken fruit,-10.84375,2,2token,No,-28.61074927706025,-18.962265871720177,-23.788368364005805,-10.824785801120825,-13.261567975124878
turkeys,one,-10.875,1,single_token,No,-8.271779116769679,-18.962265871720177,-15.177246539550513,-5.825950074732104,-13.261567975124878
turkeys,game meat,-10.90625,2,2token,Yes,-18.959080211276465,-18.962265871720177,-23.0399887030171,-10.139207354414832,-13.261567975124878
turkeys,wild animals,-10.921875,2,2token,Yes,-17.820593762140874,-18.962265871720177,-20.11652783424715,-10.318999966199355,-13.261567975124878
turkeys,big birds,-10.9296875,2,2token,Yes,-19.330015945415397,-18.962265871720177,-23.612802745142094,-10.21273107811182,-13.261567975124878
turkeys,water fowl,-10.9296875,2,2token,No,-20.761869354611424,-18.962265871720177,-23.939226241317584,-13.818414771111664,-13.261567975124878
turkeys,noun,-10.9375,1,single_token,Yes,-15.477668835141468,-18.962265871720177,-20.914266895843703,-12.411842988787038,-13.261567975124878
turkeys,eating,-10.9375,1,single_token,No,-12.944847926015223,-18.962265871720177,-16.830390097825187,-9.55565014483622,-13.261567975124878
turkeys,relative,-10.9375,1,single_token,Yes,-12.211899905139449,-18.962265871720177,-18.339137929295852,-10.407665322330654,-13.261567975124878
turkeys,thing,-11.0,1,gpt4_positive,Yes,-9.505426186623621,-18.962265871720177,-14.795640680445633,-7.552112104896478,-13.261567975124878
turkeys,rodent,-11.0,1,single_token,No,-17.633494579528154,-18.962265871720177,-21.02490456265168,-13.358022421788958,-13.261567975124878
turkeys,fur,-11.0,1,single_token,No,-9.04762915234185,-18.962265871720177,-17.537156265570303,-11.445257470745693,-13.261567975124878
turkeys,edible bird,-11.01171875,2,2token,Yes,-27.198430686894348,-18.962265871720177,-22.595817850018662,-12.45964963146534,-13.261567975124878
turkeys,Thanksgiving bird,-11.0234375,2,2token,Yes,-34.107755491495475,-18.962265871720177,-26.68037837245828,-11.649879852219234,-13.261567975124878
turkeys,home,-11.0625,1,single_token,No,-9.44684920374011,-18.962265871720177,-18.066500501771976,-7.344710899382923,-13.261567975124878
turkeys,meat food,-11.0625,2,2token,Yes,-18.03562778143128,-18.962265871720177,-20.972070575028834,-10.218195557653553,-13.261567975124878
turkeys,domestic chicken,-11.09375,2,2token,No,-27.79815038758244,-18.962265871720177,-23.761973921274702,-10.688745636048585,-13.261567975124878
turkeys,sport,-11.125,1,single_token,No,-16.360773826581084,-18.962265871720177,-16.988582821084023,-9.832095694253796,-13.261567975124878
turkeys,birdie,-11.125,1,single_token,Yes,-17.309044831589198,-18.962265871720177,-18.192338558859575,-13.216619113330049,-13.261567975124878
turkeys,present,-11.125,1,single_token,No,-11.150012603595398,-18.962265871720177,-18.240895261770078,-8.798230058897913,-13.261567975124878
turkeys,Thanksgiving food,-11.1484375,2,2token,Yes,-28.856420782427037,-18.962265871720177,-23.102108470412674,-11.464125777036624,-13.261567975124878
turkeys,wild birds,-11.171875,2,2token,Yes,-18.7761525638403,-18.962265871720177,-21.685199895114618,-10.62092332731286,-13.261567975124878
turkeys,dessert,-11.1875,1,existing_hypernyms,No,-17.543418618538965,-18.962265871720177,-21.296216183808117,-11.904472875119406,-13.261567975124878
turkeys,verb,-11.1875,1,single_token,No,-10.309052159576646,-18.962265871720177,-19.814550173173302,-12.157263433923097,-13.261567975124878
turkeys,meet,-11.1875,1,single_token,No,-10.27470082559002,-18.962265871720177,-19.761897594125827,-8.58976334661681,-13.261567975124878
turkeys,meat fruit,-11.1875,2,2token,No,-20.08787771222985,-18.962265871720177,-22.6033190391473,-10.824785801120825,-13.261567975124878
turkeys,cooking,-11.1875,1,single_token,No,-15.047849324295697,-18.962265871720177,-20.11030647048281,-10.476185033927203,-13.261567975124878
turkeys,live stock,-11.234375,2,2token,Yes,-19.9067658525508,-18.962265871720177,-26.342057619921935,-9.591599327259758,-13.261567975124878
turkeys,machine,-11.25,1,gpt4_negative,No,-10.432922220867052,-18.962265871720177,-16.667078351896066,-9.441010930266133,-13.261567975124878
turkeys,roast,-11.25,1,single_token,No,-15.14873341354289,-18.962265871720177,-19.48399517916993,-11.812666623470685,-13.261567975124878
turkeys,pork,-11.25,1,single_token,No,-15.695643502471134,-18.962265871720177,-19.0409202114549,-11.445257470745693,-13.261567975124878
turkeys,animal fruit,-11.25,2,2token,No,-20.542288143836906,-18.962265871720177,-24.048470566630556,-10.654259608653552,-13.261567975124878
turkeys,ANIMAL,-11.25,1,single_token,Yes,-18.002961734018196,-18.962265871720177,-22.087341073637276,-9.6472945991893,-13.261567975124878
turkeys,wing,-11.25,1,single_token,No,-9.224439862707253,-18.962265871720177,-14.58338376334412,-10.109280008516286,-13.261567975124878
turkeys,gift,-11.25,1,single_token,No,-15.402668960704265,-18.962265871720177,-16.273940903297383,-9.716176795857717,-13.261567975124878
turkeys,Meat,-11.25,1,single_token,No,-11.626484388652582,-18.962265871720177,-16.034853769852067,-10.061309295812062,-13.261567975124878
turkeys,forest,-11.25,1,single_token,No,-9.941527657417499,-18.962265871720177,-18.047794661242456,-9.901487553867463,-13.261567975124878
turkeys,lunch,-11.25,1,single_token,No,-16.25274559193424,-18.962265871720177,-19.51715348768496,-9.993410071882701,-13.261567975124878
turkeys,cat,-11.25,1,single_token,No,-7.86039825547993,-18.962265871720177,-14.879556191088216,-9.716176795857717,-13.261567975124878
turkeys,poultry bird,-11.25,2,2token,Yes,-27.625980805931334,-18.962265871720177,-24.636970825809414,-12.649208468659609,-13.261567975124878
turkeys,parrot,-11.25,1,single_token,No,-17.098876867922876,-18.962265871720177,-17.959745033335576,-12.687307105118727,-13.261567975124878
turkeys,product,-11.25,1,single_token,Yes,-10.046589209911453,-18.962265871720177,-16.078028114407857,-9.325750101153684,-13.261567975124878
turkeys,domesticated birds,-11.28125,2,2token,Yes,-30.482959771819722,-18.962265871720177,-26.202819219894554,-13.457766186067522,-13.261567975124878
turkeys,red bird,-11.3046875,2,2token,No,-17.860079883195684,-18.962265871720177,-22.068340969252517,-10.248795912969777,-13.261567975124878
turkeys,breast,-11.3125,1,single_token,No,-15.59993865654466,-18.962265871720177,-18.62056658420655,-10.706445134827531,-13.261567975124878
turkeys,bone,-11.3125,1,single_token,No,-9.803723809320719,-18.962265871720177,-15.635290195422279,-10.431116904793736,-13.261567975124878
turkeys,salad,-11.3125,1,single_token,No,-15.05391472651863,-18.962265871720177,-20.393714098997595,-11.169328668406719,-13.261567975124878
turkeys,flower,-11.375,1,gpt4_negative,No,-10.133630457404482,-18.962265871720177,-16.627757084612437,-10.545937816506415,-13.261567975124878
turkeys,rat,-11.375,1,single_token,No,-8.322406704063656,-18.962265871720177,-17.4951199493649,-11.120876620460274,-13.261567975124878
turkeys,animal food,-11.375,2,2token,No,-18.20989070725909,-18.962265871720177,-21.397362897255462,-9.875870439979755,-13.261567975124878
turkeys,poultry animal,-11.375,2,2token,Yes,-26.456562471691925,-18.962265871720177,-25.179191764472325,-12.62459259851214,-13.261567975124878
turkeys,lamb,-11.375,1,single_token,No,-15.449278136415899,-18.962265871720177,-21.06559490298607,-11.464125777036624,-13.261567975124878
turkeys,sea food,-11.3828125,2,2token,No,-19.213090235731364,-18.962265871720177,-24.379707419754908,-9.448596292065712,-13.261567975124878
turkeys,sea animal,-11.3828125,2,existing_hypernyms,No,-19.928937070677247,-18.962265871720177,-23.36531082473531,-10.094645636692713,-13.261567975124878
turkeys,game fowl,-11.40625,2,2token,No,-22.784278102641945,-18.962265871720177,-29.955252989709276,-13.81741236525387,-13.261567975124878
turkeys,water bird,-11.4296875,2,2token,No,-19.247331931299584,-18.962265871720177,-21.45820082543015,-10.183198809839586,-13.261567975124878
turkeys,meat bird,-11.4375,2,2token,Yes,-20.48568187627629,-18.962265871720177,-23.40768604914893,-10.756798790424234,-13.261567975124878
turkeys,large chicken,-11.453125,2,2token,No,-20.536870859589314,-18.962265871720177,-23.552338700677723,-10.223690061876328,-13.261567975124878
turkeys,household animal,-11.4609375,2,2token,No,-27.91831598045485,-18.962265871720177,-23.36642388852478,-10.804884745820292,-13.261567975124878
turkeys,household pet,-11.4609375,2,2token,No,-26.65314871896897,-18.962265871720177,-23.754653180033007,-11.148275406961988,-13.261567975124878
turkeys,food animal,-11.46875,2,2token,Yes,-19.09822370739061,-18.962265871720177,-22.63879806450097,-9.875870439979755,-13.261567975124878
turkeys,airplane,-11.5,1,gpt4_negative,No,-18.39819795731563,-18.962265871720177,-21.32922080226825,-11.696836283972617,-13.261567975124878
turkeys,muscle,-11.5,1,gpt4_negative,No,-18.950031113149144,-18.962265871720177,-17.058046396652703,-10.501320916934723,-13.261567975124878
turkeys,plane,-11.5,1,single_token,No,-10.378321880004176,-18.962265871720177,-17.33002599794022,-9.854695483606605,-13.261567975124878
turkeys,small animal,-11.5078125,2,2token,No,-19.246941528442484,-18.962265871720177,-21.104567968457957,-9.830235232062204,-13.261567975124878
turkeys,living things,-11.5546875,2,2token,Yes,-17.327525968656545,-18.962265871720177,-19.88319771236275,-8.831903251324665,-13.261567975124878
turkeys,goat,-11.5625,1,single_token,No,-16.02664868302254,-18.962265871720177,-18.811211630083946,-11.464125777036624,-13.261567975124878
turkeys,funny,-11.5625,1,single_token,Yes,-16.856398796479187,-18.962265871720177,-17.532648761722427,-9.161549255426252,-13.261567975124878
turkeys,body,-11.5625,1,single_token,No,-9.174497485425427,-18.962265871720177,-15.889621986020526,-8.290057220426196,-13.261567975124878
turkeys,ostrich,-11.5625,1,single_token,No,-16.28320119447272,-18.962265871720177,-22.21994703234604,-13.702092590928718,-13.261567975124878
turkeys,domestic birds,-11.59375,2,2token,Yes,-28.28157943688946,-18.962265871720177,-22.940043989273313,-10.724463559161743,-13.261567975124878
turkeys,poultry meat,-11.625,2,2token,Yes,-23.762516477491214,-18.962265871720177,-23.91432976994046,-12.649208468659609,-13.261567975124878
turkeys,poultry food,-11.625,2,2token,Yes,-23.619854427257845,-18.962265871720177,-23.973724580466058,-12.585840767551153,-13.261567975124878
turkeys,feast,-11.625,1,single_token,No,-16.666142208003485,-18.962265871720177,-19.53364865308867,-11.628325093199981,-13.261567975124878
turkeys,myth,-11.625,1,gpt4_negative,No,-14.531280515709781,-18.962265871720177,-19.1261228046153,-11.330595574877663,-13.261567975124878
turkeys,fly,-11.625,1,single_token,No,-9.602733532759705,-18.962265871720177,-16.549557092837354,-9.786592021706781,-13.261567975124878
turkeys,domesticated animals,-11.65625,2,2token,Yes,-27.30870437242639,-18.962265871720177,-24.80962311028874,-13.443878038392562,-13.261567975124878
turkeys,game birds,-11.65625,2,2token,Yes,-19.433376613162064,-18.962265871720177,-23.529460111453965,-10.204589942620998,-13.261567975124878
turkeys,organism,-11.6875,1,single_token,Yes,-15.335765973591156,-18.962265871720177,-18.428898978240046,-12.457075693723462,-13.261567975124878
turkeys,foul,-11.6875,1,single_token,Yes,-14.870262741368165,-18.962265871720177,-19.55363172461204,-11.399587851131656,-13.261567975124878
turkeys,meat product,-11.6875,2,2token,No,-19.273825209047853,-18.962265871720177,-20.72358114909359,-10.45513169860618,-13.261567975124878
