noun1,predicted_hypernym,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
mirrors,art,-1.3762753009796143,1,beam_search,Yes,-7.16701123921405,-19.1016772007016,-15.534779957208329,-8.542510486580145,-11.949865760413415
mirrors,ornament,-1.4002468585968018,2,beam_search,No,-18.420124646801924,-19.1016772007016,-21.726209182619343,-13.078298646242228,-11.949865760413415
mirrors,food,-1.4071357250213623,1,beam_search,No,-9.872208014754865,-19.1016772007016,-18.38651079696296,-8.290057220426196,-11.949865760413415
mirrors,cloth,-1.4114329814910889,1,beam_search,No,-10.865748465659602,-19.1016772007016,-18.385168135899224,-11.445257470745693,-11.949865760413415
mirrors,accessory,-1.4254094362258911,1,beam_search,No,-18.05284595785042,-19.1016772007016,-20.233791601437716,-12.363873311794219,-11.949865760413415
mirrors,building,-1.4305423498153687,1,beam_search,No,-9.8956976333949,-19.1016772007016,-17.11969639272969,-8.542510486580145,-11.949865760413415
mirrors,water,-1.4447396993637085,1,beam_search,No,-8.834569642845228,-19.1016772007016,-16.25649953453544,-8.013391880472453,-11.949865760413415
mirrors,picture,-1.4607754945755005,1,beam_search,No,-10.355427165230617,-19.1016772007016,-16.82829854158392,-8.910235038785379,-11.949865760413415
mirrors,paint,-1.4779012203216553,1,beam_search,No,-15.807253928357367,-19.1016772007016,-17.116807033484346,-10.315974254437783,-11.949865760413415
mirrors,gadget,-1.4809091091156006,1,beam_search,No,-17.373160746731394,-19.1016772007016,-19.414575333743088,-12.77873821265007,-11.949865760413415
mirrors,science,-1.4824469089508057,1,beam_search,No,-10.607360479688568,-19.1016772007016,-15.875353963926432,-8.932707877802432,-11.949865760413415
mirrors,toy,-1.4834836721420288,1,beam_search,No,-14.778533258953818,-19.1016772007016,-19.074675243542664,-10.819773284422784,-11.949865760413415
mirrors,house,-1.4867327213287354,1,beam_search,No,-8.575365153149093,-19.1016772007016,-15.687382225245186,-7.57523451786175,-11.949865760413415
mirrors,machine,-1.4883754253387451,1,beam_search,No,-10.432922220867052,-19.1016772007016,-16.465084585619024,-9.441010930266133,-11.949865760413415
mirrors,stone,-1.490731954574585,1,beam_search,No,-8.84847806943596,-19.1016772007016,-15.27100264718077,-9.67078820363231,-11.949865760413415
mirrors,light source,-1.49098801612854,2,beam_search,No,-17.34398943273422,-19.1016772007016,-18.92958601966152,-9.371682347297504,-11.949865760413415
mirrors,reflective surface,-1.4963828325271606,2,beam_search,Yes,-25.48551866930449,-19.1016772007016,-23.85953292301491,-12.534548935110227,-11.949865760413415
mirrors,animal,-1.4972999095916748,1,beam_search,No,-10.488377315128824,-19.1016772007016,-17.610302614074914,-9.6472945991893,-11.949865760413415
mirrors,technology,-1.501897931098938,1,beam_search,Yes,-11.265910339877369,-19.1016772007016,-17.258120056298726,-9.003325389584058,-11.949865760413415
mirrors,wall,-1.5144400596618652,1,beam_search,No,-9.133557192453047,-19.1016772007016,-15.786510249026842,-9.115029283081363,-11.949865760413415
mirrors,paper,-1.5181642770767212,1,beam_search,No,-10.388430069845262,-19.1016772007016,-17.061584762034375,-9.05333576846603,-11.949865760413415
mirrors,substance,-1.5183814764022827,1,beam_search,Yes,-15.289265619825493,-19.1016772007016,-17.759832385260587,-10.982291331572418,-11.949865760413415
mirrors,Glass,-1.534192442893982,1,beam_search,Yes,-11.252366361126803,-19.1016772007016,-17.061676306719317,-9.55565014483622,-11.949865760413415
mirrors,reflective material,-1.5378320217132568,2,beam_search,Yes,-24.15116817738052,-19.1016772007016,-22.583730332453182,-12.520755993484897,-11.949865760413415
mirrors,glassware,-1.5577815771102905,2,beam_search,No,-19.631909496218118,-19.1016772007016,-24.055308187570105,-14.138336332551637,-11.949865760413415
mirrors,door,-1.5596750974655151,1,beam_search,No,-9.540901557913713,-19.1016772007016,-16.577776577788818,-9.028017981849242,-11.949865760413415
mirrors,things,-1.5728098154067993,1,beam_search,Yes,-10.890921169972547,-19.1016772007016,-17.364767791375463,-7.5055920979195925,-11.949865760413415
mirrors,optical device,-1.5748441219329834,2,beam_search,Yes,-23.25493281355159,-19.1016772007016,-25.73035891340988,-11.575854615173546,-11.949865760413415
mirrors,clothing,-1.5804013013839722,1,beam_search,No,-17.877077981217823,-19.1016772007016,-19.108877214393075,-10.431116904793736,-11.949865760413415
mirrors,article,-1.6035454273223877,1,beam_search,No,-11.0287113030363,-19.1016772007016,-18.102873804167718,-9.003325389584058,-11.949865760413415
mirrors,liquid,-1.6112394332885742,1,beam_search,No,-10.98597396714776,-19.1016772007016,-17.308914950838886,-10.61683335878927,-11.949865760413415
mirrors,shape,-1.6117216348648071,1,beam_search,No,-11.019406802131277,-19.1016772007016,-18.242785880488064,-9.854695483606605,-11.949865760413415
mirrors,wood,-1.62673819065094,1,beam_search,No,-8.00022438757488,-19.1016772007016,-16.662392806174996,-9.716176795857717,-11.949865760413415
mirrors,fabric,-1.6276590824127197,1,beam_search,No,-15.236887913329188,-19.1016772007016,-18.32835942621356,-11.330595574877663,-11.949865760413415
mirrors,crystal,-1.6283063888549805,1,beam_search,No,-17.67244072641811,-19.1016772007016,-16.899444726247793,-10.592638727770726,-11.949865760413415
mirrors,mineral,-1.6315538883209229,1,beam_search,No,-18.296576957114134,-19.1016772007016,-21.314597710171547,-11.445257470745693,-11.949865760413415
mirrors,building materials,-1.6375291347503662,2,beam_search,Yes,-19.207128150048348,-19.1016772007016,-22.904167322675054,-9.986866987564499,-11.949865760413415
mirrors,item,-1.6436026096343994,1,beam_search,Yes,-8.948599785139155,-19.1016772007016,-17.89327751818775,-10.199199108516742,-11.949865760413415
mirrors,houseware,-1.6465771198272705,2,beam_search,Yes,-18.689838127821798,-19.1016772007016,-23.74387910156949,-17.520519394008094,-11.949865760413415
mirrors,optical instrument,-1.6496444940567017,2,beam_search,Yes,-25.2830012381388,-19.1016772007016,-28.169972167002,-11.849783776108618,-11.949865760413415
mirrors,plastic,-1.6509816646575928,1,beam_search,No,-15.670694565193578,-19.1016772007016,-16.460275261640135,-10.337349048751001,-11.949865760413415
mirrors,household appliance,-1.653991460800171,2,beam_search,No,-29.392208223532876,-19.1016772007016,-27.260164231137743,-13.083094588483629,-11.949865760413415
mirrors,container,-1.6748605966567993,1,beam_search,No,-10.39245894196004,-19.1016772007016,-17.93621324380703,-11.445257470745693,-11.949865760413415
mirrors,eye,-1.6850677728652954,1,beam_search,No,-9.753298003385195,-19.1016772007016,-16.782255995229107,-9.161549255426252,-11.949865760413415
mirrors,utensil,-1.6888034343719482,3,beam_search,No,-20.33598225197723,-19.1016772007016,-23.871658359562772,-14.920845392393211,-11.949865760413415
mirrors,lighting,-1.689480185508728,1,beam_search,No,-11.617102473720017,-19.1016772007016,-15.08910323054845,-10.845090964202594,-11.949865760413415
mirrors,plant,-1.690103530883789,1,beam_search,No,-10.587905040521907,-19.1016772007016,-18.054964605708903,-9.463941842116137,-11.949865760413415
mirrors,lamp,-1.6908267736434937,1,beam_search,No,-15.068541537705864,-19.1016772007016,-20.165192310606553,-11.399587851131656,-11.949865760413415
mirrors,reflective object,-1.6962549686431885,2,beam_search,Yes,-25.171500468720495,-19.1016772007016,-23.028440144829677,-12.580010017234043,-11.949865760413415
mirrors,room,-1.6996889114379883,1,beam_search,No,-8.999647859610482,-19.1016772007016,-16.60433412799216,-8.314251939256366,-11.949865760413415
mirrors,clothes,-1.7034273147583008,1,beam_search,No,-17.493136471961822,-19.1016772007016,-20.0601521461221,-9.854695483606605,-11.949865760413415
mirrors,blank,-1.704620599746704,1,beam_search,No,-10.727702644471524,-19.1016772007016,-17.117727992488593,-11.190834719450558,-11.949865760413415
mirrors,apple,-1.7067079544067383,1,beam_search,No,-9.186997710319224,-19.1016772007016,-19.155350373246716,-9.763723871032047,-11.949865760413415
mirrors,hardware,-1.7068992853164673,1,beam_search,Yes,-18.127561296676095,-19.1016772007016,-19.144908363570494,-10.819773284422784,-11.949865760413415
mirrors,image,-1.7073278427124023,1,beam_search,No,-9.715022662276839,-19.1016772007016,-15.252386928906295,-9.34845252600085,-11.949865760413415
mirrors,table,-1.7121121883392334,1,beam_search,No,-9.210191968715288,-19.1016772007016,-17.6226998063924,-9.097010793812435,-11.949865760413415
mirrors,home appliance,-1.7142155170440674,2,beam_search,No,-21.858228441622217,-19.1016772007016,-27.238478881131297,-13.01346413044834,-11.949865760413415
mirrors,invention,-1.7172836065292358,1,beam_search,Yes,-17.161477565537265,-19.1016772007016,-19.43018015562521,-11.417606194298134,-11.949865760413415
mirrors,shiny object,-1.7188084125518799,2,beam_search,Yes,-24.174876056722667,-19.1016772007016,-23.22079469535021,-11.979718254483311,-11.949865760413415
mirrors,colour,-1.7198883295059204,1,beam_search,No,-10.823034179364125,-19.1016772007016,-17.79731279906823,-10.384751137819856,-11.949865760413415
mirrors,painting,-1.7245880365371704,1,beam_search,No,-17.19404094101293,-19.1016772007016,-18.969206254058925,-10.131641133114224,-11.949865760413415
mirrors,household item,-1.7405678033828735,2,beam_search,Yes,-28.252597867426157,-19.1016772007016,-25.328203165035536,-11.018223125591735,-11.949865760413415
mirrors,buildings,-1.7450844049453735,1,beam_search,No,-16.96787911515279,-19.1016772007016,-20.552505940747057,-9.923688219039404,-11.949865760413415
mirrors,glass object,-1.7483670711517334,2,beam_search,Yes,-20.173916946702416,-19.1016772007016,-25.218554158792898,-10.637452560958343,-11.949865760413415
mirrors,home decoration,-1.7493082284927368,2,beam_search,Yes,-22.04961172576101,-19.1016772007016,-25.74408652184083,-11.937558102092188,-11.949865760413415
mirrors,vehicle,-1.7505557537078857,1,beam_search,No,-16.333382935021387,-19.1016772007016,-18.404622193332035,-9.763723871032047,-11.949865760413415
mirrors,screen,-1.7558469772338867,1,beam_search,No,-9.40467247762248,-19.1016772007016,-14.369660893073101,-9.55565014483622,-11.949865760413415
mirrors,skin,-1.7565761804580688,1,beam_search,No,-9.663357581377939,-19.1016772007016,-18.093200497952708,-9.417363311398965,-11.949865760413415
mirrors,element,-1.76350998878479,1,beam_search,No,-10.850488829021915,-19.1016772007016,-16.161224694284492,-10.45513169860618,-11.949865760413415
mirrors,product,-1.7645461559295654,1,beam_search,Yes,-10.046589209911453,-19.1016772007016,-16.276747667057563,-9.325750101153684,-11.949865760413415
mirrors,matter,-1.766230583190918,1,beam_search,Yes,-11.957916996164927,-19.1016772007016,-17.54493670416624,-8.334871217955703,-11.949865760413415
mirrors,solid,-1.7662551403045654,1,beam_search,Yes,-10.606665361144863,-19.1016772007016,-18.9127804423415,-9.832095694253796,-11.949865760413415
mirrors,plate,-1.7676944732666016,1,beam_search,No,-9.938439970321822,-19.1016772007016,-17.245982133744043,-10.245975044585462,-11.949865760413415
mirrors,weapon,-1.7708635330200195,1,beam_search,No,-11.07728714571915,-19.1016772007016,-15.832415993031892,-10.268767989171232,-11.949865760413415
mirrors,flat surface,-1.7726091146469116,2,beam_search,Yes,-20.626450130931453,-19.1016772007016,-23.68730828407412,-10.431116904793736,-11.949865760413415
mirrors,flat object,-1.7748079299926758,2,beam_search,Yes,-21.121544443740934,-19.1016772007016,-22.754446998403274,-10.747452971678683,-11.949865760413415
mirrors,television,-1.7783901691436768,1,beam_search,No,-17.913132942956686,-19.1016772007016,-18.92327460738259,-9.693225006308703,-11.949865760413415
mirrors,reflections,-1.7822118997573853,2,beam_search,No,-18.0838104284532,-19.1016772007016,-20.818102061118413,-12.272191080741633,-11.949865760413415
mirrors,shiny thing,-1.7827876806259155,2,beam_search,Yes,-22.718348412075432,-19.1016772007016,-21.1759337784444,-11.803264397083295,-11.949865760413415
mirrors,clock,-1.7839317321777344,1,beam_search,No,-10.638050575329268,-19.1016772007016,-16.943164233758374,-10.523380553891272,-11.949865760413415
mirrors,shadow,-1.7870264053344727,1,beam_search,No,-9.972868441594366,-19.1016772007016,-13.223871883590371,-10.501320916934723,-11.949865760413415
mirrors,window glass,-1.794965147972107,2,beam_search,No,-18.882955287500373,-19.1016772007016,-26.00928285500101,-10.306951663974125,-11.949865760413415
mirrors,rock,-1.7974952459335327,1,beam_search,No,-8.745049116619004,-19.1016772007016,-17.484422849319646,-9.142680788923366,-11.949865760413415
mirrors,sport,-1.800452470779419,1,beam_search,No,-16.360773826581084,-19.1016772007016,-17.192156623036485,-9.832095694253796,-11.949865760413415
mirrors,vegetable,-1.8028196096420288,1,beam_search,No,-21.440018856463897,-19.1016772007016,-19.700784110431655,-11.651027286109512,-11.949865760413415
mirrors,shine,-1.8102619647979736,1,beam_search,No,-11.414543831748352,-19.1016772007016,-19.30306804953226,-11.120876620460274,-11.949865760413415
mirrors,computer,-1.8140103816986084,1,beam_search,No,-10.901887156557827,-19.1016772007016,-16.464252964578602,-9.279689378300189,-11.949865760413415
mirrors,jewelry,-1.8150240182876587,1,beam_search,No,-17.78827699571799,-19.1016772007016,-18.23166812272135,-11.235286152643068,-11.949865760413415
mirrors,sight,-1.8169612884521484,1,beam_search,No,-10.966019946570906,-19.1016772007016,-17.737951540604044,-10.268767989171232,-11.949865760413415
mirrors,reflecting surface,-1.8233356475830078,3,beam_search,Yes,-25.805874205017226,-19.1016772007016,-24.936128123005478,-11.792626140347087,-11.949865760413415
mirrors,light reflection,-1.824541449546814,2,beam_search,Yes,-19.877970756060716,-19.1016772007016,-21.560422531379658,-11.190834719450558,-11.949865760413415
mirrors,fish,-1.8251152038574219,1,beam_search,No,-9.526645170115193,-19.1016772007016,-15.593579415816452,-9.441010930266133,-11.949865760413415
mirrors,face,-1.8334667682647705,1,beam_search,No,-9.177513305487217,-19.1016772007016,-15.023864530636198,-8.173603132416295,-11.949865760413415
mirrors,piece of glass,-1.8335773944854736,3,beam_search,Yes,-19.639735277201435,-19.1016772007016,-23.36858869550761,-10.056636401030689,-11.949865760413415
mirrors,property,-1.8368780612945557,1,beam_search,No,-10.696051373577697,-19.1016772007016,-16.696465132395353,-8.955697378409104,-11.949865760413415
mirrors,shiny surface,-1.842612624168396,2,beam_search,Yes,-25.222781057405225,-19.1016772007016,-25.32904821961074,-11.895636423459802,-11.949865760413415
mirrors,reflective surfaces,-1.8493525981903076,2,beam_search,Yes,-26.12043701777472,-19.1016772007016,-27.57417823227665,-12.789433120479412,-11.949865760413415
mirrors,shiny things,-1.8541171550750732,2,beam_search,Yes,-21.65317049937582,-19.1016772007016,-23.58312219628137,-11.803264397083295,-11.949865760413415
mirrors,wall decoration,-1.854184865951538,2,beam_search,Yes,-21.65262071108412,-19.1016772007016,-22.736187973650345,-11.986118173929368,-11.949865760413415
mirrors,flat,-1.8573541641235352,1,beam_search,No,-11.440139749344423,-19.1016772007016,-17.171071229291147,-9.854695483606605,-11.949865760413415
mirrors,construction,-1.8602380752563477,1,beam_search,No,-18.405622080179903,-19.1016772007016,-18.509367808927088,-9.279689378300189,-11.949865760413415
mirrors,apparatus,-1.860792875289917,2,beam_search,Yes,-15.777708212017297,-19.1016772007016,-20.758898144516433,-12.018746963614761,-11.949865760413415
mirrors,Reflection,-1.864150047302246,1,beam_search,No,-17.44911225380888,-19.1016772007016,-17.614892250399194,-11.120876620460274,-11.949865760413415
mirrors,color,-1.8646800518035889,1,beam_search,No,-8.58498030034629,-19.1016772007016,-16.171150522055818,-9.417363311398965,-11.949865760413415
mirrors,plane,-1.8667701482772827,1,beam_search,No,-10.378321880004176,-19.1016772007016,-17.170537290793128,-9.854695483606605,-11.949865760413415
mirrors,craft,-1.8701680898666382,1,beam_search,No,-8.690536598825393,-19.1016772007016,-16.79790360333288,-10.819773284422784,-11.949865760413415
mirrors,media,-1.8731638193130493,1,beam_search,No,-8.80788635821351,-19.1016772007016,-16.5109593800354,-8.517192691416362,-11.949865760413415
mirrors,medicine,-1.8758169412612915,1,beam_search,No,-16.712372309579322,-19.1016772007016,-19.44899044682539,-9.832095694253796,-11.949865760413415
mirrors,camera,-1.8797247409820557,1,beam_search,No,-10.5162663669468,-19.1016772007016,-17.355750234471916,-9.510093676135478,-11.949865760413415
mirrors,resource,-1.8806978464126587,1,beam_search,Yes,-9.991893826731834,-19.1016772007016,-17.525879332454323,-10.61683335878927,-11.949865760413415
mirrors,sun,-1.883313536643982,1,beam_search,No,-8.647797315352445,-19.1016772007016,-18.510704598935792,-9.279689378300189,-11.949865760413415
mirrors,car,-1.8845844268798828,1,beam_search,No,-7.818037951829868,-19.1016772007016,-17.398274977318508,-8.173603132416295,-11.949865760413415
mirrors,prop,-1.8854697942733765,1,beam_search,Yes,-9.075612980037691,-19.1016772007016,-16.07780573637505,-12.04223758251621,-11.949865760413415
mirrors,music,-1.8898407220840454,1,beam_search,No,-10.65809356484327,-19.1016772007016,-17.57363733818768,-8.013391880472453,-11.949865760413415
mirrors,magic,-1.8916248083114624,1,beam_search,No,-11.123649974694043,-19.1016772007016,-14.078393947491456,-9.763723871032047,-11.949865760413415
mirrors,medium,-1.897721529006958,1,beam_search,No,-11.100317431656274,-19.1016772007016,-18.17562987711257,-10.109280008516286,-11.949865760413415
mirrors,sound,-1.9001928567886353,1,beam_search,No,-9.63801556122151,-19.1016772007016,-18.378302348947546,-8.8667499583665,-11.949865760413415
mirrors,view,-1.9033105373382568,1,beam_search,No,-8.975730191515947,-19.1016772007016,-17.042282883816494,-8.772084795883945,-11.949865760413415
mirrors,noun,-1.9076786041259766,1,beam_search,Yes,-15.477668835141468,-19.1016772007016,-20.642458747448448,-12.411842988787038,-11.949865760413415
mirrors,something,-1.9117704629898071,1,beam_search,Yes,-11.211086312388785,-19.1016772007016,-16.240149924221104,-7.344710899382923,-11.949865760413415
mirrors,shiny objects,-1.9128894805908203,2,beam_search,Yes,-23.94685646280879,-19.1016772007016,-25.720077558811706,-11.999042216115441,-11.949865760413415
mirrors,Window,-1.9159319400787354,1,beam_search,No,-9.670669854924029,-19.1016772007016,-17.39671861162301,-9.67078820363231,-11.949865760413415
mirrors,eyewear,-1.917360544204712,2,beam_search,No,-21.258898945390705,-19.1016772007016,-19.650046254247535,-14.32118281648947,-11.949865760413415
mirrors,house decoration,-1.9180322885513306,2,beam_search,Yes,-21.11474928469228,-19.1016772007016,-22.900876830012603,-11.940620844720018,-11.949865760413415
mirrors,shiny material,-1.9186054468154907,2,beam_search,Yes,-24.310313191512048,-19.1016772007016,-25.31208046607575,-11.871015695669241,-11.949865760413415
mirrors,game,-1.9210424423217773,1,beam_search,No,-8.622544389345105,-19.1016772007016,-14.97364040399816,-7.552112104896478,-11.949865760413415
mirrors,household equipment,-1.9215948581695557,2,beam_search,Yes,-28.66096120063385,-19.1016772007016,-27.697450575434246,-10.7615046593163,-11.949865760413415
mirrors,ornaments,-1.926340103149414,2,beam_search,No,-18.982926081922095,-19.1016772007016,-22.209638077431368,-12.91938171791407,-11.949865760413415
mirrors,iron,-1.9321750402450562,1,beam_search,No,-9.83777550089495,-19.1016772007016,-18.355202675109414,-9.808175554551639,-11.949865760413415
mirrors,vessel,-1.9333240985870361,1,beam_search,No,-19.412566767508814,-19.1016772007016,-19.879240089639325,-10.892343600915485,-11.949865760413415
mirrors,artifact,-1.93413507938385,1,beam_search,Yes,-18.380587808373065,-19.1016772007016,-16.9859585743715,-12.871565749308303,-11.949865760413415
mirrors,ray,-1.9419142007827759,1,beam_search,No,-8.816542239569356,-19.1016772007016,-17.531021267101032,-9.923688219039404,-11.949865760413415
mirrors,visual aid,-1.9471622705459595,2,beam_search,Yes,-20.34742074765903,-19.1016772007016,-22.448607847328926,-10.80982300307432,-11.949865760413415
mirrors,shelter,-1.9473594427108765,1,beam_search,No,-18.151444088587198,-19.1016772007016,-19.87637747500972,-10.936306482704488,-11.949865760413415
mirrors,reflecting object,-1.9491455554962158,3,beam_search,Yes,-24.552494338633615,-19.1016772007016,-24.585755765882084,-11.883974653712457,-11.949865760413415
mirrors,reflector,-1.953470230102539,2,beam_search,Yes,-18.146891063414053,-19.1016772007016,-18.41937028723639,-13.81541056296394,-11.949865760413415
mirrors,object that reflects light,-1.962223768234253,4,beam_search,Yes,-31.523641627965006,-19.1016772007016,-30.775350863244192,-11.607225155490859,-11.949865760413415
mirrors,piece of furniture,-2.0345616340637207,3,beam_search,No,-20.804820141939103,-19.1016772007016,-22.723141819443246,-11.012144116470044,-11.949865760413415
mirrors,piece of equipment,-2.0402350425720215,3,beam_search,Yes,-20.17283161250799,-19.1016772007016,-22.722279754952428,-10.013300186402969,-11.949865760413415
mirrors,body,-8.6875,1,gpt4_negative,No,-9.174497485425427,-19.1016772007016,-15.252951530719827,-8.290057220426196,-11.949865760413415
mirrors,nature,-9.0625,1,single_token,No,-11.388037349457324,-19.1016772007016,-18.35356262782669,-9.25638326335772,-11.949865760413415
mirrors,weather,-9.0625,1,single_token,No,-10.192979602857742,-19.1016772007016,-17.78080357347747,-9.510093676135478,-11.949865760413415
mirrors,beauty,-9.0625,1,single_token,No,-14.796090924233518,-19.1016772007016,-16.849110382724614,-9.786592021706781,-11.949865760413415
mirrors,an object,-9.0703125,2,2token,Yes,-16.286582027799387,-19.1016772007016,-20.08901084334688,-10.2347704769586,-11.949865760413415
mirrors,household object,-9.15625,2,2token,Yes,-29.639362453964665,-19.1016772007016,-25.4667835026685,-11.02433931520105,-11.949865760413415
mirrors,useful thing,-9.1640625,2,2token,Yes,-23.58492133147262,-19.1016772007016,-22.79954830504883,-9.950577063636118,-11.949865760413415
mirrors,reflecting material,-9.171875,2,2token,Yes,-23.975483270543307,-19.1016772007016,-24.475839220912892,-11.765227523654666,-11.949865760413415
mirrors,refraction,-9.1875,1,gpt4_negative,No,-18.385425172072257,-19.1016772007016,-19.94860286749553,-14.34466988841877,-11.949865760413415
mirrors,photograph,-9.1875,1,single_token,No,-15.430349909416673,-19.1016772007016,-18.54875771060685,-10.982291331572418,-11.949865760413415
mirrors,film,-9.1875,1,gpt4_negative,No,-9.954538418807378,-19.1016772007016,-16.970995646820676,-8.752914892026116,-11.949865760413415
mirrors,pan,-9.1875,1,single_token,No,-8.993972924004902,-19.1016772007016,-16.28048600328442,-10.61683335878927,-11.949865760413415
mirrors,housework,-9.1875,1,single_token,No,-18.31945382617198,-19.1016772007016,-20.56451969166531,-13.633105671309016,-11.949865760413415
mirrors,houses,-9.1875,1,single_token,No,-11.041440964850276,-19.1016772007016,-17.830193739281146,-9.854695483606605,-11.949865760413415
mirrors,work,-9.1875,1,gpt4_negative,No,-8.305528225123517,-19.1016772007016,-15.169348944449279,-6.999870458240826,-11.949865760413415
mirrors,lights,-9.1875,1,single_token,No,-11.167665096197785,-19.1016772007016,-16.149979128375463,-10.038160167535828,-11.949865760413415
mirrors,Object,-9.1875,1,single_token,Yes,-8.911361145200244,-19.1016772007016,-18.406604786453485,-10.223690061876328,-11.949865760413415
mirrors,gift,-9.25,1,gpt4_positive,Yes,-15.402668960704265,-19.1016772007016,-16.699075426051447,-9.716176795857717,-11.949865760413415
mirrors,tableware,-9.25,1,single_token,No,-19.288525440216073,-19.1016772007016,-25.033877920440112,-14.920845392393211,-11.949865760413415
mirrors,man,-9.25,1,gpt4_negative,No,-7.800959138111483,-19.1016772007016,-14.96636964811844,-7.321756566826669,-11.949865760413415
mirrors,space,-9.25,1,gpt4_negative,No,-9.294801903256943,-19.1016772007016,-16.14274645463913,-8.67971153267889,-11.949865760413415
mirrors,class,-9.25,1,gpt4_negative,No,-8.787650777939717,-19.1016772007016,-17.089759457932885,-8.381788117728908,-11.949865760413415
mirrors,fun,-9.25,1,single_token,No,-9.097181234194732,-19.1016772007016,-16.12120883912203,-8.517192691416362,-11.949865760413415
mirrors,sculpture,-9.25,1,single_token,Yes,-19.353792797928453,-19.1016772007016,-19.755742771834754,-11.696836283972617,-11.949865760413415
mirrors,tree,-9.25,1,single_token,No,-9.454148984889432,-19.1016772007016,-18.301588250367516,-9.55565014483622,-11.949865760413415
mirrors,shade,-9.25,1,single_token,No,-14.537760466687773,-19.1016772007016,-18.7706514172049,-11.141355012009802,-11.949865760413415
mirrors,Apple,-9.25,1,single_token,No,-9.793040625170855,-19.1016772007016,-18.486674636612914,-9.763723871032047,-11.949865760413415
mirrors,body part,-9.28125,2,2token,No,-17.150947615130633,-19.1016772007016,-21.4600860078477,-8.639360260418853,-11.949865760413415
mirrors,useful object,-9.2890625,2,2token,Yes,-24.980337534140514,-19.1016772007016,-24.588519334687355,-10.747452971678683,-11.949865760413415
mirrors,photography,-9.3125,1,gpt4_negative,No,-15.327173879563535,-19.1016772007016,-18.81384479977323,-10.476185033927203,-11.949865760413415
