group,file,variant,n_total,n_pos,n_neg,gen_roc,val_roc,val_acc,pearson,spearman,n
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_111_test_log-odds_tc_20260515.csv,tc,24,13,11,0.8321678321678322,0.972027972027972,0.8333333333333334,0.5851815817485679,0.54,24
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_111_test_log-odds_tc_20260515.csv,lenorm,24,13,11,0.7062937062937062,0.972027972027972,0.8333333333333334,0.529532486170368,0.4765217391304347,24
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_111_test_log-odds_tc_20260515.csv,tc+lenorm,24,13,11,0.8111888111888113,0.972027972027972,0.8333333333333334,0.5753775179737927,0.5339130434782609,24
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_113_test_log-odds_tc_20260515.csv,raw,28,15,13,0.6307692307692307,1.0,0.7142857142857143,0.20335781944849832,0.15161466885604818,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_113_test_log-odds_tc_20260515.csv,tc,28,15,13,0.9435897435897436,1.0,0.7142857142857143,0.6087580161042739,0.5949644225506295,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_113_test_log-odds_tc_20260515.csv,lenorm,28,15,13,0.6307692307692307,1.0,0.7142857142857143,0.07604017448569125,0.04433497536945813,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_113_test_log-odds_tc_20260515.csv,tc+lenorm,28,15,13,0.9179487179487179,1.0,0.7142857142857143,0.4780501285776781,0.531472359058566,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_114_test_log-odds_tc_20260515.csv,raw,28,15,13,0.8,0.9897435897435898,0.8928571428571429,0.5519047077627135,0.542888462592491,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_114_test_log-odds_tc_20260515.csv,tc,28,15,13,0.8461538461538463,0.9897435897435898,0.8928571428571429,0.709193437786123,0.7188270759112084,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_114_test_log-odds_tc_20260515.csv,lenorm,28,15,13,0.8256410256410256,0.9897435897435898,0.8928571428571429,0.5936863912990082,0.5127432173198135,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_114_test_log-odds_tc_20260515.csv,tc+lenorm,28,15,13,0.8564102564102565,0.9897435897435898,0.8928571428571429,0.6855255695816862,0.7769251849821868,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_115_test_log-odds_tc_20260515.csv,raw,26,15,11,0.37575757575757573,0.9333333333333333,0.7692307692307693,0.200488704162307,0.09781121751025991,26
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_115_test_log-odds_tc_20260515.csv,tc,26,15,11,0.7575757575757576,0.9333333333333333,0.7692307692307693,0.41709065915549975,0.5054719562243501,26
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_115_test_log-odds_tc_20260515.csv,lenorm,26,15,11,0.3090909090909091,0.9333333333333333,0.7692307692307693,-0.2263550396651536,-0.02599179206566347,26
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_115_test_log-odds_tc_20260515.csv,tc+lenorm,26,15,11,0.7515151515151516,0.9333333333333333,0.7692307692307693,0.34831550091877295,0.4281805745554035,26
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_117_test_log-odds_tc_20260515.csv,raw,28,15,13,0.764102564102564,0.8769230769230769,0.6428571428571429,0.5503745925243146,0.6732348111658456,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_117_test_log-odds_tc_20260515.csv,tc,28,15,13,0.8923076923076922,0.8769230769230769,0.6428571428571429,0.7085946994777188,0.7465790914066777,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_117_test_log-odds_tc_20260515.csv,lenorm,28,15,13,0.7692307692307693,0.8769230769230769,0.6428571428571429,0.45582419033877114,0.4953475643130815,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_117_test_log-odds_tc_20260515.csv,tc+lenorm,28,15,13,0.8666666666666667,0.8769230769230769,0.6428571428571429,0.6519949199305675,0.7257799671592775,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_119_test_log-odds_tc_20260515.csv,raw,25,13,12,0.5897435897435898,0.9230769230769231,0.88,0.3587565189157544,0.34384615384615386,25
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_119_test_log-odds_tc_20260515.csv,tc,25,13,12,0.6025641025641025,0.9230769230769231,0.88,0.1468748575087973,0.33999999999999997,25
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_119_test_log-odds_tc_20260515.csv,lenorm,25,13,12,0.7756410256410258,0.9230769230769231,0.88,0.4560833572089169,0.5130769230769231,25
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_119_test_log-odds_tc_20260515.csv,tc+lenorm,25,13,12,0.5961538461538461,0.9230769230769231,0.88,0.18564929571559752,0.2930769230769231,25
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_122_test_log-odds_tc_20260515.csv,raw,30,15,15,0.6222222222222222,0.9155555555555556,0.7,0.4110047991946595,0.34060066740823136,30
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_122_test_log-odds_tc_20260515.csv,tc,30,15,15,0.5866666666666667,0.9155555555555556,0.7,0.15730640188479236,0.15283648498331479,30
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_122_test_log-odds_tc_20260515.csv,lenorm,30,15,15,0.5511111111111111,0.9155555555555556,0.7,0.09888129662559503,0.10656284760845385,30
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_122_test_log-odds_tc_20260515.csv,tc+lenorm,30,15,15,0.52,0.9155555555555556,0.7,-0.020575962134643407,-0.023359288097886538,30
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_125_test_log-odds_tc_20260515.csv,raw,25,15,10,0.7133333333333334,1.0,0.84,0.44958642000128973,0.3836090804155444,25
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_125_test_log-odds_tc_20260515.csv,tc,25,15,10,0.8933333333333333,1.0,0.84,0.6173988694064185,0.6106194690265486,25
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_125_test_log-odds_tc_20260515.csv,lenorm,25,15,10,0.8866666666666667,1.0,0.84,0.5976204375731831,0.6490958060792612,25
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_125_test_log-odds_tc_20260515.csv,tc+lenorm,25,15,10,0.92,1.0,0.84,0.6859700613338328,0.7245094267025779,25
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_126_test_log-odds_tc_20260515.csv,raw,29,15,14,0.5476190476190477,0.9904761904761905,0.7586206896551724,0.12175588512911126,0.20049261083743838,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_126_test_log-odds_tc_20260515.csv,tc,29,15,14,0.780952380952381,0.9904761904761905,0.7586206896551724,0.5062682985337577,0.4935960591133004,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_126_test_log-odds_tc_20260515.csv,lenorm,29,15,14,0.4904761904761905,0.9904761904761905,0.7586206896551724,0.2149273389506734,0.0354679802955665,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_126_test_log-odds_tc_20260515.csv,tc+lenorm,29,15,14,0.7238095238095239,0.9904761904761905,0.7586206896551724,0.40067112003736455,0.3778325123152709,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_127_test_log-odds_tc_20260515.csv,raw,28,15,13,0.3487179487179487,0.9794871794871796,0.9285714285714286,0.15278039765234852,0.0629447181171319,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_127_test_log-odds_tc_20260515.csv,tc,28,15,13,0.3589743589743589,0.9794871794871796,0.9285714285714286,-0.11532266860548183,-0.08593322386425835,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_127_test_log-odds_tc_20260515.csv,lenorm,28,15,13,0.41025641025641024,0.9794871794871796,0.9285714285714286,0.20922328797000056,0.16639299397920088,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_127_test_log-odds_tc_20260515.csv,tc+lenorm,28,15,13,0.3487179487179487,0.9794871794871796,0.9285714285714286,-0.22892251064361444,-0.11767925561029009,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_129_test_log-odds_tc_20260515.csv,raw,21,11,10,0.4181818181818182,0.9818181818181819,0.5238095238095238,0.16060135557170785,0.02077922077922078,21
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_129_test_log-odds_tc_20260515.csv,tc,21,11,10,0.6181818181818183,0.9818181818181819,0.5238095238095238,0.1154476941853994,0.18181818181818182,21
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_129_test_log-odds_tc_20260515.csv,lenorm,21,11,10,0.6000000000000001,0.9818181818181819,0.5238095238095238,0.1783587920817573,0.08961038961038961,21
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_129_test_log-odds_tc_20260515.csv,tc+lenorm,21,11,10,0.6090909090909091,0.9818181818181819,0.5238095238095238,-0.010646782752484507,0.15454545454545454,21
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_12_test_log-odds_tc_20260515.csv,raw,26,15,11,0.6787878787878788,0.9939393939393939,0.9230769230769231,0.46428642204751136,0.4166381376241013,26
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_12_test_log-odds_tc_20260515.csv,tc,26,15,11,0.6424242424242425,0.9939393939393939,0.9230769230769231,0.4342886963970558,0.3488531324888737,26
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_12_test_log-odds_tc_20260515.csv,lenorm,26,15,11,0.806060606060606,0.9939393939393939,0.9230769230769231,0.6085903805664168,0.6124614857925368,26
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_12_test_log-odds_tc_20260515.csv,tc+lenorm,26,15,11,0.6545454545454545,0.9939393939393939,0.9230769230769231,0.4012958983291688,0.2892844916124615,26
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_130_test_log-odds_tc_20260515.csv,raw,29,12,17,0.7549019607843137,0.9313725490196079,0.7241379310344828,0.4691172568330981,0.637349100763735,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_130_test_log-odds_tc_20260515.csv,tc,29,12,17,0.8529411764705882,0.9313725490196079,0.7241379310344828,0.5767626547894207,0.566888396156689,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_130_test_log-odds_tc_20260515.csv,lenorm,29,12,17,0.7205882352941176,0.9313725490196079,0.7241379310344828,0.4348528903016009,0.45947277654594726,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_130_test_log-odds_tc_20260515.csv,tc+lenorm,29,12,17,0.8578431372549019,0.9313725490196079,0.7241379310344828,0.568874251464098,0.5392953929539296,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_135_test_log-odds_tc_20260515.csv,raw,29,15,14,0.7047619047619047,1.0,0.9655172413793104,0.3426793379880041,0.23031203566121844,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_135_test_log-odds_tc_20260515.csv,tc,29,15,14,0.9714285714285713,1.0,0.9655172413793104,0.742502546450503,0.7627538385339276,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_135_test_log-odds_tc_20260515.csv,lenorm,29,15,14,0.6333333333333333,1.0,0.9655172413793104,0.21243267368215174,0.03615651312530956,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_135_test_log-odds_tc_20260515.csv,tc+lenorm,29,15,14,0.976190476190476,1.0,0.9655172413793104,0.770758823603441,0.838038632986627,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_138_test_log-odds_tc_20260515.csv,raw,29,15,14,0.7571428571428571,0.919047619047619,0.7931034482758621,0.7027268775730692,0.6925742574257424,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_138_test_log-odds_tc_20260515.csv,tc,29,15,14,0.5666666666666667,0.919047619047619,0.7931034482758621,0.12434421978537064,0.21485148514851482,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_138_test_log-odds_tc_20260515.csv,lenorm,29,15,14,0.8095238095238095,0.919047619047619,0.7931034482758621,0.45429756924242687,0.6524752475247524,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_138_test_log-odds_tc_20260515.csv,tc+lenorm,29,15,14,0.6857142857142857,0.919047619047619,0.7931034482758621,0.6426400408550669,0.45940594059405926,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_140_test_log-odds_tc_20260515.csv,raw,29,15,14,0.45238095238095233,0.8,0.6551724137931034,0.2134627888215494,0.16699507389162557,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_140_test_log-odds_tc_20260515.csv,tc,29,15,14,0.7380952380952381,0.8,0.6551724137931034,0.7414617365799634,0.7788177339901475,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_140_test_log-odds_tc_20260515.csv,lenorm,29,15,14,0.8523809523809524,0.8,0.6551724137931034,0.6066213474566692,0.6477832512315269,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_140_test_log-odds_tc_20260515.csv,tc+lenorm,29,15,14,0.6571428571428571,0.8,0.6551724137931034,0.6355800273554018,0.7423645320197043,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_144_test_log-odds_tc_20260515.csv,raw,28,15,13,0.7846153846153846,0.9692307692307691,0.8571428571428571,0.5375484416891445,0.6857377497946894,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_144_test_log-odds_tc_20260515.csv,tc,28,15,13,0.7589743589743589,0.9692307692307691,0.8571428571428571,0.586633588756884,0.5773336983301396,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_144_test_log-odds_tc_20260515.csv,lenorm,28,15,13,0.8153846153846154,0.9692307692307691,0.8571428571428571,0.7080895924017023,0.747604708458801,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_144_test_log-odds_tc_20260515.csv,tc+lenorm,28,15,13,0.6102564102564102,0.9692307692307691,0.8571428571428571,0.48966259604799056,0.4765945797974268,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_149_test_log-odds_tc_20260515.csv,raw,29,14,15,0.6619047619047619,0.9523809523809524,0.5862068965517241,0.38940140307238,0.5532019704433496,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_149_test_log-odds_tc_20260515.csv,tc,29,14,15,0.8952380952380953,0.9523809523809524,0.5862068965517241,0.6064328505249256,0.6743842364532018,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_149_test_log-odds_tc_20260515.csv,lenorm,29,14,15,0.7952380952380953,0.9523809523809524,0.5862068965517241,0.5367341332493089,0.5783251231527092,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_149_test_log-odds_tc_20260515.csv,tc+lenorm,29,14,15,0.919047619047619,0.9523809523809524,0.5862068965517241,0.5618491012048782,0.6369458128078815,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_150_test_log-odds_tc_20260515.csv,raw,29,15,14,0.5190476190476191,0.919047619047619,0.7586206896551724,0.29218350726022485,0.35402808573540284,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_150_test_log-odds_tc_20260515.csv,tc,29,15,14,0.5809523809523809,0.919047619047619,0.7586206896551724,0.188422747222744,0.15052968711505296,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_150_test_log-odds_tc_20260515.csv,lenorm,29,15,14,0.4666666666666667,0.919047619047619,0.7586206896551724,-0.2439203753698357,-0.20226656812022667,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_150_test_log-odds_tc_20260515.csv,tc+lenorm,29,15,14,0.5714285714285714,0.919047619047619,0.7586206896551724,0.2520658366327852,0.11160384331116038,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_152_test_log-odds_tc_20260515.csv,raw,29,15,14,0.7476190476190476,0.8238095238095238,0.7241379310344828,0.5857038337956638,0.6639566395663957,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_152_test_log-odds_tc_20260515.csv,tc,29,15,14,0.6714285714285715,0.8238095238095238,0.7241379310344828,0.2942293302258014,0.36486819413648686,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_152_test_log-odds_tc_20260515.csv,lenorm,29,15,14,0.8,0.8238095238095238,0.7241379310344828,0.48830484978540567,0.5624538063562453,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_152_test_log-odds_tc_20260515.csv,tc+lenorm,29,15,14,0.7047619047619047,0.8238095238095238,0.7241379310344828,0.24997920479855937,0.37767923133776793,29
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_153_test_log-odds_tc_20260515.csv,raw,28,14,14,0.75,0.9948979591836735,0.9285714285714286,0.5015346985730116,0.6048166392993979,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_153_test_log-odds_tc_20260515.csv,tc,28,14,14,0.8979591836734694,0.9948979591836735,0.9285714285714286,0.664903563834015,0.7701149425287356,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_153_test_log-odds_tc_20260515.csv,lenorm,28,14,14,0.8520408163265306,0.9948979591836735,0.9285714285714286,0.5194682886403242,0.6896551724137931,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_153_test_log-odds_tc_20260515.csv,tc+lenorm,28,14,14,0.8775510204081632,0.9948979591836735,0.9285714285714286,0.643708604164946,0.7350848385331145,28
Base_neg,scores_neg-v6-google_gemma-4-31B-it_humaneval-v2.1correct-upper-humaneval_154_test_log-odds_tc_20260515.csv,raw,28,15,13,0.7948717948717949,0.9538461538461539,0.6785714285714286,0.49712793737474115,0.5949644225506295,28
