id,question,answer,gpt4_ground_truth,strategy
webq_363,when did conflict start in ireland?,Battle of Kinsale (1601),No,plausibleqa
webq_363,when did conflict start in ireland?,Tudor conquest of Ireland (1536),No,plausibleqa
webq_363,when did conflict start in ireland?,Gaelic Irish resistance to English rule (13th century),No,plausibleqa
webq_363,when did conflict start in ireland?,Plantation of Ulster (1610),No,plausibleqa
webq_363,when did conflict start in ireland?,Williamite War in Ireland (1689),No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,FiLm,Yes,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Film industry,Yes,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Television industry,Yes,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Video production industry,Yes,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Theater,No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Photography,No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Music,No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Television,No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Advertising,No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Video Game,No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Live Events,No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Sports Broadcasting,No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Corporate Video,No,plausibleqa
trivia_5178,A clapperboard is used in which industry?,Documentary,No,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,Amineptine,Yes,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,amitriptyline,Yes,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,imipramine,Yes,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,nortriptyline,Yes,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,desipramine,Yes,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,clomipramine,Yes,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,doxepin,Yes,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,Protriptyline,No,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,Trimipramine,No,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,Lofepramine,No,plausibleqa
nq_886,what is an example of a tricyclic antidepressant?,Maprotiline,No,plausibleqa
webq_590,what russian language called?,Tatar Language,Yes,plausibleqa
webq_590,what russian language called?,Russian,Yes,plausibleqa
webq_590,what russian language called?,Russian language,Yes,plausibleqa
webq_590,what russian language called?,русский язык (russkiy yazyk),Yes,plausibleqa
webq_590,what russian language called?,Moscow Language,No,plausibleqa
webq_590,what russian language called?,Slavic Language,No,plausibleqa
webq_590,what russian language called?,Cyrillic Language,No,plausibleqa
webq_590,what russian language called?,Eastern Language,No,plausibleqa
webq_590,what russian language called?,Orthodox Language,No,plausibleqa
webq_590,what russian language called?,Soviet Language,No,plausibleqa
webq_590,what russian language called?,Eurasian Language,No,plausibleqa
webq_590,what russian language called?,Kievan Language,No,plausibleqa
webq_590,what russian language called?,Volga Language,No,plausibleqa
webq_590,what russian language called?,Muscovite Language,No,plausibleqa
nq_97,the cast of a good day to die hard?,Jai Courtney,Yes,plausibleqa
nq_97,the cast of a good day to die hard?,"Bruce Willis, Jai Courtney",Yes,plausibleqa
nq_97,the cast of a good day to die hard?,"Bruce Willis, Jai Courtney, Sebastian Koch, Yuliya Snigir",Yes,plausibleqa
nq_97,the cast of a good day to die hard?,"Bruce Willis, Jai Courtney, Sebastian Koch, Yuliya Snigir, Rasha Bukvic, Cole Hauser, Mary Elizabeth Winstead",Yes,plausibleqa
nq_97,the cast of a good day to die hard?,Bruce Willis,No,plausibleqa
nq_97,the cast of a good day to die hard?,Sebastian Koch,No,plausibleqa
nq_97,the cast of a good day to die hard?,Yuliya Snigir,No,plausibleqa
nq_97,the cast of a good day to die hard?,Cole Hauser,No,plausibleqa
nq_97,the cast of a good day to die hard?,Amaury Nolasco,No,plausibleqa
nq_97,the cast of a good day to die hard?,Sergey Kolesnikov,No,plausibleqa
nq_97,the cast of a good day to die hard?,Mary Elizabeth Winstead,No,plausibleqa
nq_97,the cast of a good day to die hard?,Radivoje Bukvić,No,plausibleqa
nq_97,the cast of a good day to die hard?,Ganxsta Zolee,No,plausibleqa
nq_97,the cast of a good day to die hard?,Péter Takátsy,No,plausibleqa
webq_320,what to see near grand canyon?,Grandview Mine,Yes,plausibleqa
webq_320,what to see near grand canyon?,Antelope Canyon,Yes,plausibleqa
webq_320,what to see near grand canyon?,Horseshoe Bend,Yes,plausibleqa
webq_320,what to see near grand canyon?,Lake Powell & Glen Canyon Dam,Yes,plausibleqa
webq_320,what to see near grand canyon?,Monument Valley,Yes,plausibleqa
webq_320,what to see near grand canyon?,Sedona (Red Rock Country),Yes,plausibleqa
webq_320,what to see near grand canyon?,Zion National Park,Yes,plausibleqa
webq_320,what to see near grand canyon?,Bryce Canyon National Park,Yes,plausibleqa
webq_320,what to see near grand canyon?,Hoover Dam,Yes,plausibleqa
webq_320,what to see near grand canyon?,Havasu Falls (permit required),Yes,plausibleqa
webq_320,what to see near grand canyon?,Grand Canyon Skywalk (Grand Canyon West),Yes,plausibleqa
webq_320,what to see near grand canyon?,Wupatki and Sunset Crater Volcano National Monuments,Yes,plausibleqa
webq_320,what to see near grand canyon?,"Vermilion Cliffs (Marble Canyon, Navajo Bridge, Lees Ferry)",Yes,plausibleqa
webq_320,what to see near grand canyon?,Sedona,No,plausibleqa
webq_320,what to see near grand canyon?,Lake Powell,No,plausibleqa
webq_320,what to see near grand canyon?,Glen Canyon National Recreation Area,No,plausibleqa
webq_320,what to see near grand canyon?,Wupatki National Monument,No,plausibleqa
webq_320,what to see near grand canyon?,Walnut Canyon National Monument,No,plausibleqa
webq_320,what to see near grand canyon?,Petrified Forest National Park,No,plausibleqa
trivia_3226,The stern of a ship is its?,Backend,Yes,plausibleqa
trivia_3226,The stern of a ship is its?,rear,Yes,plausibleqa
trivia_3226,The stern of a ship is its?,back,Yes,plausibleqa
trivia_3226,The stern of a ship is its?,aft end,Yes,plausibleqa
trivia_3226,The stern of a ship is its?,after part,Yes,plausibleqa
trivia_3226,The stern of a ship is its?,Aft,No,plausibleqa
trivia_3226,The stern of a ship is its?,Tail,No,plausibleqa
trivia_3226,The stern of a ship is its?,Keel,No,plausibleqa
trivia_3226,The stern of a ship is its?,Hull,No,plausibleqa
trivia_3226,The stern of a ship is its?,Bow,No,plausibleqa
trivia_3226,The stern of a ship is its?,Port,No,plausibleqa
trivia_3226,The stern of a ship is its?,Starboard,No,plausibleqa
trivia_3226,The stern of a ship is its?,Deck,No,plausibleqa
trivia_3226,The stern of a ship is its?,Propeller,No,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Sardis,Yes,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Ephesus,Yes,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Smyrna,Yes,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Pergamum,Yes,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Thyatira,Yes,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Philadelphia,Yes,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Laodicea,Yes,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Pergamos,No,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Hierapolis,No,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Colossae,No,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Miletus,No,plausibleqa
nq_3601,which church was given a letter in the book of revelation?,Troas,No,plausibleqa
webq_698,when does school start for the university of oregon?,University of Oregon,Yes,plausibleqa
webq_698,when does school start for the university of oregon?,First day of fall term classes for most UO programs (late September,Yes,plausibleqa
webq_698,when does school start for the university of oregon?,date varies by year),Yes,plausibleqa
webq_698,when does school start for the university of oregon?,UO School of Law first day of classes (mid-August,Yes,plausibleqa
webq_698,when does school start for the university of oregon?,Oregon State University,No,plausibleqa
webq_698,when does school start for the university of oregon?,Late September,No,plausibleqa
webq_698,when does school start for the university of oregon?,University of Washington,No,plausibleqa
webq_698,when does school start for the university of oregon?,Early October,No,plausibleqa
webq_698,when does school start for the university of oregon?,Portland State University,No,plausibleqa
webq_698,when does school start for the university of oregon?,"University of California, Berkeley",No,plausibleqa
webq_698,when does school start for the university of oregon?,Mid-August,No,plausibleqa
webq_698,when does school start for the university of oregon?,Western Oregon University,No,plausibleqa
webq_698,when does school start for the university of oregon?,Late August,No,plausibleqa
webq_698,when does school start for the university of oregon?,Eastern Oregon University,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Snooker - It's a tall rest,Yes,plausibleqa
trivia_10476,In which sport would you use a spider?,Snooker,Yes,plausibleqa
trivia_10476,In which sport would you use a spider?,English billiards,Yes,plausibleqa
trivia_10476,In which sport would you use a spider?,Pool,Yes,plausibleqa
trivia_10476,In which sport would you use a spider?,Rock Climbing,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Sailing,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Gymnastics,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Archery,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Fencing,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Skiing,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Rowing,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Cycling,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Wrestling,No,plausibleqa
trivia_10476,In which sport would you use a spider?,Parkour,No,plausibleqa
webq_1987,what films has daniel craig been in?,Munich,Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Casino Royale (2006),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Quantum of Solace (2008),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Skyfall (2012),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Spectre (2015),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,No Time to Die (2021),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Knives Out (2019),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Glass Onion: A Knives Out Mystery (2022),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Layer Cake (2004),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,The Girl with the Dragon Tattoo (2011),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Road to Perdition (2002),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Munich (2005),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Defiance (2008),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Logan Lucky (2017),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,The Golden Compass (2007),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Lara Croft: Tomb Raider (2001),Yes,plausibleqa
webq_1987,what films has daniel craig been in?,Casino Royale,No,plausibleqa
webq_1987,what films has daniel craig been in?,Layer Cake,No,plausibleqa
webq_1987,what films has daniel craig been in?,Defiance,No,plausibleqa
webq_1987,what films has daniel craig been in?,The Girl with the Dragon Tattoo,No,plausibleqa
webq_1987,what films has daniel craig been in?,Skyfall,No,plausibleqa
webq_1987,what films has daniel craig been in?,Spectre,No,plausibleqa
webq_1987,what films has daniel craig been in?,Knives Out,No,plausibleqa
webq_1987,what films has daniel craig been in?,Road to Perdition,No,plausibleqa
webq_1987,what films has daniel craig been in?,Enduring Love,No,plausibleqa
webq_1987,what films has daniel craig been in?,Quantum of Solace,No,plausibleqa
nq_3571,who has a ring of power in lotr?,Sauron,Yes,plausibleqa
nq_3571,who has a ring of power in lotr?,Frodo Baggins,Yes,plausibleqa
nq_3571,who has a ring of power in lotr?,Bilbo Baggins,Yes,plausibleqa
nq_3571,who has a ring of power in lotr?,Gollum (Sméagol),Yes,plausibleqa
nq_3571,who has a ring of power in lotr?,Gandalf,Yes,plausibleqa
