id,question,answer,gpt4_ground_truth,strategy
webq_428,what is the zip code for midland tx?,79711,No,plausibleqa
webq_428,what is the zip code for midland tx?,79501,No,plausibleqa
webq_428,what is the zip code for midland tx?,79708,No,plausibleqa
webq_428,what is the zip code for midland tx?,79604,No,plausibleqa
webq_428,what is the zip code for midland tx?,79401,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$84.3 million,Yes,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,"$2.5 million base salary (Satya Nadella, recent years)",Yes,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,~$48.5 million total compensation (FY2023),Yes,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,~$54.9 million total compensation (FY2022),Yes,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$50 million,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$200 million,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$1 million,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$150 million,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$75 million,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$300 million,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$40 million,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$120 million,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$25 million,No,plausibleqa
nq_1466,what is the salary of the ceo of microsoft?,$100 million,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,President,Yes,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Speaker of the Lok Sabha (India),Yes,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Speaker of the House of Representatives (Australia),Yes,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Speaker of the National Assembly (Kenya),Yes,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Speaker of the House,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Prime Minister,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Chief Justice,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Vice President,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Leader of the Opposition,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Parliamentary Secretary,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Senate Majority Leader,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Clerk of the House,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Governor-General,No,plausibleqa
nq_460,who presides over the joint sessions of parliament?,Protem Speaker,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Friut,Yes,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,fruit,Yes,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,tropical fruit,Yes,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,bananas,Yes,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Flowers,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Feathers,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Bows,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Gems,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Netting,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Beads,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Sequins,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Lace,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Ribbons,No,plausibleqa
trivia_5357,What would you find on Carmen Miranda's hat?,Tassels,No,plausibleqa
nq_1847,who invented the chip in . debit cards?,Helmut Gröttrup,Yes,plausibleqa
nq_1847,who invented the chip in . debit cards?,Roland Moreno,Yes,plausibleqa
nq_1847,who invented the chip in . debit cards?,Juergen Dethloff and Helmut Grottrup,Yes,plausibleqa
nq_1847,who invented the chip in . debit cards?,Michel Ugon (Bull CP8),Yes,plausibleqa
nq_1847,who invented the chip in . debit cards?,Jacques Vallée,No,plausibleqa
nq_1847,who invented the chip in . debit cards?,Marc Hedlund,No,plausibleqa
nq_1847,who invented the chip in . debit cards?,David Chaum,No,plausibleqa
nq_1847,who invented the chip in . debit cards?,Whitfield Diffie,No,plausibleqa
nq_1847,who invented the chip in . debit cards?,Martin Hellman,No,plausibleqa
nq_1847,who invented the chip in . debit cards?,Ronald Rivest,No,plausibleqa
nq_1847,who invented the chip in . debit cards?,Adi Shamir,No,plausibleqa
nq_1847,who invented the chip in . debit cards?,Leonard Adleman,No,plausibleqa
nq_1847,who invented the chip in . debit cards?,Joseph Thomson,No,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",FDRE,Yes,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Ireland,Yes,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Vietnam,Yes,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Ethiopia,Yes,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Bangladesh,Yes,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Nigeria,Yes,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",North Korea,Yes,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Somalia,No,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Sudan,No,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Niger,No,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Cambodia,No,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Chad,No,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Mali,No,plausibleqa
trivia_5366,"What country had a famine that killed over 400,000?",Afghanistan,No,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Eclipse,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Shadow Fury,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,The Adventures of Sharkboy and Lavagirl in 3-D,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Cheaper by the Dozen 2,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Twilight,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,The Twilight Saga: New Moon,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,The Twilight Saga: Eclipse,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Valentine’s Day,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Abduction,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,The Twilight Saga: Breaking Dawn – Part 1,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,The Twilight Saga: Breaking Dawn – Part 2,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Grown Ups 2,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Tracers,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,The Ridiculous 6,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Run the Tide,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Home Team,Yes,plausibleqa
webq_1584,what all movies has taylor lautner been in?,The Adventures of Sharkboy and Lavagirl,No,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Valentine's Day,No,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Cuckoo,No,plausibleqa
webq_1584,what all movies has taylor lautner been in?,Scream Queens,No,plausibleqa
nq_2759,when did ford change the f150 body style?,1957,Yes,plausibleqa
nq_2759,when did ford change the f150 body style?,1980,Yes,plausibleqa
nq_2759,when did ford change the f150 body style?,1987,Yes,plausibleqa
nq_2759,when did ford change the f150 body style?,1992,Yes,plausibleqa
nq_2759,when did ford change the f150 body style?,1997,Yes,plausibleqa
nq_2759,when did ford change the f150 body style?,2004,Yes,plausibleqa
nq_2759,when did ford change the f150 body style?,2009,Yes,plausibleqa
nq_2759,when did ford change the f150 body style?,2015,Yes,plausibleqa
nq_2759,when did ford change the f150 body style?,2021,Yes,plausibleqa
nq_2759,when did ford change the f150 body style?,1979,No,plausibleqa
nq_2759,when did ford change the f150 body style?,1967,No,plausibleqa
nq_2759,when did ford change the f150 body style?,1975,No,plausibleqa
nq_2759,when did ford change the f150 body style?,1961,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1524,Yes,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1524 (Trissino formally distinguishes J from I),Yes,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,"17th century (general standardization as a separate letter, including in English)",Yes,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,"late medieval period, c. 14th–15th century (J used as a scribal variant of I, not yet a distinct letter)",Yes,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1066,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1200,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1380,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1470,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1500,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1600,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1000,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1100,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1300,No,plausibleqa
nq_1954,when was the letter j introduced to the alphabet?,1450,No,plausibleqa
webq_154,what are the sights to see in madrid?,Gran Vía,Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Museo del Prado,Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Royal Palace of Madrid (Palacio Real),Yes,plausibleqa
webq_154,what are the sights to see in madrid?,El Retiro Park (Parque del Buen Retiro),Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Reina Sofía Museum (Museo Nacional Centro de Arte Reina Sofía),Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Thyssen-Bornemisza Museum,Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Plaza Mayor,Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Puerta del Sol,Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Temple of Debod,Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Santiago Bernabéu Stadium,Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Almudena Cathedral,Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Mercado de San Miguel,Yes,plausibleqa
webq_154,what are the sights to see in madrid?,Royal Palace of Madrid,No,plausibleqa
webq_154,what are the sights to see in madrid?,Retiro Park,No,plausibleqa
webq_154,what are the sights to see in madrid?,Reina Sofia Museum,No,plausibleqa
webq_154,what are the sights to see in madrid?,Debod Temple,No,plausibleqa
webq_154,what are the sights to see in madrid?,Rastro Market,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,May 2010,Yes,plausibleqa
nq_2856,when did red dead redemption 1 come out?,"May 18, 2010 (North America)",Yes,plausibleqa
nq_2856,when did red dead redemption 1 come out?,"May 21, 2010 (Europe/Australia)",Yes,plausibleqa
nq_2856,when did red dead redemption 1 come out?,"October 7, 2010 (Japan)",Yes,plausibleqa
nq_2856,when did red dead redemption 1 come out?,June 2009,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,October 2008,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,April 2011,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,November 2010,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,March 2010,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,August 2009,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,January 2011,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,September 2010,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,February 2010,No,plausibleqa
nq_2856,when did red dead redemption 1 come out?,July 2010,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1898,Yes,plausibleqa
nq_576,when did the united states acquired puerto rico?,"October 18, 1898",Yes,plausibleqa
nq_576,when did the united states acquired puerto rico?,"December 10, 1898",Yes,plausibleqa
nq_576,when did the united states acquired puerto rico?,"April 11, 1899",Yes,plausibleqa
nq_576,when did the united states acquired puerto rico?,1868,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1885,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1902,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1870,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1910,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1850,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1895,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1820,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1920,No,plausibleqa
nq_576,when did the united states acquired puerto rico?,1890,No,plausibleqa
webq_672,who are the senators of hawaii 2012?,Hiram Fong,Yes,plausibleqa
webq_672,who are the senators of hawaii 2012?,Daniel Inouye,Yes,plausibleqa
webq_672,who are the senators of hawaii 2012?,Daniel Akaka,Yes,plausibleqa
webq_672,who are the senators of hawaii 2012?,Brian Schatz,Yes,plausibleqa
webq_672,who are the senators of hawaii 2012?,Mazie Hirono,No,plausibleqa
webq_672,who are the senators of hawaii 2012?,Colleen Hanabusa,No,plausibleqa
webq_672,who are the senators of hawaii 2012?,Neil Abercrombie,No,plausibleqa
webq_672,who are the senators of hawaii 2012?,Linda Lingle,No,plausibleqa
webq_672,who are the senators of hawaii 2012?,Ed Case,No,plausibleqa
webq_672,who are the senators of hawaii 2012?,Charles Djou,No,plausibleqa
webq_672,who are the senators of hawaii 2012?,Duke Aiona,No,plausibleqa
webq_448,what did laura ingalls wilder wrote?,Farmer Boy,Yes,plausibleqa
webq_448,what did laura ingalls wilder wrote?,the Little House series of children’s books,Yes,plausibleqa
webq_448,what did laura ingalls wilder wrote?,Little House on the Prairie,Yes,plausibleqa
webq_448,what did laura ingalls wilder wrote?,Pioneer Girl,Yes,plausibleqa
webq_448,what did laura ingalls wilder wrote?,Little House in the Big Woods,No,plausibleqa
webq_448,what did laura ingalls wilder wrote?,On the Banks of Plum Creek,No,plausibleqa
webq_448,what did laura ingalls wilder wrote?,By the Shores of Silver Lake,No,plausibleqa
webq_448,what did laura ingalls wilder wrote?,The Long Winter,No,plausibleqa
webq_448,what did laura ingalls wilder wrote?,These Happy Golden Years,No,plausibleqa
webq_448,what did laura ingalls wilder wrote?,West from Home,No,plausibleqa
webq_448,what did laura ingalls wilder wrote?,On the Way Home,No,plausibleqa
webq_448,what did laura ingalls wilder wrote?,The First Four Years,No,plausibleqa
webq_448,what did laura ingalls wilder wrote?,A Little House Traveler,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,thylakoid membranes,Yes,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,thylakoid membranes of chloroplasts,Yes,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,grana (stacked thylakoids) of chloroplasts,Yes,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,thylakoid/granal lamellae,Yes,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Chloroplast envelope,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Stroma,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Mitochondrial inner membrane,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Golgi apparatus,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Plasma membrane,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Cytosol,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Peroxisome,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Endoplasmic reticulum,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Nucleus,No,plausibleqa
nq_3005,which is the site of the light dependent reactions of photosynthesis?,Lysosome,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,origins of replication,Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Nucleus (eukaryotes),Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Cytoplasm/nucleoid region (prokaryotes),Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Mitochondria,Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Chloroplasts,Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Telomeres,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Centromeres,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Histone complexes,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Nuclear matrix,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Chromatin loops,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Transcription factories,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,DNA repair foci,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Nucleoli,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Lamina-associated domains,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Replication forks,No,plausibleqa
nq_97,the cast of a good day to die hard?,Jai Courtney,Yes,plausibleqa
nq_97,the cast of a good day to die hard?,"Bruce Willis, Jai Courtney",Yes,plausibleqa
nq_97,the cast of a good day to die hard?,"Bruce Willis, Jai Courtney, Sebastian Koch, Yuliya Snigir",Yes,plausibleqa
nq_97,the cast of a good day to die hard?,"Bruce Willis, Jai Courtney, Sebastian Koch, Yuliya Snigir, Rasha Bukvic, Cole Hauser, Mary Elizabeth Winstead",Yes,plausibleqa
nq_97,the cast of a good day to die hard?,Bruce Willis,No,plausibleqa
nq_97,the cast of a good day to die hard?,Sebastian Koch,No,plausibleqa
nq_97,the cast of a good day to die hard?,Yuliya Snigir,No,plausibleqa
nq_97,the cast of a good day to die hard?,Cole Hauser,No,plausibleqa
nq_97,the cast of a good day to die hard?,Amaury Nolasco,No,plausibleqa
nq_97,the cast of a good day to die hard?,Sergey Kolesnikov,No,plausibleqa
nq_97,the cast of a good day to die hard?,Mary Elizabeth Winstead,No,plausibleqa
nq_97,the cast of a good day to die hard?,Radivoje Bukvić,No,plausibleqa
nq_97,the cast of a good day to die hard?,Ganxsta Zolee,No,plausibleqa
nq_97,the cast of a good day to die hard?,Péter Takátsy,No,plausibleqa
webq_159,who was the italian leader in ww1?,Benito Mussolini,Yes,plausibleqa
webq_159,who was the italian leader in ww1?,Victor Emmanuel III,Yes,plausibleqa
webq_159,who was the italian leader in ww1?,Antonio Salandra,Yes,plausibleqa
webq_159,who was the italian leader in ww1?,Paolo Boselli,Yes,plausibleqa
webq_159,who was the italian leader in ww1?,Vittorio Emanuele Orlando,Yes,plausibleqa
webq_159,who was the italian leader in ww1?,Luigi Cadorna,No,plausibleqa
webq_159,who was the italian leader in ww1?,Armando Diaz,No,plausibleqa
webq_159,who was the italian leader in ww1?,Giovanni Giolitti,No,plausibleqa
webq_159,who was the italian leader in ww1?,Sidney Sonnino,No,plausibleqa
webq_159,who was the italian leader in ww1?,Francesco Saverio Nitti,No,plausibleqa
webq_159,who was the italian leader in ww1?,Ivanoe Bonomi,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1941,Yes,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?","June 22, 1941",Yes,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",June 1941,Yes,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",the Soviet Union,Yes,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1939,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1940,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1942,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1943,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1944,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1945,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1938,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1946,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1947,No,plausibleqa
trivia_7036,"Operation Barbarossa, Hitler invades Russia.?",1937,No,plausibleqa
nq_442,what is the enrollment at university of miami?,"16,801",Yes,plausibleqa
nq_442,what is the enrollment at university of miami?,"Total enrollment about 19,000",Yes,plausibleqa
nq_442,what is the enrollment at university of miami?,"Undergraduate enrollment about 12,000",Yes,plausibleqa
nq_442,what is the enrollment at university of miami?,"Graduate/professional enrollment about 6,000",Yes,plausibleqa
nq_442,what is the enrollment at university of miami?,"15,000",No,plausibleqa
nq_442,what is the enrollment at university of miami?,"20,500",No,plausibleqa
nq_442,what is the enrollment at university of miami?,"12,200",No,plausibleqa
nq_442,what is the enrollment at university of miami?,"18,000",No,plausibleqa
nq_442,what is the enrollment at university of miami?,"22,000",No,plausibleqa
nq_442,what is the enrollment at university of miami?,"14,500",No,plausibleqa
nq_442,what is the enrollment at university of miami?,"10,800",No,plausibleqa
nq_442,what is the enrollment at university of miami?,"25,000",No,plausibleqa
nq_442,what is the enrollment at university of miami?,"17,200",No,plausibleqa
nq_442,what is the enrollment at university of miami?,"13,400",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Munich , Bavaria",Yes,plausibleqa
nq_958,where did the beer hall putsch take place?,"Munich, Bavaria, Germany",Yes,plausibleqa
nq_958,where did the beer hall putsch take place?,"Bürgerbräukeller, Munich",Yes,plausibleqa
nq_958,where did the beer hall putsch take place?,"Feldherrnhalle (Odeonsplatz), Munich",Yes,plausibleqa
nq_958,where did the beer hall putsch take place?,"Berlin, Germany",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Hamburg, Germany",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Nuremberg, Germany",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Stuttgart, Germany",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Leipzig, Germany",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Dresden, Germany",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Cologne, Germany",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Frankfurt, Germany",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Heidelberg, Germany",No,plausibleqa
nq_958,where did the beer hall putsch take place?,"Augsburg, Germany",No,plausibleqa
nq_2441,when was the last time michigan won the championship?,1989,Yes,plausibleqa
nq_2441,when was the last time michigan won the championship?,"2024 (Michigan Wolverines football, CFP national title)",Yes,plausibleqa
nq_2441,when was the last time michigan won the championship?,"1989 (Michigan Wolverines men’s basketball, NCAA title)",Yes,plausibleqa
nq_2441,when was the last time michigan won the championship?,"1998 (Michigan Wolverines men’s ice hockey, NCAA title)",Yes,plausibleqa
nq_2441,when was the last time michigan won the championship?,1993,No,plausibleqa
nq_2441,when was the last time michigan won the championship?,2013,No,plausibleqa
nq_2441,when was the last time michigan won the championship?,1986,No,plausibleqa
nq_2441,when was the last time michigan won the championship?,2000,No,plausibleqa
nq_2441,when was the last time michigan won the championship?,1976,No,plausibleqa
nq_2441,when was the last time michigan won the championship?,1998,No,plausibleqa
nq_2441,when was the last time michigan won the championship?,1966,No,plausibleqa
nq_2441,when was the last time michigan won the championship?,2018,No,plausibleqa
nq_2441,when was the last time michigan won the championship?,2004,No,plausibleqa
nq_2441,when was the last time michigan won the championship?,1965,No,plausibleqa
nq_2867,what are the main crops grown in the united states?,Hay,Yes,plausibleqa
nq_2867,what are the main crops grown in the united states?,corn (maize),Yes,plausibleqa
nq_2867,what are the main crops grown in the united states?,soybeans,Yes,plausibleqa
nq_2867,what are the main crops grown in the united states?,wheat,Yes,plausibleqa
nq_2867,what are the main crops grown in the united states?,cotton,Yes,plausibleqa
nq_2867,what are the main crops grown in the united states?,hay (including alfalfa),Yes,plausibleqa
nq_2867,what are the main crops grown in the united states?,rice,Yes,plausibleqa
nq_2867,what are the main crops grown in the united states?,sorghum,Yes,plausibleqa
nq_2867,what are the main crops grown in the united states?,potatoes,Yes,plausibleqa
nq_2867,what are the main crops grown in the united states?,Corn,No,plausibleqa
nq_2867,what are the main crops grown in the united states?,Sugarcane,No,plausibleqa
nq_2867,what are the main crops grown in the united states?,Tobacco,No,plausibleqa
nq_2867,what are the main crops grown in the united states?,Oats,No,plausibleqa
nq_2867,what are the main crops grown in the united states?,Barley,No,plausibleqa
