method_num,method,task,file
0,Base,ifeval-prompt_78,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_78_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_79,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_79_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_80,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_80_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_82,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_82_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_83,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_83_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_84,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_84_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_85,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_85_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_87,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_87_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_88,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_88_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_89,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_89_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_90,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_90_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_91,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_91_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_92,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_92_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_93,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_93_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_94,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_94_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_95,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_95_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_96,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_96_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_97,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_97_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_98,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_98_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_99,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_99_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_100,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_100_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_102,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_102_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_103,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_103_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_104,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_104_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_105,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_105_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_106,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_106_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_107,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_107_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_108,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_108_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_109,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_109_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_22,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_22_test_log-odds_tc_evallenorm_20260409_123558.csv
0,Base,ifeval-prompt_23,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_23_test_log-odds_tc_evallenorm_20260409_123617.csv
0,Base,ifeval-prompt_24,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_24_test_log-odds_tc_evallenorm_20260409_123646.csv
0,Base,ifeval-prompt_25,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_25_test_log-odds_tc_evallenorm_20260409_123655.csv
0,Base,ifeval-prompt_26,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_26_test_log-odds_tc_evallenorm_20260409_123801.csv
0,Base,ifeval-prompt_27,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_27_test_log-odds_tc_evallenorm_20260409_123753.csv
0,Base,ifeval-prompt_28,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_28_test_log-odds_tc_evallenorm_20260409_123930.csv
0,Base,ifeval-prompt_29,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_29_test_log-odds_tc_evallenorm_20260409_123832.csv
0,Base,ifeval-prompt_30,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_30_test_log-odds_tc_evallenorm_20260409_123920.csv
0,Base,ifeval-prompt_32,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_32_test_log-odds_tc_evallenorm_20260409_124124.csv
0,Base,ifeval-prompt_33,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_33_test_log-odds_tc_evallenorm_20260409_124000.csv
0,Base,ifeval-prompt_34,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_34_test_log-odds_tc_evallenorm_20260409_124226.csv
0,Base,ifeval-prompt_35,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_35_test_log-odds_tc_evallenorm_20260409_124042.csv
0,Base,ifeval-prompt_36,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_36_test_log-odds_tc_evallenorm_20260409_124316.csv
0,Base,ifeval-prompt_37,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_37_test_log-odds_tc_evallenorm_20260409_124136.csv
0,Base,ifeval-prompt_38,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_38_test_log-odds_tc_evallenorm_20260409_124423.csv
0,Base,ifeval-prompt_39,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_39_test_log-odds_tc_evallenorm_20260409_124222.csv
0,Base,ifeval-prompt_40,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_40_test_log-odds_tc_evallenorm_20260409_124333.csv
0,Base,ifeval-prompt_41,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_41_test_log-odds_tc_evallenorm_20260409_124648.csv
0,Base,ifeval-prompt_42,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_42_test_log-odds_tc_evallenorm_20260409_124435.csv
0,Base,ifeval-prompt_43,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_43_test_log-odds_tc_evallenorm_20260409_124725.csv
0,Base,ifeval-prompt_44,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_44_test_log-odds_tc_evallenorm_20260409_124524.csv
0,Base,ifeval-prompt_45,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_45_test_log-odds_tc_evallenorm_20260409_124808.csv
0,Base,ifeval-prompt_46,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_46_test_log-odds_tc_evallenorm_20260409_124623.csv
0,Base,ifeval-prompt_47,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_47_test_log-odds_tc_evallenorm_20260409_124903.csv
0,Base,ifeval-prompt_48,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_48_test_log-odds_tc_evallenorm_20260409_124704.csv
0,Base,ifeval-prompt_49,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_49_test_log-odds_tc_evallenorm_20260409_125002.csv
0,Base,ifeval-prompt_50,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_50_test_log-odds_tc_evallenorm_20260409_125102.csv
0,Base,ifeval-prompt_51,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_51_test_log-odds_tc_evallenorm_20260409_124903.csv
0,Base,ifeval-prompt_52,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_52_test_log-odds_tc_evallenorm_20260409_125212.csv
0,Base,ifeval-prompt_53,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_53_test_log-odds_tc_evallenorm_20260409_124943.csv
0,Base,ifeval-prompt_54,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_54_test_log-odds_tc_evallenorm_20260409_125320.csv
0,Base,ifeval-prompt_56,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_56_test_log-odds_tc_evallenorm_20260409_125034.csv
0,Base,ifeval-prompt_57,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_57_test_log-odds_tc_evallenorm_20260409_125411.csv
0,Base,ifeval-prompt_58,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_58_test_log-odds_tc_evallenorm_20260409_125125.csv
0,Base,ifeval-prompt_59,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_59_test_log-odds_tc_evallenorm_20260409_125529.csv
0,Base,ifeval-prompt_61,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_61_test_log-odds_tc_evallenorm_20260409_125628.csv
0,Base,ifeval-prompt_63,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_63_test_log-odds_tc_evallenorm_20260409_125449.csv
0,Base,ifeval-prompt_64,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_64_test_log-odds_tc_evallenorm_20260409_125710.csv
0,Base,ifeval-prompt_65,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_65_test_log-odds_tc_evallenorm_20260409_125529.csv
0,Base,ifeval-prompt_66,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_66_test_log-odds_tc_evallenorm_20260409_125806.csv
0,Base,ifeval-prompt_67,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_67_test_log-odds_tc_evallenorm_20260409_125624.csv
0,Base,ifeval-prompt_68,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_68_test_log-odds_tc_evallenorm_20260409_125859.csv
0,Base,ifeval-prompt_70,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_70_test_log-odds_tc_evallenorm_20260409_130019.csv
0,Base,ifeval-prompt_72,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_72_test_log-odds_tc_evallenorm_20260409_125850.csv
0,Base,ifeval-prompt_73,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_73_test_log-odds_tc_evallenorm_20260409_130137.csv
0,Base,ifeval-prompt_74,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_74_test_log-odds_tc_evallenorm_20260409_125942.csv
0,Base,ifeval-prompt_75,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_75_test_log-odds_tc_evallenorm_20260409_130254.csv
0,Base,ifeval-prompt_76,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_76_test_log-odds_tc_evallenorm_20260409_130103.csv
0,Base,ifeval-prompt_77,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_77_test_log-odds_tc_evallenorm_20260409_130341.csv
0,Base,ifeval-prompt_78,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_78_test_log-odds_tc_evallenorm_20260409_130223.csv
0,Base,ifeval-prompt_79,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_79_test_log-odds_tc_evallenorm_20260409_130431.csv
0,Base,ifeval-prompt_80,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_80_test_log-odds_tc_evallenorm_20260409_130509.csv
0,Base,ifeval-prompt_82,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_82_test_log-odds_tc_evallenorm_20260409_130459.csv
0,Base,ifeval-prompt_83,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_83_test_log-odds_tc_evallenorm_20260409_130550.csv
0,Base,ifeval-prompt_84,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_84_test_log-odds_tc_evallenorm_20260409_130613.csv
0,Base,ifeval-prompt_85,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_85_test_log-odds_tc_evallenorm_20260409_130640.csv
0,Base,ifeval-prompt_87,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_87_test_log-odds_tc_evallenorm_20260409_130708.csv
0,Base,ifeval-prompt_88,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_88_test_log-odds_tc_evallenorm_20260409_130746.csv
0,Base,ifeval-prompt_89,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_89_test_log-odds_tc_evallenorm_20260409_130806.csv
0,Base,ifeval-prompt_90,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_90_test_log-odds_tc_evallenorm_20260409_130902.csv
0,Base,ifeval-prompt_91,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_91_test_log-odds_tc_evallenorm_20260409_131008.csv
0,Base,ifeval-prompt_92,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_92_test_log-odds_tc_evallenorm_20260409_131005.csv
0,Base,ifeval-prompt_93,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_93_test_log-odds_tc_evallenorm_20260409_131055.csv
0,Base,ifeval-prompt_94,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_94_test_log-odds_tc_evallenorm_20260409_131109.csv
0,Base,ifeval-prompt_95,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_95_test_log-odds_tc_evallenorm_20260409_131143.csv
0,Base,ifeval-prompt_96,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_96_test_log-odds_tc_evallenorm_20260409_131204.csv
0,Base,ifeval-prompt_97,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_97_test_log-odds_tc_evallenorm_20260409_131225.csv
0,Base,ifeval-prompt_98,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_98_test_log-odds_tc_evallenorm_20260409_131328.csv
0,Base,ifeval-prompt_99,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_99_test_log-odds_tc_evallenorm_20260409_131333.csv
0,Base,ifeval-prompt_100,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_100_test_log-odds_tc_evallenorm_20260409_122306.csv
0,Base,ifeval-prompt_102,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_102_test_log-odds_tc_evallenorm_20260409_122327.csv
0,Base,ifeval-prompt_103,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_103_test_log-odds_tc_evallenorm_20260409_122400.csv
0,Base,ifeval-prompt_104,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_104_test_log-odds_tc_evallenorm_20260409_122423.csv
0,Base,ifeval-prompt_105,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_105_test_log-odds_tc_evallenorm_20260409_122505.csv
0,Base,ifeval-prompt_106,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_106_test_log-odds_tc_evallenorm_20260409_122505.csv
0,Base,ifeval-prompt_107,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_107_test_log-odds_tc_evallenorm_20260409_122544.csv
0,Base,ifeval-prompt_108,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_108_test_log-odds_tc_evallenorm_20260409_122546.csv
0,Base,ifeval-prompt_109,scores_self-v6-google_gemma-2-9b-it_ifeval-prompt_109_test_log-odds_tc_evallenorm_20260409_122628.csv
0,Base,ifeval-prompt_22,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_22_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_23,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_23_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_24,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_24_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_25,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_25_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_26,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_26_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_27,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_27_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_28,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_28_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_29,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_29_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_30,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_30_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_32,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_32_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_33,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_33_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_34,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_34_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_35,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_35_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_36,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_36_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_37,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_37_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_38,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_38_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_39,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_39_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_40,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_40_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_41,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_41_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_42,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_42_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_43,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_43_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_44,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_44_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_45,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_45_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_46,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_46_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_47,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_47_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_48,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_48_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_49,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_49_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_50,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_50_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_51,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_51_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_52,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_52_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_53,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_53_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_54,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_54_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_56,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_56_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_57,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_57_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_58,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_58_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_59,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_59_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_61,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_61_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_63,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_63_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_64,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_64_test_log-odds_tc_20260520.csv
0,Base,ifeval-prompt_65,scores_basetyp-v6-google_gemma-2-9b-it_ifeval-prompt_65_test_log-odds_tc_20260520.csv
