noun1,predicted_hypernym,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
mirrors,shiny objet,-13.875,2,2token,Yes,-32.90555821177588,-19.1016772007016,-29.172974443778298,-16.058883791326473,-11.949865760413415
mirrors,environment,-11.25,1,gpt4_negative,No,-10.824152020854726,-19.1016772007016,-17.165341796563244,-9.510093676135478,-11.949865760413415
mirrors,shiny tool,-13.875,2,2token,Yes,-25.39918033109725,-19.1016772007016,-24.182640063715162,-11.979718254483311,-11.949865760413415
mirrors,daily use item,-14.7265625,3,gpt4_positive,Yes,-28.725457818593565,-19.1016772007016,-28.757249750562853,-10.5196699882631,-11.949865760413415
mirrors,science thing,-13.65625,2,2token,Yes,-19.0787949680128,-19.1016772007016,-24.47357473199156,-9.161549255426252,-11.949865760413415
mirrors,room furniture,-12.8125,2,2token,No,-19.889332497998765,-19.1016772007016,-25.397883545813983,-10.919593094845878,-11.949865760413415
mirrors,plane geometry,-16.46875,2,2token,No,-22.541214926823677,-19.1016772007016,-26.022115276841618,-11.92389067092399,-11.949865760413415
mirrors,useful items,-12.03125,2,2token,Yes,-24.505545103811233,-19.1016772007016,-29.131404072166074,-10.479737422912045,-11.949865760413415
mirrors,fish hook,-17.375,2,2token,No,-20.493327706424882,-19.1016772007016,-25.15943796307965,-10.919593094845878,-11.949865760413415
mirrors,useful things,-9.4140625,2,2token,Yes,-23.029455532159247,-19.1016772007016,-26.606082084791524,-9.946392965866911,-11.949865760413415
mirrors,temperament,-21.75,1,gpt4_negative,No,-20.134815489543897,-19.1016772007016,-20.549135415518972,-12.98691507322928,-11.949865760413415
mirrors,diesel,-23.25,1,gpt4_negative,No,-19.045968021954117,-19.1016772007016,-22.144528962581678,-11.399587851131656,-11.949865760413415
mirrors,layer,-14.3125,1,single_token,Yes,-10.100062160292804,-19.1016772007016,-17.43588652694498,-10.592638727770726,-11.949865760413415
mirrors,sun control,-15.90625,2,2token,Yes,-17.55353700569855,-19.1016772007016,-28.195286874110053,-9.596001382201013,-11.949865760413415
mirrors,room thing,-14.4375,2,2token,Yes,-17.96815560494761,-19.1016772007016,-24.737673887328015,-8.697516146745302,-11.949865760413415
mirrors,color reflection,-17.625,2,2token,No,-20.126241794534046,-19.1016772007016,-24.71372591723221,-11.289773913688018,-11.949865760413415
mirrors,durable object,-15.46875,2,gpt4_positive,Yes,-24.629599945049367,-19.1016772007016,-27.433953538137388,-12.373284924523585,-11.949865760413415
mirrors,cloth,-14.5,1,single_token,No,-15.344430293898675,-19.1016772007016,-21.33081071078908,-11.445257470745693,-11.949865760413415
mirrors,discarded object,-20.484375,2,gpt4_positive,No,-26.040146787223783,-19.1016772007016,-26.61460659709711,-12.559866030863843,-11.949865760413415
mirrors,light management device,-19.46875,3,gpt4_positive,Yes,-24.43066326472109,-19.1016772007016,-28.563795655663455,-10.417648733091621,-11.949865760413415
mirrors,surround,-15.3125,1,single_token,No,-16.216681994900636,-19.1016772007016,-18.433746371347993,-11.995795512722887,-11.949865760413415
mirrors,flat land,-14.53125,2,2token,No,-20.018783995228382,-19.1016772007016,-25.54621024394088,-10.129131727805932,-11.949865760413415
mirrors,shiny thing,-1.7827876806259155,2,beam_search,Yes,-22.718348412075432,-19.1016772007016,-21.1759337784444,-11.803264397083295,-11.949865760413415
mirrors,seat,-13.6875,1,single_token,No,-10.310479115720852,-19.1016772007016,-19.603878842596856,-9.624340298248473,-11.949865760413415
mirrors,hard glass,-13.125,2,2token,No,-19.268537324507005,-19.1016772007016,-24.83544499419998,-9.744774154898122,-11.949865760413415
mirrors,pudding,-14.125,1,single_token,No,-17.897196791226868,-19.1016772007016,-21.284226530504235,-12.411842988787038,-11.949865760413415
mirrors,artificial glass,-15.40625,2,2token,No,-26.779148417450266,-19.1016772007016,-24.32236604621363,-11.176446085517382,-11.949865760413415
mirrors,transparent glass,-11.484375,2,2token,No,-26.02862625246853,-19.1016772007016,-24.15357244464777,-11.624963783159084,-11.949865760413415
mirrors,hardware items,-16.96875,2,2token,Yes,-25.964960228550282,-19.1016772007016,-30.237694313648397,-11.10745369021762,-11.949865760413415
mirrors,optical substance,-14.40625,2,2token,Yes,-27.100109421909437,-19.1016772007016,-29.98245696184422,-11.878194374327471,-11.949865760413415
mirrors,household furnishings,-13.53125,2,2token,Yes,-30.798977301613014,-19.1016772007016,-30.29367408183955,-13.147629904652216,-11.949865760413415
mirrors,visual display,-13.125,2,2token,Yes,-19.482125276828302,-19.1016772007016,-23.089988066336552,-10.914083469391125,-11.949865760413415
mirrors,domestic tools,-14.4375,2,2token,Yes,-28.855004603858774,-19.1016772007016,-26.891427841679544,-10.738193689133547,-11.949865760413415
mirrors,billboard,-16.875,1,gpt4_negative,No,-19.28353847375852,-19.1016772007016,-21.531270495913066,-11.812666623470685,-11.949865760413415
mirrors,wall-mounted item,-19.625,4,gpt4_positive,Yes,-29.778541272113397,-19.1016772007016,-30.398848518454535,-11.417606194298134,-11.949865760413415
mirrors,file,-15.4375,1,gpt4_negative,No,-8.552211405412221,-19.1016772007016,-15.67499219551912,-9.786592021706781,-11.949865760413415
mirrors,reflecting device,-10.671875,2,2token,Yes,-25.232395601706074,-19.1016772007016,-24.39077902881164,-11.841415643149825,-11.949865760413415
mirrors,home objects,-13.375,2,2token,Yes,-19.568189609513183,-19.1016772007016,-29.61402818335052,-10.38799262123677,-11.949865760413415
mirrors,kitchen article,-13.9375,2,2token,No,-30.047097139961046,-19.1016772007016,-30.23409649883004,-10.325078993798336,-11.949865760413415
mirrors,resource management,-17.5625,2,2token,No,-18.560589155176967,-19.1016772007016,-22.78840626107371,-10.780552763576251,-11.949865760413415
mirrors,shine,-1.8102619647979736,1,beam_search,No,-11.414543831748352,-19.1016772007016,-19.30306804953226,-11.120876620460274,-11.949865760413415
mirrors,reflection objects,-13.59375,2,2token,Yes,-26.207726482731786,-19.1016772007016,-26.713431561140823,-11.493113033800539,-11.949865760413415
mirrors,exception,-13.875,1,single_token,No,-17.29700330594158,-19.1016772007016,-18.127253920461442,-10.706445134827531,-11.949865760413415
mirrors,bathroom stuff,-14.625,2,2token,Yes,-27.859545857222017,-19.1016772007016,-27.4559530018592,-10.494074534669194,-11.949865760413415
mirrors,image forming device,-17.337890625,3,gpt4_positive,Yes,-30.02346691661378,-19.1016772007016,-34.167895705257806,-11.454647122928488,-11.949865760413415
mirrors,music sheet,-16.34375,2,2token,No,-20.96464396793332,-19.1016772007016,-26.75430886124605,-10.667052905556336,-11.949865760413415
mirrors,reflect materials,-15.3125,2,2token,Yes,-20.161375512799076,-19.1016772007016,-29.98081686231904,-10.95903460463387,-11.949865760413415
mirrors,reflective tool,-11.21875,2,2token,Yes,-26.348899211933794,-19.1016772007016,-22.60654979903439,-12.580010017234043,-11.949865760413415
mirrors,shiny surface,-1.842612624168396,2,beam_search,Yes,-25.222781057405225,-19.1016772007016,-25.32904821961074,-11.895636423459802,-11.949865760413415
mirrors,standard equipment,-19.140625,2,gpt4_positive,Yes,-19.832716936423182,-19.1016772007016,-25.769091654737874,-10.022268836276378,-11.949865760413415
mirrors,paint,-1.4779012203216553,1,beam_search,No,-15.807253928357367,-19.1016772007016,-17.116807033484346,-10.315974254437783,-11.949865760413415
mirrors,plate mirror,-16.5625,2,2token,Yes,-20.97571927385237,-19.1016772007016,-24.460663361010017,-11.036685074813022,-11.949865760413415
mirrors,visual tools,-14.625,2,2token,Yes,-19.95329187018428,-19.1016772007016,-26.609092090939306,-10.95903460463387,-11.949865760413415
mirrors,physics demonstrator,-24.771484375,3,gpt4_positive,Yes,-28.657508151057602,-19.1016772007016,-28.478693675562965,-14.078044836883404,-11.949865760413415
mirrors,smart device,-13.421875,2,gpt4_positive,No,-19.600479119629682,-19.1016772007016,-21.124196954135883,-10.497691162059327,-11.949865760413415
mirrors,wall decorations,-11.09375,2,2token,Yes,-21.879579911915982,-19.1016772007016,-26.615033041591474,-12.11621366016184,-11.949865760413415
mirrors,duplication,-15.375,1,single_token,Yes,-18.292855327424178,-19.1016772007016,-21.47320973558975,-13.443878038392562,-11.949865760413415
mirrors,article,-1.6035454273223877,1,beam_search,No,-11.0287113030363,-19.1016772007016,-18.102873804167718,-9.003325389584058,-11.949865760413415
mirrors,meal,-13.25,1,single_token,No,-9.779718670410732,-19.1016772007016,-19.44785156235934,-10.407665322330654,-11.949865760413415
mirrors,visual medium,-12.375,2,2token,Yes,-20.152371421856508,-19.1016772007016,-20.806823084425744,-10.936306482704488,-11.949865760413415
mirrors,magic potion,-16.3125,2,2token,No,-22.380319282866257,-19.1016772007016,-21.038681807026443,-13.112363542825996,-11.949865760413415
mirrors,reflective object,-1.6962549686431885,2,beam_search,Yes,-25.171500468720495,-19.1016772007016,-23.028440144829677,-12.580010017234043,-11.949865760413415
mirrors,manufactured good,-15.5,2,gpt4_positive,Yes,-26.108440161266415,-19.1016772007016,-28.142159992869047,-11.220248388348686,-11.949865760413415
mirrors,optical article,-13.96875,2,2token,Yes,-26.67330583935878,-19.1016772007016,-31.52017673819822,-11.445257470745693,-11.949865760413415
mirrors,technology product,-18.84375,2,gpt4_positive,Yes,-20.169965205978848,-19.1016772007016,-26.21321571994281,-9.870050842215784,-11.949865760413415
mirrors,district,-18.625,1,gpt4_negative,No,-18.008178342496077,-19.1016772007016,-20.31961341700152,-9.115029283081363,-11.949865760413415
mirrors,conserve,-13.75,1,single_token,No,-18.023707348811644,-19.1016772007016,-23.306056301257833,-12.965316894465046,-11.949865760413415
mirrors,gaze,-13.0625,1,single_token,Yes,-15.740563401788421,-19.1016772007016,-19.84377458969201,-12.20405468298686,-11.949865760413415
mirrors,room decorate,-15.5625,2,2token,Yes,-25.50305519844882,-19.1016772007016,-29.11570147767233,-12.995686674577826,-11.949865760413415
mirrors,heater,-14.5,1,gpt4_negative,No,-16.245220242850984,-19.1016772007016,-19.806815132334638,-12.548534785859605,-11.949865760413415
mirrors,india,-13.0,1,single_token,No,-15.267190197694845,-19.1016772007016,-21.92274669559753,-9.115029283081363,-11.949865760413415
mirrors,science material,-13.03125,2,2token,Yes,-19.722177955042323,-19.1016772007016,-26.351397577250804,-9.841450281919194,-11.949865760413415
mirrors,punctuation,-11.75,1,single_token,No,-19.11039186316883,-19.1016772007016,-21.451589533309384,-13.147629904652216,-11.949865760413415
mirrors,resource use,-17.9375,2,2token,Yes,-17.486377984205866,-19.1016772007016,-25.40817250025252,-10.654259608653552,-11.949865760413415
mirrors,room fixture,-14.3125,2,2token,Yes,-21.498535578900643,-19.1016772007016,-27.117091367372694,-12.291608747636769,-11.949865760413415
mirrors,gem,-9.4375,1,gpt4_negative,No,-8.804873851526143,-19.1016772007016,-17.639125120861056,-11.812666623470685,-11.949865760413415
mirrors,viewer,-15.125,1,single_token,No,-15.78520667026516,-19.1016772007016,-21.883556069407845,-12.04223758251621,-11.949865760413415
mirrors,spa accessory,-22.53125,2,gpt4_positive,Yes,-24.99913638612656,-19.1016772007016,-31.707007773332087,-12.747323113110141,-11.949865760413415
mirrors,reflective matter,-12.71875,2,2token,Yes,-26.619521493718132,-19.1016772007016,-24.390096354410975,-12.496398208927372,-11.949865760413415
mirrors,kitchen equipment,-10.796875,2,existing_hypernyms,No,-26.5135966010765,-19.1016772007016,-24.386531970199783,-10.479737422912045,-11.949865760413415
mirrors,school supply,-12.78125,2,existing_hypernyms,No,-19.52552485147261,-19.1016772007016,-28.162092561530557,-9.767208189044405,-11.949865760413415
mirrors,intestine,-19.125,1,gpt4_negative,No,-20.031305473801467,-19.1016772007016,-22.61771715765194,-13.284823485102727,-11.949865760413415
mirrors,skin lotion,-14.21875,2,2token,No,-18.957191782759846,-19.1016772007016,-27.10271759737448,-12.81484191362629,-11.949865760413415
mirrors,liquid,-14.0625,1,single_token,No,-10.50455913545736,-19.1016772007016,-18.68496198812216,-10.61683335878927,-11.949865760413415
mirrors,essay,-14.1875,1,single_token,No,-15.501611813969905,-19.1016772007016,-19.547193290929396,-10.982291331572418,-11.949865760413415
mirrors,multiplication,-13.4375,1,single_token,No,-16.53376968612269,-19.1016772007016,-18.83189152563406,-13.216619113330049,-11.949865760413415
mirrors,transparent media,-14.59375,2,2token,No,-24.490349611440408,-19.1016772007016,-25.308113468850188,-11.540286384326881,-11.949865760413415
mirrors,conservation,-12.4375,1,single_token,No,-17.996016522059914,-19.1016772007016,-19.119441291113848,-10.75211496305019,-11.949865760413415
mirrors,adult item,-22.8125,2,gpt4_positive,No,-21.18207993491828,-19.1016772007016,-28.37717976716122,-10.662770262105477,-11.949865760413415
mirrors,superficies,-15.3125,1,single_token,Yes,-23.4158867941412,-19.1016772007016,-28.28133040956257,-18.343719702816237,-11.949865760413415
mirrors,luxury symbol,-23.3125,2,gpt4_positive,Yes,-29.597758050504435,-19.1016772007016,-26.18041761707544,-11.445257470745693,-11.949865760413415
mirrors,domestic implement,-14.3125,2,2token,Yes,-32.93111306844472,-19.1016772007016,-30.325425612816613,-11.330595574877663,-11.949865760413415
mirrors,fabric material,-17.40625,2,2token,No,-21.18222731119463,-19.1016772007016,-27.965693178922074,-11.454647122928488,-11.949865760413415
mirrors,consumer electronics,-14.171875,2,gpt4_positive,No,-21.29925065026202,-19.1016772007016,-23.43039948090171,-11.426738594459334,-11.949865760413415
mirrors,flat body,-13.03125,2,2token,Yes,-19.57646993644378,-19.1016772007016,-23.930335062640573,-10.045048812713103,-11.949865760413415
mirrors,art piece,-13.46875,2,2token,Yes,-16.733454995121825,-19.1016772007016,-23.12857503428726,-9.564160822432099,-11.949865760413415
mirrors,decoration materials,-14.59375,2,2token,Yes,-26.051761203381222,-19.1016772007016,-29.83701970656989,-12.032102531825277,-11.949865760413415
mirrors,zoo,-13.4375,1,single_token,No,-14.393712205477055,-19.1016772007016,-20.603246196833275,-11.190834719450558,-11.949865760413415
mirrors,relation,-13.8125,1,single_token,Yes,-11.55988388229743,-19.1016772007016,-18.00043344601699,-10.799970755165333,-11.949865760413415
mirrors,mark,-12.4375,1,single_token,No,-9.373434773372225,-19.1016772007016,-17.004121561224103,-9.097010793812435,-11.949865760413415
mirrors,decoration,-1.1242783069610596,1,beam_search,Yes,-17.873956073389806,-19.1016772007016,-18.71368746910936,-11.926911775622074,-11.949865760413415
mirrors,screen technology,-17.6875,2,2token,No,-18.0347722451089,-19.1016772007016,-21.098098904108245,-10.011070536047054,-11.949865760413415
mirrors,hours,-15.375,1,single_token,No,-11.386304343110254,-19.1016772007016,-20.817941629586226,-8.290057220426196,-11.949865760413415
mirrors,heat,-11.0,1,single_token,No,-9.283760172342328,-19.1016772007016,-17.753552881314196,-9.533302877358087,-11.949865760413415
mirrors,domain,-18.5,1,gpt4_negative,No,-10.846350378894144,-19.1016772007016,-17.19132681209473,-10.799970755165333,-11.949865760413415
mirrors,transparent plastic,-15.09375,2,2token,No,-26.980355046009628,-19.1016772007016,-24.419258529218673,-11.765227523654666,-11.949865760413415
mirrors,demodulation,-26.0625,2,gpt4_negative,No,-20.544109431555988,-19.1016772007016,-23.435065785992634,-16.300817287773615,-11.949865760413415
mirrors,shine glass,-16.03125,2,2token,Yes,-21.56260674268498,-19.1016772007016,-29.32116033785171,-11.314066409537345,-11.949865760413415
mirrors,view device,-15.8125,2,2token,Yes,-18.619164399165278,-19.1016772007016,-24.61129345503314,-10.2347704769586,-11.949865760413415
mirrors,buildings material,-17.25,2,2token,No,-27.847080732839206,-19.1016772007016,-29.732059198409388,-10.362350272819453,-11.949865760413415
mirrors,signal device,-17.625,2,gpt4_positive,Yes,-23.682269761332467,-19.1016772007016,-23.15403822401639,-10.724463559161743,-11.949865760413415
mirrors,apple product,-15.46875,2,2token,No,-18.612144958285832,-19.1016772007016,-25.399093467902365,-10.260159639336084,-11.949865760413415
mirrors,recyclable item,-15.890625,2,gpt4_positive,Yes,-28.663872553950505,-19.1016772007016,-25.369884585859943,-14.587484519070191,-11.949865760413415
mirrors,texture,-12.125,1,single_token,No,-10.768965332713263,-19.1016772007016,-18.237964616416743,-11.674256864566717,-11.949865760413415
mirrors,useful tools,-11.53125,2,2token,Yes,-23.774336297169906,-19.1016772007016,-25.112246681035433,-10.710919395203323,-11.949865760413415
mirrors,flowers,-11.9375,1,single_token,No,-16.626554494328296,-19.1016772007016,-20.706870660599698,-10.038160167535828,-11.949865760413415
mirrors,jewelry store,-16.46875,2,2token,No,-24.763386502447602,-19.1016772007016,-27.054793294710294,-11.355913169188542,-11.949865760413415
mirrors,logo item,-25.6875,2,gpt4_positive,No,-23.121558026085125,-19.1016772007016,-28.822339644295734,-11.281805807530398,-11.949865760413415
mirrors,decorative articles,-14.59375,2,2token,Yes,-27.761880219408255,-19.1016772007016,-33.12096395565882,-12.089161100622672,-11.949865760413415
mirrors,silicate,-13.375,1,single_token,Yes,-17.560081793680315,-19.1016772007016,-23.707735151550033,-14.574583888640387,-11.949865760413415
mirrors,veil,-12.6875,1,single_token,Yes,-14.99075943587589,-19.1016772007016,-19.977040403432305,-12.29597547145949,-11.949865760413415
mirrors,design item,-16.8125,2,gpt4_positive,Yes,-19.693822099750165,-19.1016772007016,-25.343550148623322,-10.424360145157921,-11.949865760413415
mirrors,mess,-13.4375,1,single_token,No,-8.75656727858214,-19.1016772007016,-15.683155501395323,-10.199199108516742,-11.949865760413415
mirrors,virus,-15.4375,1,gpt4_negative,No,-16.26361302033342,-19.1016772007016,-16.247582985069116,-10.545937816506415,-11.949865760413415
mirrors,art material,-12.71875,2,2token,Yes,-16.8454468564616,-19.1016772007016,-25.27039777310533,-9.7013617344604,-11.949865760413415
mirrors,light reflection,-1.824541449546814,2,beam_search,Yes,-19.877970756060716,-19.1016772007016,-21.560422531379658,-11.190834719450558,-11.949865760413415
mirrors,marsh,-20.75,1,gpt4_negative,No,-17.24862742228658,-19.1016772007016,-19.254012030321874,-11.812666623470685,-11.949865760413415
mirrors,derivative,-14.8125,1,single_token,No,-20.059433890475507,-19.1016772007016,-29.602698072667096,-12.31809977822438,-11.949865760413415
mirrors,fraud,-14.1875,1,single_token,No,-17.192703807656518,-19.1016772007016,-18.14384372876331,-10.662770262105477,-11.949865760413415
mirrors,breakable good,-20.61328125,3,gpt4_positive,Yes,-25.615298002708762,-19.1016772007016,-28.267389818967267,-15.150731648900164,-11.949865760413415
mirrors,plate glass,-16.4375,2,2token,Yes,-21.23883036759625,-19.1016772007016,-28.553757109233544,-10.654259608653552,-11.949865760413415
mirrors,personal grooming tool,-22.078125,3,gpt4_positive,Yes,-29.971119125619083,-19.1016772007016,-28.16159655193083,-12.871565749308303,-11.949865760413415
mirrors,bathroom essential,-15.0,2,2token,Yes,-29.800616319613024,-19.1016772007016,-28.777173443529456,-10.886981686524448,-11.949865760413415
mirrors,building item,-10.875,2,2token,Yes,-19.620816768485206,-19.1016772007016,-24.26657872706119,-10.375089258025769,-11.949865760413415
mirrors,stock item,-20.6875,2,gpt4_positive,Yes,-18.785067401819166,-19.1016772007016,-23.48260316508818,-10.561263728262375,-11.949865760413415
mirrors,signal,-13.9375,1,single_token,Yes,-16.031193376309936,-19.1016772007016,-17.823325439850525,-10.08500703108086,-11.949865760413415
mirrors,industrial technology,-18.9375,2,gpt4_positive,Yes,-18.528252646643715,-19.1016772007016,-23.971674374361783,-10.226448676705425,-11.949865760413415
mirrors,room improvement,-15.6875,2,2token,Yes,-20.51838366945081,-19.1016772007016,-27.491862352801906,-10.504963894941874,-11.949865760413415
mirrors,sport gear,-17.0,2,2token,No,-27.344537502320723,-19.1016772007016,-26.012325444826104,-10.88164836899358,-11.949865760413415
mirrors,banner,-18.0,1,gpt4_negative,No,-16.544231075171748,-19.1016772007016,-19.840585730949076,-11.235286152643068,-11.949865760413415
mirrors,cosmetic aid,-21.375,2,gpt4_positive,Yes,-28.72650366305707,-19.1016772007016,-22.24341288960876,-12.26792677287886,-11.949865760413415
mirrors,wound,-15.125,1,single_token,No,-15.17624680735233,-19.1016772007016,-20.505936834540496,-10.95903460463387,-11.949865760413415
mirrors,household supplies,-13.40625,2,2token,Yes,-30.013019499510555,-19.1016772007016,-30.846681436182273,-11.114142633625987,-11.949865760413415
mirrors,flood,-16.875,1,gpt4_negative,No,-15.506929434756884,-19.1016772007016,-17.495673713092344,-10.7290193549422,-11.949865760413415
mirrors,tank,-14.375,1,single_token,No,-10.378716294151474,-19.1016772007016,-18.524725870519838,-10.199199108516742,-11.949865760413415
mirrors,fashion item,-13.0625,2,gpt4_positive,No,-20.25037750808074,-19.1016772007016,-24.57350145718316,-10.645820775615,-11.949865760413415
mirrors,landscape,-9.875,1,single_token,No,-18.10485159890375,-19.1016772007016,-17.675163301738174,-10.684369280601388,-11.949865760413415
mirrors,shell,-10.375,1,single_token,No,-8.997983216549445,-19.1016772007016,-16.340711792789254,-10.61683335878927,-11.949865760413415
mirrors,typical household item,-19.7890625,3,gpt4_positive,Yes,-30.357591276533945,-19.1016772007016,-29.73024755873827,-11.364496839199457,-11.949865760413415
mirrors,reflect thing,-13.8125,2,2token,Yes,-19.584894693832418,-19.1016772007016,-29.242177253704554,-10.658505881504066,-11.949865760413415
mirrors,society,-16.0,1,gpt4_negative,No,-16.12132078424107,-19.1016772007016,-19.11551799619395,-8.818297608524711,-11.949865760413415
mirrors,water,-1.4447396993637085,1,beam_search,No,-8.834569642845228,-19.1016772007016,-16.25649953453544,-8.013391880472453,-11.949865760413415
mirrors,plastic bag,-14.40625,2,2token,No,-23.90949529881363,-19.1016772007016,-23.991056278634577,-10.7615046593163,-11.949865760413415
mirrors,retail item,-22.4375,2,gpt4_positive,Yes,-24.815443998713967,-19.1016772007016,-25.400891696682194,-10.919593094845878,-11.949865760413415
mirrors,natural thing,-12.4375,2,2token,No,-19.067451019846587,-19.1016772007016,-21.500689949284805,-9.180780598861324,-11.949865760413415
mirrors,computer,-1.8140103816986084,1,beam_search,No,-10.901887156557827,-19.1016772007016,-16.464252964578602,-9.279689378300189,-11.949865760413415
mirrors,natural surface,-13.3125,2,2token,No,-20.282916542008117,-19.1016772007016,-26.16571380469305,-10.02452362357939,-11.949865760413415
mirrors,color paper,-18.125,2,2token,No,-17.59502807786789,-19.1016772007016,-24.112125276573362,-9.94430746372522,-11.949865760413415
mirrors,trial,-19.625,1,gpt4_negative,No,-10.827368256880199,-19.1016772007016,-18.120374314738537,-9.510093676135478,-11.949865760413415
mirrors,lighting method,-14.96875,2,2token,No,-20.805770342935347,-19.1016772007016,-21.532104000019217,-11.114142633625987,-11.949865760413415
mirrors,optical appliance,-10.71875,2,2token,Yes,-27.595097041351554,-19.1016772007016,-30.56270286223046,-13.184185591047672,-11.949865760413415
mirrors,procedure,-15.875,1,gpt4_negative,No,-16.519442982972834,-19.1016772007016,-20.65382539420325,-10.501320916934723,-11.949865760413415
mirrors,toiletry,-16.556640625,2,existing_hypernyms,No,-20.378779853728535,-19.1016772007016,-27.396319169623236,-15.934941107860473,-11.949865760413415
mirrors,lubricant,-14.5625,1,single_token,No,-20.484163240312373,-19.1016772007016,-21.407125789816618,-13.702092590928718,-11.949865760413415
mirrors,flat reflection,-13.09375,2,2token,Yes,-22.779209454951634,-19.1016772007016,-24.724722866174503,-11.373154826980702,-11.949865760413415
mirrors,plastic,-14.8125,1,single_token,No,-16.840308671735713,-19.1016772007016,-21.291009844646247,-10.337349048751001,-11.949865760413415
mirrors,sound reflector,-15.3125,2,2token,Yes,-22.115528356754407,-19.1016772007016,-30.282690826527155,-13.822434473037099,-11.949865760413415
mirrors,domestic instrument,-11.8125,2,2token,Yes,-29.08619061845778,-19.1016772007016,-26.546739302878173,-11.227739003967839,-11.949865760413415
mirrors,computer tool,-15.71875,2,2token,No,-20.236574258575878,-19.1016772007016,-22.9877489304154,-10.553571412225342,-11.949865760413415
mirrors,clothes shop,-14.46875,2,2token,No,-24.504753136802755,-19.1016772007016,-27.600970021372554,-10.381520127677879,-11.949865760413415
mirrors,computer programs,-15.09375,2,2token,No,-19.57634547873998,-19.1016772007016,-23.445863541996317,-10.056636401030689,-11.949865760413415
mirrors,motivation,-18.75,1,gpt4_negative,No,-17.501210071341845,-19.1016772007016,-20.650671853201377,-11.006101838523536,-11.949865760413415
mirrors,reflect rays,-14.0625,2,2token,Yes,-21.743223682749964,-19.1016772007016,-27.74673984732184,-11.805941739012711,-11.949865760413415
mirrors,house things,-12.53125,2,2token,Yes,-17.136867234263036,-19.1016772007016,-26.307691408708067,-8.235780354619633,-11.949865760413415
