noun1,fixed_hypernym_generator,original_hypernym,corrected_generator,corrected_discriminator,discriminator_sentence,generator_sentence,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
dolls,dress,dress,No,Yes,Do you think dolls are dresses?,dolls are a kind of dress,-1.5930371284484863,1,beam_search,No,-10.370128517874825,-17.253970752262664,-16.79337288954296,-9.763723871032047,-11.949865760413415
dolls,hobby,hobby,No,No,Do you think dolls are a hobby?,dolls are a kind of hobby,-1.6254804134368896,1,beam_search,Yes,-16.66755213479867,-17.253970752262664,-18.77773690819312,-11.651027286109512,-11.949865760413415
dolls,house,house,No,Yes,Do you think dolls are houses?,dolls are a kind of house,-1.6291110515594482,1,beam_search,No,-8.575365153149093,-17.253970752262664,-15.232193109646214,-7.57523451786175,-11.949865760413415
dolls,person,person,No,Yes,Do you think dolls are people?,dolls are a kind of person.,-1.6523878574371338,1,beam_search,No,-10.016114104145728,-17.253970752262664,-17.451923857963923,-7.943392486798757,-11.949865760413415
dolls,book,book,No,Yes,Do you think dolls are books?,dolls are a kind of book,-1.655325174331665,1,beam_search,No,-8.288231809120571,-17.253970752262664,-16.563396531266175,-8.220798806615292,-11.949865760413415
dolls,toy for children,toy for children,No,No,Do you think dolls are a toy for children?,dolls are a kind of toy for children.,-1.6745917797088623,3,beam_search,Yes,-27.272280023964946,-17.253970752262664,-28.197106974980702,-10.886981686524448,-11.949865760413415
dolls,girl toy,girl toy,No,Yes,Do you think dolls are girl toys?,dolls are a kind of girl toy.,-1.6810054779052734,2,beam_search,No,-20.533858230444494,-17.253970752262664,-23.030366417488214,-10.903154458581493,-11.949865760413415
dolls,play thing,play thing,No,Yes,Do you think dolls are playthings?,dolls are a kind of play thing,-1.6897571086883545,2,beam_search,Yes,-17.254771055800955,-17.253970752262664,-23.093951245669338,-8.381788117728908,-11.949865760413415
dolls,thing,things,Yes,Yes,Do you think dolls are things?,dolls are a kind of thing.,-1.6972095966339111,1,beam_search,Yes,-10.890921169972547,-17.253970752262664,-18.076860441275894,-7.5055920979195925,-11.949865760413415
dolls,accessory,accessory,No,Yes,Do you think dolls are accessories?,dolls are a kind of accessory.,-1.6999059915542603,1,beam_search,No,-18.05284595785042,-17.253970752262664,-19.768990221475786,-12.363873311794219,-11.949865760413415
dolls,cartoon,cartoon,No,Yes,Do you think dolls are cartoons?,dolls are a kind of cartoon.,-1.7073663473129272,1,beam_search,No,-17.879035943676186,-17.253970752262664,-18.402772248630026,-11.330595574877663,-11.949865760413415
dolls,boy,boy,No,Yes,Do you think dolls are boys?,dolls are a kind of boy.,-1.7093803882598877,1,beam_search,No,-9.12388447854615,-17.253970752262664,-17.13140818272442,-8.818297608524711,-11.949865760413415
dolls,teddy bear,teddy bear,No,Yes,Do you think dolls are teddy bears?,dolls are a kind of teddy bear.,-1.7113831043243408,2,beam_search,No,-31.786021255056284,-17.253970752262664,-33.33565158015762,-11.926911775622074,-11.949865760413415
dolls,toy for girls,toy for girls,No,No,Do you think dolls are a toy for girls?,dolls are a kind of toy for girls.,-1.7172927856445312,3,beam_search,No,-28.12291936722805,-17.253970752262664,-28.861062788664515,-10.947605974118128,-11.949865760413415
dolls,decoration,decoration,No,Yes,Do you think dolls are decorations?,dolls are a kind of decoration,-1.7231481075286865,1,beam_search,Yes,-17.873956073389806,-17.253970752262664,-19.527858199066905,-11.926911775622074,-11.949865760413415
dolls,plastic toy,plastic toy,No,Yes,Do you think dolls are plastic toys?,dolls are a kind of plastic toy.,-1.7428457736968994,2,beam_search,No,-25.459006364856307,-17.253970752262664,-23.186992935639537,-11.30590316553765,-11.949865760413415
dolls,cloth,cloth,No,Yes,Do you think dolls are cloth?,dolls are a kind of cloth,-1.7488149404525757,1,beam_search,No,-10.865748465659602,-17.253970752262664,-18.1748756502326,-11.445257470745693,-11.949865760413415
dolls,food,food,No,Yes,Do you think dolls are foods?,dolls are a kind of food,-1.7560005187988281,1,beam_search,No,-9.872208014754865,-17.253970752262664,-17.30187427165507,-8.290057220426196,-11.949865760413415
dolls,figurine,figurine,No,Yes,Do you think dolls are figurines?,dolls are a kind of figurine.,-1.772152304649353,1,beam_search,Yes,-18.065363869243004,-17.253970752262664,-24.020298544940374,-14.160680510288683,-11.949865760413415
dolls,girl toy,girl's toy,Yes,Yes,Do you think dolls are girls' toys?,dolls are a kind of girl toy.,-1.7923860549926758,4,beam_search,No,-21.88773669631087,-17.253970752262664,-21.838766907110177,-11.981314398538963,-11.949865760413415
dolls,machine,machine,No,Yes,Do you think dolls are machines?,dolls are a kind of machine,-1.7942161560058594,1,beam_search,No,-10.432922220867052,-17.253970752262664,-17.242900892512488,-9.441010930266133,-11.949865760413415
dolls,gift,gift,No,No,Do you think dolls are a gift?,dolls are a kind of gift,-1.7973378896713257,1,beam_search,Yes,-15.402668960704265,-17.253970752262664,-16.677010929014273,-9.716176795857717,-11.949865760413415
dolls,tool,tool,No,Yes,Do you think dolls are tools?,dolls are a kind of tool.,-1.7983611822128296,1,beam_search,No,-10.106467982925874,-17.253970752262664,-16.953403537577216,-10.223690061876328,-11.949865760413415
dolls,child's toy,child's toys,Yes,Yes,Do you think dolls are children's toys?,dolls are a kind of child's toy.,-1.8137067556381226,4,beam_search,Yes,-21.952695619418034,-17.253970752262664,-25.229605650922156,-11.97335903367619,-11.949865760413415
dolls,woman,woman,No,Yes,Do you think dolls are women?,dolls are a kind of woman.,-1.815847396850586,1,beam_search,No,-9.956842472921588,-17.253970752262664,-16.577960788879302,-8.403864059680762,-11.949865760413415
dolls,sport,sport,No,No,Do you think dolls are a sport?,dolls are a kind of sport,-1.8529621362686157,1,beam_search,No,-16.360773826581084,-17.253970752262664,-16.970721285354195,-9.832095694253796,-11.949865760413415
dolls,costumes,costume,Yes,Yes,Do you think dolls are costumes?,dolls are a kind of costumes.,-1.8546282052993774,1,beam_search,No,-19.600354041605016,-17.253970752262664,-20.344718205795257,-11.100809191648768,-11.949865760413415
dolls,fun,fun,No,Yes,Do you think dolls are fun?,dolls are a kind of fun.,-1.85854971408844,1,beam_search,Yes,-9.097181234194732,-17.253970752262664,-15.959445430778585,-8.517192691416362,-11.949865760413415
dolls,instrument,instrument,No,Yes,Do you think dolls are instruments?,dolls are a kind of instrument.,-1.8699629306793213,1,beam_search,No,-17.590314368326958,-17.253970752262664,-17.782411725286266,-10.914083469391125,-11.949865760413415
dolls,activity,activity,No,Yes,Do you think dolls are an activity?,dolls are a kind of activity,-1.8712689876556396,1,beam_search,No,-11.405969222152486,-17.253970752262664,-17.431615238237075,-9.533302877358087,-11.949865760413415
dolls,plaything,play,Yes,Yes,Do you think dolls are for play?,dolls are a kind of plaything.,-1.8731510639190674,1,beam_search,No,-8.61083827813605,-17.253970752262664,-16.140138189079067,-7.806697126821463,-11.949865760413415
dolls,article,article,No,Yes,Do you think dolls are articles?,dolls are a kind of article,-1.8813257217407227,1,beam_search,Yes,-11.0287113030363,-17.253970752262664,-18.695665651481487,-9.003325389584058,-11.949865760413415
dolls,girl toy,girl toys,Yes,Yes,Do you think dolls are girl toys?,dolls are a kind of girl toy.,-1.8820348978042603,2,beam_search,No,-20.920328974879627,-17.253970752262664,-25.165086283971576,-11.006101838523536,-11.949865760413415
dolls,craft,craft,No,No,Do you think dolls are a craft?,dolls are a kind of craft,-1.8896503448486328,1,beam_search,Yes,-8.690536598825393,-17.253970752262664,-16.96174995333932,-10.819773284422784,-11.949865760413415
dolls,fashion accessory,fashion accessory,No,No,Do you think dolls are a fashion accessory?,dolls are a kind of fashion accessory.,-1.8907190561294556,2,beam_search,No,-22.382987800928444,-17.253970752262664,-21.598406682741324,-12.426694379300875,-11.949865760413415
dolls,girl toy,girls toy,Yes,Yes,Do you think dolls are girls' toys?,dolls are a kind of girl toy.,-1.8979164361953735,2,beam_search,No,-21.72674632145914,-17.253970752262664,-26.963373111635004,-10.947605974118128,-11.949865760413415
dolls,ornament,ornament,No,Yes,Do you think dolls are ornaments?,dolls are a kind of ornament,-1.8981908559799194,2,beam_search,No,-18.420124646801924,-17.253970752262664,-22.125968069451282,-13.078298646242228,-11.949865760413415
dolls,toy doll is a kind,toy doll is a kind,No,Yes,Do you think dolls are a kind of toy?,dolls are a kind of toy doll is a kind,-1.900317907333374,5,beam_search,Yes,-37.267956465967515,-17.253970752262664,-37.89981416752512,-11.855401689509147,-11.949865760413415
dolls,dollhouse,dollhouse,No,Yes,Do you think dolls are dollhouses?,dolls are a kind of dollhouse,-1.9053630828857422,2,beam_search,No,-19.162657621431705,-17.253970752262664,-22.380707171570485,-14.275801508356217,-11.949865760413415
dolls,plastic toy,plastic toys,Yes,Yes,Do you think dolls are plastic toys?,dolls are a kind of plastic toy.,-1.9094228744506836,2,beam_search,No,-25.080290907204144,-17.253970752262664,-22.260326692231875,-11.373154826980702,-11.949865760413415
dolls,soft toy,soft toy,No,Yes,Do you think dolls are soft toys?,dolls are a kind of soft toy.,-1.9344913959503174,2,beam_search,No,-20.04323833497796,-17.253970752262664,-23.327720197007597,-11.169328668406719,-11.949865760413415
dolls,toy doll are a kind,toy dolls are a kind,Yes,Yes,Do you think dolls are a kind of toy?,dolls are a kind of toy doll are a kind.,-1.9401004314422607,5,beam_search,Yes,-37.89134094474141,-17.253970752262664,-37.92962323049458,-12.248959269932646,-11.949865760413415
dolls,possession,possession,No,Yes,Do you think dolls are possessions?,dolls are a kind of possession,-1.9456636905670166,1,beam_search,Yes,-17.372016041632204,-17.253970752262664,-20.238965479465534,-10.637452560958343,-11.949865760413415
dolls,stuffed toy,stuffed toy,No,Yes,Do you think dolls are stuffed toys?,dolls are a kind of stuffed toy.,-1.9528844356536865,2,beam_search,No,-27.620407452864214,-17.253970752262664,-26.43438787317259,-11.981314398538963,-11.949865760413415
dolls,children toy,children toys,Yes,Yes,Do you think dolls are children's toys?,dolls are a kind of children toy.,-1.9575811624526978,2,beam_search,Yes,-21.69215182432525,-17.253970752262664,-27.969416436911708,-10.994125719191825,-11.949865760413415
dolls,stuffed animal,stuffed animal,No,Yes,Do you think dolls are stuffed animals?,dolls are a kind of stuffed animal.,-1.9588396549224854,2,beam_search,No,-26.346756300127446,-17.253970752262664,-25.1903922726926,-11.737307282619856,-11.949865760413415
dolls,statue,statue,No,Yes,Do you think dolls are statues?,dolls are a kind of statue,-1.970878005027771,1,beam_search,No,-16.681527806816558,-17.253970752262664,-19.136528870180037,-11.30590316553765,-11.949865760413415
dolls,playmate,playmate,No,Yes,Do you think dolls are playmates?,dolls are a kind of playmate.,-1.974938988685608,2,beam_search,Yes,-19.255015128812815,-17.253970752262664,-23.059634222690914,-14.229360722606879,-11.949865760413415
dolls,garment,garment,No,Yes,Do you think dolls are garments?,dolls are a kind of garment.,-1.9919023513793945,2,beam_search,No,-17.1703329572268,-17.253970752262664,-21.10323533880023,-12.457075693723462,-11.949865760413415
dolls,item,item,No,Yes,Do you think dolls are items?,dolls are a kind of item,-1.9943307638168335,1,beam_search,Yes,-8.948599785139155,-17.253970752262664,-18.096161444087958,-10.199199108516742,-11.949865760413415
dolls,girls toy,girls toys,Yes,Yes,Do you think dolls are girls' toys?,dolls are a kind of girls toy.,-1.9948194026947021,2,beam_search,No,-21.918877442312414,-17.253970752262664,-27.995454643228197,-11.04918515944969,-11.949865760413415
dolls,entertainment,entertainment,No,Yes,Do you think dolls are entertainment?,dolls are a kind of entertainment,-1.999436378479004,1,beam_search,Yes,-18.978468693812705,-17.253970752262664,-17.156417995365175,-10.131641133114224,-11.949865760413415
dolls,story,story,No,Yes,Do you think dolls are stories?,dolls are a kind of story,-2.000570297241211,1,beam_search,No,-9.560740364853139,-17.253970752262664,-17.59408428509873,-8.173603132416295,-11.949865760413415
dolls,female,female,No,Yes,Do you think dolls are female?,dolls are a kind of female,-8.75,1,gpt4_negative,No,-11.050710931448549,-17.253970752262664,-18.026044565238834,-9.210339371976684,-11.949865760413415
dolls,toy fruit,toy fruit,No,Yes,Do you think dolls are toy fruits?,dolls are a kind of toy fruit,-9.044921875,2,2token,No,-26.677784348483,-17.253970752262664,-29.32381417521856,-11.25055350822463,-11.949865760413415
dolls,stuff,stuff,No,Yes,Do you think dolls are stuff?,dolls are a kind of stuff,-9.375,1,single_token,No,-10.369335340873882,-17.253970752262664,-17.182905115405653,-8.888256148169651,-11.949865760413415
dolls,bear,bear,No,Yes,Do you think dolls are bears?,dolls are a kind of bear.,-9.4375,1,single_token,No,-10.166206101737659,-17.253970752262664,-18.625179074514826,-9.877817856471712,-11.949865760413415
dolls,baby toy,baby toy,No,Yes,Do you think dolls are baby toys?,dolls are a kind of baby toy.,-9.6484375,2,2token,Yes,-20.353315646506044,-17.253970752262664,-21.726122133806843,-10.925133244527986,-11.949865760413415
dolls,fun toy,fun toy,No,No,Do you think dolls are a fun toy?,dolls are a kind of fun toy.,-9.859375,2,2token,Yes,-20.466674029133216,-17.253970752262664,-21.868206150295602,-10.919593094845878,-11.949865760413415
dolls,kid toy,kids toy,Yes,Yes,Do you think dolls are kids' toys?,dolls are a kind of kid toy.,-9.9375,2,2token,Yes,-21.611952026786692,-17.253970752262664,-25.25914577126943,-10.919593094845878,-11.949865760413415
dolls,prop,prop,No,Yes,Do you think dolls are props?,dolls are a kind of prop.,-10.0,1,single_token,Yes,-9.075612980037691,-17.253970752262664,-17.18916107069425,-12.04223758251621,-11.949865760413415
dolls,gadget,gadget,No,Yes,Do you think dolls are gadgets?,dolls are a kind of gadget.,-10.0,1,gpt4_negative,No,-17.373160746731394,-17.253970752262664,-19.32279118549255,-12.77873821265007,-11.949865760413415
dolls,sho,shoe,Yes,Yes,Do you think dolls are shoes?,dolls are a kind of sho.,-10.0625,1,single_token,No,-14.733221776514066,-17.253970752262664,-19.158589396148642,-10.95903460463387,-11.949865760413415
dolls,action figure,action figures,Yes,Yes,Do you think dolls are action figures?,dolls are a kind of action figure.,-10.1171875,2,2token,No,-18.966522890934144,-17.253970752262664,-25.881067057152936,-10.097069874427273,-11.949865760413415
dolls,fashion toy,fashion toy,No,Yes,Do you think dolls are fashion toys?,dolls are a kind of fashion toy.,-10.125,2,2token,Yes,-21.772308188831673,-17.253970752262664,-25.16792579541655,-11.08765119363953,-11.949865760413415
dolls,stuffed toy,stuffed toys,Yes,Yes,Do you think dolls are stuffed toys?,dolls are a kind of stuffed toy.,-10.1875,2,2token,No,-27.957725780646264,-17.253970752262664,-25.86814190586404,-12.018746963614761,-11.949865760413415
dolls,child toy,child toys,Yes,Yes,Do you think dolls are children's toys?,dolls are a kind of child toy.,-10.3125,2,2token,Yes,-20.537394022291487,-17.253970752262664,-25.709925621096435,-11.02433931520105,-11.949865760413415
dolls,paper,paper,No,Yes,Do you think dolls are papers?,dolls are a kind of paper,-10.375,1,single_token,No,-10.388430069845262,-17.253970752262664,-17.393622159984243,-9.05333576846603,-11.949865760413415
dolls,vehicle,vehicle,No,No,Do you think dolls are a vehicle?,dolls are a kind of vehicle.,-10.375,1,existing_hypernyms,No,-16.333382935021387,-17.253970752262664,-18.24448143409435,-9.763723871032047,-11.949865760413415
dolls,lady,lady,No,Yes,Do you think dolls are ladies?,dolls are a kind of lady.,-10.375,1,single_token,No,-15.745696134294501,-17.253970752262664,-17.333511427193717,-9.325750101153684,-11.949865760413415
dolls,children toy,childrens toy,Yes,Yes,Do you think dolls are children's toys?,dolls are a kind of children toy.,-10.453125,2,2token,Yes,-27.084514853329125,-17.253970752262664,-27.72254114344208,-13.776193695587324,-11.949865760413415
dolls,musical instrument,musical instrument,No,Yes,Do you think dolls are musical instruments?,dolls are a kind of musical instrument.,-10.47265625,2,existing_hypernyms,No,-24.314967442060933,-17.253970752262664,-24.116666355497575,-11.364496839199457,-11.949865760413415
dolls,hat,hat,No,Yes,Do you think dolls are hats?,dolls are a kind of hat,-10.5,1,gpt4_negative,No,-8.480663799850323,-17.253970752262664,-16.92820426146697,-10.292092593729713,-11.949865760413415
dolls,work,work,No,Yes,Do you think dolls are works?,dolls are a kind of work,-10.5,1,gpt4_negative,No,-8.305528225123517,-17.253970752262664,-15.103081299502824,-6.999870458240826,-11.949865760413415
dolls,character,characters,Yes,Yes,Do you think dolls are characters?,dolls are a kind of character.,-10.5,1,single_token,Yes,-18.552789221212063,-17.253970752262664,-19.22994167567686,-9.486092556040502,-11.949865760413415
dolls,fairies,fairy,Yes,Yes,Do you think dolls are fairies?,dolls are a kind of fairies.,-10.5625,1,single_token,No,-16.63784847179926,-17.253970752262664,-18.285851090690702,-11.330595574877663,-11.949865760413415
dolls,collections,collection,Yes,Yes,Do you think dolls are collections?,dolls are a kind of collections.,-10.625,1,single_token,No,-10.659172319273937,-17.253970752262664,-17.19708011413865,-9.302454564393361,-11.949865760413415
dolls,rag doll,rag doll,No,Yes,Do you think dolls are rag dolls?,dolls are a kind of rag doll.,-10.640625,2,gpt4_positive,No,-20.30184910768344,-17.253970752262664,-26.245161160011307,-12.818525023384463,-11.949865760413415
dolls,merchandize,merchandise,Yes,Yes,Do you think dolls are merchandise?,dolls are a kind of merchandize.,-10.6875,1,gpt4_positive,Yes,-20.590210073547116,-17.253970752262664,-21.13657070112501,-11.674256864566717,-11.949865760413415
dolls,holiday,holiday,No,Yes,Do you think dolls are holidays?,dolls are a kind of holiday,-10.75,1,gpt4_negative,No,-10.51534588727044,-17.253970752262664,-17.61642215058082,-9.993410071882701,-11.949865760413415
dolls,stuffed animal,stuffed animals,Yes,Yes,Do you think dolls are stuffed animals?,dolls are a kind of stuffed animal.,-10.8125,2,2token,No,-26.322716044664652,-17.253970752262664,-24.944855525356793,-11.728584594574812,-11.949865760413415
dolls,game toy,game toy,No,Yes,Do you think dolls are game toys?,dolls are a kind of game toy,-10.8125,2,2token,Yes,-19.88872942018072,-17.253970752262664,-23.706734595526875,-10.860595070610769,-11.949865760413415
dolls,ornament,ornaments,Yes,Yes,Do you think dolls are ornaments?,dolls are a kind of ornament.,-10.875,1,single_token,No,-18.982926081922095,-17.253970752262664,-22.8589163247777,-12.91938171791407,-11.949865760413415
dolls,building block,building blocks,Yes,Yes,Do you think dolls are building blocks?,dolls are a kind of building block.,-10.8828125,2,2token,No,-19.500623339709747,-17.253970752262664,-21.090111885679374,-10.650031290422808,-11.949865760413415
dolls,souvenir,souvenir,No,Yes,Do you think dolls are souvenirs?,dolls are a kind of souvenir.,-11.0,1,gpt4_positive,Yes,-19.25816034447694,-17.253970752262664,-21.1062792190477,-12.98691507322928,-11.949865760413415
dolls,computers,computer,Yes,Yes,Do you think dolls are computers?,dolls are a kind of computers.,-11.0,1,single_token,No,-10.901887156557827,-17.253970752262664,-17.718551913574306,-9.279689378300189,-11.949865760413415
dolls,store,store,No,Yes,Do you think dolls are stores?,dolls are a kind of store,-11.0,1,single_token,No,-9.158749907365705,-17.253970752262664,-17.288736910510472,-9.161549255426252,-11.949865760413415
dolls,sculpture,sculpture,No,Yes,Do you think dolls are sculptures?,dolls are a kind of sculpture,-11.0,1,gpt4_negative,Yes,-19.353792797928453,-17.253970752262664,-19.35890085024127,-11.696836283972617,-11.949865760413415
dolls,playing toy,playing toy,No,Yes,Do you think dolls are playing toys?,dolls are a kind of playing toy.,-11.015625,2,2token,Yes,-21.730984478344016,-17.253970752262664,-23.644862233187606,-10.903154458581493,-11.949865760413415
dolls,bodies,body,Yes,Yes,Do you think dolls are bodies?,dolls are a kind of bodies.,-11.0625,1,single_token,No,-9.174497485425427,-17.253970752262664,-15.152275358917667,-8.290057220426196,-11.949865760413415
dolls,model toy,model toy,No,Yes,Do you think dolls are model toys?,dolls are a kind of model toy.,-11.09375,2,2token,Yes,-21.449004056907484,-17.253970752262664,-26.686039836257265,-10.95903460463387,-11.949865760413415
dolls,small toy,small toy,No,Yes,Do you think dolls are small toys?,dolls are a kind of small toy.,-11.1171875,2,2token,Yes,-20.56113903370496,-17.253970752262664,-24.308793744280152,-10.88164836899358,-11.949865760413415
dolls,genders,gender,Yes,No,Do you think dolls are a gender?,dolls are a kind of genders,-11.125,1,single_token,No,-10.10159462029507,-17.253970752262664,-17.3310327331934,-10.15451373664909,-11.949865760413415
dolls,craft,crafts,Yes,Yes,Do you think dolls are crafts?,dolls are a kind of craft.,-11.125,1,single_token,Yes,-13.952037426907122,-17.253970752262664,-19.999250107543325,-12.134664027642959,-11.949865760413415
dolls,handicraft,handicraft,No,Yes,Do you think dolls are handicrafts?,dolls are a kind of handicraft,-11.140625,2,gpt4_positive,Yes,-21.964520099480062,-17.253970752262664,-20.296063201987412,-14.620483553706476,-11.949865760413415
dolls,play item,play item,No,No,Do you think dolls are a play item?,dolls are a kind of play item,-11.3125,2,2token,Yes,-18.457014841845655,-17.253970752262664,-23.666262656933682,-10.289147092175968,-11.949865760413415
dolls,amusement,amusement,No,Yes,Do you think dolls are amusements?,dolls are a kind of amusement,-11.375,1,single_token,Yes,-19.282378747447257,-17.253970752262664,-17.691498667381573,-12.110744284072954,-11.949865760413415
dolls,puzzle,puzzle,No,Yes,Do you think dolls are puzzles?,dolls are a kind of puzzle.,-11.4375,1,single_token,No,-17.46481233015616,-17.253970752262664,-18.621594723038125,-11.605029789025867,-11.949865760413415
dolls,manufactured,manufacture,Yes,Yes,Do you think dolls are manufactured?,dolls are a kind of manufactured.,-11.4375,1,single_token,Yes,-16.73101579596881,-17.253970752262664,-20.97618455920093,-11.55895893232227,-11.949865760413415
dolls,fun toy,fun toys,Yes,Yes,Do you think dolls are fun toys?,dolls are a kind of fun toy.,-11.484375,2,2token,Yes,-20.917319342614142,-17.253970752262664,-25.635433411597607,-11.02433931520105,-11.949865760413415
dolls,house toy,house toy,No,Yes,Do you think dolls are house toys?,dolls are a kind of house toy.,-11.5,2,2token,Yes,-19.78850519979502,-17.253970752262664,-23.540326263189996,-10.860595070610769,-11.949865760413415
dolls,building block,building block,No,Yes,Do you think dolls are building blocks?,dolls are a kind of building block.,-11.5078125,2,2token,No,-18.777772505358513,-17.253970752262664,-20.64997969896778,-9.815474843713261,-11.949865760413415
dolls,kid toy,kid toy,No,Yes,Do you think dolls are kid toys?,dolls are a kind of kid toy.,-11.53125,2,2token,Yes,-20.714160079558866,-17.253970752262664,-23.573965581259706,-11.006101838523536,-11.949865760413415
dolls,figure toy,figure toy,No,Yes,Do you think dolls are figure toys?,dolls are a kind of figure toy.,-11.5625,2,2token,Yes,-21.925219961508958,-17.253970752262664,-29.067283945712244,-10.976426246519543,-11.949865760413415
dolls,model toy,model toys,Yes,Yes,Do you think dolls are model toys?,dolls are a kind of model toy.,-11.59375,2,2token,Yes,-21.78913393708222,-17.253970752262664,-28.9457901298326,-11.061843476203546,-11.949865760413415
dolls,small toy,small toys,Yes,Yes,Do you think dolls are small toys?,dolls are a kind of small toy.,-11.6171875,2,2token,Yes,-21.10250939373627,-17.253970752262664,-26.67659154249143,-10.988191018892989,-11.949865760413415
dolls,woods,wood,Yes,Yes,Do you think dolls are wood?,dolls are a kind of woods.,-11.625,1,gpt4_negative,No,-8.00022438757488,-17.253970752262664,-16.3152463023585,-9.716176795857717,-11.949865760413415
dolls,doll toy,dolls toy,Yes,Yes,Do you think dolls are dolls' toys?,dolls are a kind of doll toy.,-11.65625,2,2token,Yes,-29.260886165280446,-17.253970752262664,-27.549710632096797,-12.230344846505893,-11.949865760413415
dolls,word,word,No,No,Do you think dolls are a word?,dolls are a kind of word.,-11.6875,1,single_token,No,-9.908852370927697,-17.253970752262664,-17.79524639150486,-8.61150332143708,-11.949865760413415
dolls,miniature,miniature,No,Yes,Do you think dolls are miniatures?,dolls are a kind of miniature,-11.6875,1,gpt4_positive,Yes,-19.342866128833556,-17.253970752262664,-17.561426151500267,-12.157263433923097,-11.949865760413415
dolls,junk,junk,No,Yes,Do you think dolls are junk?,dolls are a kind of junk.,-11.8125,1,single_token,No,-14.071430592439041,-17.253970752262664,-17.550342755074546,-11.445257470745693,-11.949865760413415
dolls,property,property,No,Yes,Do you think dolls are properties?,dolls are a kind of property,-11.8125,1,gpt4_positive,Yes,-10.696051373577697,-17.253970752262664,-16.997424239013142,-8.955697378409104,-11.949865760413415
dolls,buy,buy,No,Yes,Do you think dolls are buys?,dolls are a kind of buy,-11.8125,1,single_token,No,-9.453907143790783,-17.253970752262664,-18.095001882977012,-8.473175827530678,-11.949865760413415
dolls,handicraft,handicrafts,Yes,Yes,Do you think dolls are handicrafts?,dolls are a kind of handicraft.,-11.875,1,single_token,Yes,-24.020980150621533,-17.253970752262664,-23.513579497744008,-14.34466988841877,-11.949865760413415
dolls,sisters,sister,Yes,Yes,Do you think dolls are sisters?,dolls are a kind of sisters.,-11.9375,1,single_token,No,-16.213347225806256,-17.253970752262664,-19.266314594049305,-9.325750101153684,-11.949865760413415
dolls,classification,classification,No,No,Do you think dolls are a classification?,dolls are a kind of classification,-11.9375,1,single_token,No,-17.692660393815,-17.253970752262664,-21.133382543525794,-11.100809191648768,-11.949865760413415
dolls,belonging,belonging,No,Yes,Do you think dolls are belongings?,dolls are a kind of belonging,-11.9375,1,gpt4_positive,Yes,-17.78000113129937,-17.253970752262664,-20.157037384854426,-11.399587851131656,-11.949865760413415
dolls,fun thing,fun thing,No,No,Do you think dolls are a fun thing?,dolls are a kind of fun thing.,-11.984375,2,2token,Yes,-17.45644304868243,-17.253970752262664,-20.768146622014847,-8.838776125888765,-11.949865760413415
