noun1,fixed_hypernym_generator,original_hypernym,corrected_generator,corrected_discriminator,discriminator_sentence,generator_sentence,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
crows,big bird,big bird,No,Yes,Do you think crows are big birds?,crows are a kind of big bird.,-1.9455198049545288,2,beam_search,Yes,-18.963805143521306,-15.987883669617148,-22.426907004271868,-10.149385533431467,-12.733671489881996
crows,fly,fly,No,Yes,Do you think crows are flies?,crows are a kind of fly.,-1.9464552402496338,1,beam_search,No,-9.602733532759705,-15.987883669617148,-16.45620959361817,-9.786592021706781,-12.733671489881996
crows,blackbird,blackbird,No,Yes,Do you think crows are blackbirds?,crows are a kind of blackbird.,-1.9685217142105103,2,beam_search,No,-19.2182879363403,-15.987883669617148,-19.423082172154974,-14.02241173373262,-12.733671489881996
crows,large bird,large bird,No,Yes,Do you think crows are large birds?,crows are a kind of large bird.,-1.9979913234710693,2,beam_search,Yes,-19.98174281696223,-15.987883669617148,-21.603349948485306,-10.223690061876328,-12.733671489881996
crows,black bird,black birds,Yes,Yes,Do you think crows are black birds?,crows are a kind of black bird.,-2.0026590824127197,2,beam_search,Yes,-18.92887823424359,-15.987883669617148,-23.02122659662413,-10.260159639336084,-12.733671489881996
crows,wild animal,wild animal,No,Yes,Do you think crows are wild animals?,crows are a kind of wild animal.,-2.005341053009033,2,beam_search,Yes,-18.11649221020189,-15.987883669617148,-20.8912080433626,-10.35290141338215,-12.733671489881996
crows,car,car,No,Yes,Do you think crows are cars?,crows are a kind of car,-2.019866466522217,1,beam_search,No,-7.818037951829868,-15.987883669617148,-16.512590033989873,-8.173603132416295,-12.733671489881996
crows,pet,pet,No,Yes,Do you think crows are pets?,crows are a kind of pet.,-9.6875,1,single_token,Yes,-8.50546142312449,-15.987883669617148,-17.15890837152629,-10.476185033927203,-12.733671489881996
crows,bird,birdie,Yes,Yes,Do you think crows are birds?,crows are a kind of bird.,-9.75,1,single_token,Yes,-17.309044831589198,-15.987883669617148,-17.92404350614079,-13.216619113330049,-12.733671489881996
crows,song bird,song bird,No,Yes,Do you think crows are song birds?,crows are a kind of song bird.,-9.765625,2,2token,Yes,-20.106531830157728,-15.987883669617148,-27.579195718955027,-10.271653985731362,-12.733671489881996
crows,small bird,small bird,No,Yes,Do you think crows are small birds?,crows are a kind of small bird.,-9.837890625,2,2token,No,-19.909314154436142,-15.987883669617148,-21.22249445770798,-10.185847810993932,-12.733671489881996
crows,wildlif,wildlife,Yes,Yes,Do you think crows are wildlife?,crows are a kind of wildlif,-10.0625,1,gpt4_positive,Yes,-17.331498202373332,-15.987883669617148,-20.639110029930162,-10.75211496305019,-12.733671489881996
crows,meat,meat,No,Yes,Do you think crows are meat?,crows are a kind of meat.,-10.0625,1,single_token,No,-10.27409848870561,-15.987883669617148,-16.513276755167087,-10.061309295812062,-12.733671489881996
crows,flying bird,flying bird,No,Yes,Do you think crows are flying birds?,crows are a kind of flying bird.,-10.06640625,2,2token,Yes,-21.15883396894707,-15.987883669617148,-19.569908522481285,-10.667052905556336,-12.733671489881996
crows,wild bird,wild birds,Yes,Yes,Do you think crows are wild birds?,crows are a kind of wild bird.,-10.234375,2,2token,Yes,-18.7761525638403,-15.987883669617148,-22.944323997454497,-10.62092332731286,-12.733671489881996
crows,game,game,No,Yes,Do you think crows are games?,crows are a kind of game,-10.3125,1,single_token,No,-8.622544389345105,-15.987883669617148,-15.750207744753878,-7.552112104896478,-12.733671489881996
crows,reptile,reptile,No,Yes,Do you think crows are reptiles?,crows are a kind of reptile.,-10.5,1,single_token,No,-14.943011971262324,-15.987883669617148,-20.580322518160813,-13.238841015463024,-12.733671489881996
crows,ape,ape,No,Yes,Do you think crows are apes?,crows are a kind of ape.,-10.5,1,single_token,No,-9.58680764911995,-15.987883669617148,-18.05133124690458,-12.710220614542925,-12.733671489881996
crows,large bird,large birds,Yes,Yes,Do you think crows are large birds?,crows are a kind of large bird.,-10.6171875,2,2token,Yes,-20.132736149308876,-15.987883669617148,-22.840883571332682,-10.280362288344735,-12.733671489881996
crows,vegetable,vegetable,No,No,Do you think crows are a vegetable?,crows are a kind of vegetable,-10.875,1,existing_hypernyms,No,-21.440018856463897,-15.987883669617148,-18.627834074259653,-11.651027286109512,-12.733671489881996
crows,symbol,symbol,No,No,Do you think crows are a symbol?,crows are a kind of symbol.,-11.0,1,gpt4_negative,Yes,-18.955664539289614,-15.987883669617148,-15.167725041919438,-10.799970755165333,-12.733671489881996
crows,thing,thing,No,No,Do you think crows are a thing?,crows are a kind of thing,-11.0,1,single_token,Yes,-9.505426186623621,-15.987883669617148,-14.964612875231028,-7.552112104896478,-12.733671489881996
crows,hawk,hawk,No,Yes,Do you think crows are hawks?,crows are a kind of hawk.,-11.0,1,single_token,No,-9.966871559922192,-15.987883669617148,-17.316122561451618,-11.949865760413415,-12.733671489881996
crows,bird are,birds are,Yes,Yes,Do you think crows are birds?,crows are a kind of bird are.,-11.109375,2,2token,Yes,-15.202740644456359,-15.987883669617148,-21.27648743050858,-10.139207354414832,-12.733671489881996
crows,raven,raven,No,Yes,Do you think crows are ravens?,crows are a kind of raven.,-11.1875,1,single_token,No,-10.632157071592813,-15.987883669617148,-18.330964431714353,-11.995795512722887,-12.733671489881996
crows,av,ave,Yes,Yes,Do you think crows are aves?,crows are a kind of av,-11.1875,1,single_token,Yes,-9.566405631625123,-15.987883669617148,-17.419588735257708,-11.417606194298134,-12.733671489881996
crows,raptor,raptor,No,Yes,Do you think crows are raptors?,crows are a kind of raptor.,-11.3125,1,single_token,No,-18.645260976734857,-15.987883669617148,-19.76530748416214,-13.471849934103227,-12.733671489881996
crows,color,colour,Yes,Yes,Do you think crows are colors?,crows are a kind of color.,-11.3125,1,single_token,No,-10.823034179364125,-15.987883669617148,-17.97315806881231,-10.384751137819856,-12.733671489881996
crows,predator,predator,No,Yes,Do you think crows are predators?,crows are a kind of predator.,-11.3125,1,gpt4_positive,Yes,-15.11912254633103,-15.987883669617148,-17.522723039484152,-12.180385405794198,-12.733671489881996
crows,book,book,No,Yes,Do you think crows are books?,crows are a kind of book,-11.375,1,single_token,No,-8.288231809120571,-15.987883669617148,-16.03909257034106,-8.220798806615292,-12.733671489881996
crows,flying bird,flying birds,Yes,Yes,Do you think crows are flying birds?,crows are a kind of flying bird.,-11.4375,2,2token,Yes,-21.106198798559227,-15.987883669617148,-20.623352570576497,-10.706445134827531,-12.733671489881996
crows,feathered animal,feathered animal,No,Yes,Do you think crows are feathered animals?,crows are a kind of feathered animal.,-11.4453125,2,2token,Yes,-26.389693571839235,-15.987883669617148,-23.08817756715667,-13.72010947320102,-12.733671489881996
crows,dove,dove,No,Yes,Do you think crows are doves?,crows are a kind of dove.,-11.625,1,single_token,No,-15.627330427782613,-15.987883669617148,-20.57766974660111,-12.272191080741633,-12.733671489881996
crows,flying creature,flying creature,No,Yes,Do you think crows are flying creatures?,crows are a kind of flying creature.,-11.6875,2,gpt4_positive,Yes,-21.367349204404626,-15.987883669617148,-20.799553343013663,-11.390698982727613,-12.733671489881996
crows,day,day,No,Yes,Do you think crows are days?,crows are a kind of day.,-11.6875,1,single_token,No,-9.28793708551591,-15.987883669617148,-16.60194411132008,-7.023166018260025,-12.733671489881996
crows,feathered bird,feathered bird,No,Yes,Do you think crows are feathered birds?,crows are a kind of feathered bird.,-11.6953125,2,2token,Yes,-26.199126609101455,-15.987883669617148,-22.22034929352487,-13.729241122812098,-12.733671489881996
crows,bird fruit,birds fruit,Yes,Yes,Do you think crows are birds' fruit?,crows are a kind of bird fruit.,-11.734375,2,2token,No,-21.461800495891914,-15.987883669617148,-27.39112662650568,-10.860595070610769,-12.733671489881996
crows,living thing,living things,Yes,Yes,Do you think crows are living things?,crows are a kind of living thing.,-11.7890625,2,2token,Yes,-17.327525968656545,-15.987883669617148,-20.61503426005524,-8.831903251324665,-12.733671489881996
crows,tool,tool,No,Yes,Do you think crows are tools?,crows are a kind of tool,-11.8125,1,existing_hypernyms,No,-10.106467982925874,-15.987883669617148,-15.981422502777466,-10.223690061876328,-12.733671489881996
crows,nut,nut,No,Yes,Do you think crows are nuts?,crows are a kind of nut,-11.8125,1,gpt4_negative,No,-8.27820213079603,-15.987883669617148,-17.06729709205684,-11.417606194298134,-12.733671489881996
crows,common bird,common bird,No,No,Do you think crows are a common bird?,crows are a kind of common bird.,-11.94140625,2,2token,Yes,-20.25194309510887,-15.987883669617148,-21.273322640445148,-10.300981514809068,-12.733671489881996
crows,carnivore,carnivore,No,Yes,Do you think crows are carnivores?,crows are a kind of carnivore.,-12.021484375,2,gpt4_positive,Yes,-18.872205141729236,-15.987883669617148,-24.25930427315075,-14.551356493057336,-12.733671489881996
crows,city,city,No,Yes,Do you think crows are cities?,crows are a kind of city,-12.125,1,single_token,No,-9.906133829427061,-15.987883669617148,-17.750178854295445,-7.806697126821463,-12.733671489881996
crows,prey,prey,No,Yes,Do you think crows are prey?,crows are a kind of prey,-12.125,1,single_token,Yes,-13.81494870824464,-15.987883669617148,-19.665010913317914,-11.55895893232227,-12.733671489881996
crows,flying animal,flying animals,Yes,Yes,Do you think crows are flying animals?,crows are a kind of flying animal.,-12.1875,2,2token,Yes,-20.5023894848203,-15.987883669617148,-22.464302433550547,-10.431116904793736,-12.733671489881996
crows,feathered creature,feathered creature,No,Yes,Do you think crows are feathered creatures?,crows are a kind of feathered creature.,-12.1953125,2,gpt4_positive,Yes,-26.353148806725546,-15.987883669617148,-22.1820878263308,-13.776193695587324,-12.733671489881996
crows,small animal,small animal,No,Yes,Do you think crows are small animals?,crows are a kind of small animal.,-12.21875,2,2token,Yes,-19.246941528442484,-15.987883669617148,-21.84743362045307,-9.830235232062204,-12.733671489881996
crows,bird type,bird type,No,Yes,Do you think crows are birds?,crows are a kind of bird type.,-12.234375,2,gpt4_positive,Yes,-18.276692339105942,-15.987883669617148,-21.813173262911416,-10.268767989171232,-12.733671489881996
crows,forest bird,forest bird,No,No,Do you think crows are a forest bird?,crows are a kind of forest bird.,-12.28125,2,2token,Yes,-20.586415745484878,-15.987883669617148,-24.354236930817454,-10.68001199421849,-12.733671489881996
crows,living creature,living creature,No,Yes,Do you think crows are living creatures?,crows are a kind of living creature,-12.2890625,2,gpt4_positive,Yes,-19.72652031663315,-15.987883669617148,-18.514028778933096,-11.212813465139918,-12.733671489881996
crows,letter,letter,No,Yes,Do you think crows are letters?,crows are a kind of letter,-12.3125,1,gpt4_negative,No,-10.13888851070926,-15.987883669617148,-17.284003816199487,-9.325750101153684,-12.733671489881996
crows,group,group,No,No,Do you think crows are a group?,crows are a kind of group,-12.375,1,single_token,Yes,-9.754746285706723,-15.987883669617148,-16.808269751787854,-7.89661643487396,-12.733671489881996
crows,poem,poem,No,Yes,Do you think crows are poems?,crows are a kind of poem,-12.5625,1,single_token,No,-16.533899461207486,-15.987883669617148,-20.95188391842185,-10.936306482704488,-12.733671489881996
crows,eater,eater,No,Yes,Do you think crows are eaters?,crows are a kind of eater.,-12.6875,1,single_token,Yes,-16.164800699498834,-15.987883669617148,-20.22228987486531,-12.848488689683762,-12.733671489881996
crows,feathered animal,feathered animals,Yes,Yes,Do you think crows are feathered animals?,crows are a kind of feathered animal.,-12.6875,2,2token,Yes,-26.776481001459985,-15.987883669617148,-25.632908725146898,-13.72010947320102,-12.733671489881996
crows,bug,bug,No,Yes,Do you think crows are bugs?,crows are a kind of bug.,-12.6875,1,single_token,No,-10.092609194952853,-15.987883669617148,-16.325161253478576,-11.055494288837458,-12.733671489881996
crows,fun,fun,No,Yes,Do you think crows are fun?,crows are a kind of fun.,-12.75,1,single_token,No,-9.097181234194732,-15.987883669617148,-16.188390589902802,-8.517192691416362,-12.733671489881996
crows,friend,friend,No,Yes,Do you think crows are friends?,crows are a kind of friend.,-12.75,1,single_token,Yes,-9.580075613629901,-15.987883669617148,-17.29841516822692,-8.360189015256237,-12.733671489881996
crows,medium,medium,No,Yes,Do you think crows are mediums?,crows are a kind of medium,-12.8125,1,single_token,No,-11.100317431656274,-15.987883669617148,-17.907869698057944,-10.109280008516286,-12.733671489881996
crows,other bird,other birds,Yes,Yes,Do you think crows are other birds?,crows are a kind of other bird.,-12.828125,2,2token,No,-19.098768912554426,-15.987883669617148,-24.22129830661284,-10.159668373952549,-12.733671489881996
crows,thief,thief,No,Yes,Do you think crows are thieves?,crows are a kind of thief.,-12.875,1,single_token,Yes,-17.436926791133057,-15.987883669617148,-18.147837782313154,-11.788665791412962,-12.733671489881996
crows,something,something,No,Yes,Do you think crows are something?,crows are a kind of something,-12.875,1,single_token,Yes,-11.211086312388785,-15.987883669617148,-16.621307212392956,-7.344710899382923,-12.733671489881996
crows,winged animal,winged animal,No,Yes,Do you think crows are winged animals?,crows are a kind of winged animal.,-12.90625,2,gpt4_positive,Yes,-24.498349053471983,-15.987883669617148,-22.594757275825916,-12.844693762735554,-12.733671489881996
crows,fowl,fow,Yes,Yes,Do you think crows are fowls?,crows are a kind of fowl.,-12.9375,1,single_token,Yes,-14.229740885225844,-15.987883669617148,-22.815478057899163,-16.14034125990564,-12.733671489881996
crows,world,world,No,Yes,Do you think crows are worlds?,crows are a kind of world.,-13.0,1,single_token,No,-8.543603504134593,-15.987883669617148,-15.9524462719637,-7.161357908915084,-12.733671489881996
crows,characters,character,Yes,Yes,Do you think crows are characters?,crows are a kind of characters.,-13.0,1,single_token,No,-10.56133087172128,-15.987883669617148,-17.07352250362913,-8.955697378409104,-12.733671489881996
crows,big animal,big animal,No,Yes,Do you think crows are big animals?,crows are a kind of big animal.,-13.0,2,2token,No,-18.619166294476596,-15.987883669617148,-24.71697666529454,-9.777734583563692,-12.733671489881996
crows,bee,bee,No,Yes,Do you think crows are bees?,crows are a kind of bee,-13.0625,1,single_token,No,-9.736070919406938,-15.987883669617148,-16.190664180044426,-11.30590316553765,-12.733671489881996
crows,black animal,black animals,Yes,Yes,Do you think crows are black animals?,crows are a kind of black animal.,-13.0625,2,2token,Yes,-18.158010070291,-15.987883669617148,-25.467225716560787,-9.793734896463919,-12.733671489881996
crows,cock,cock,No,Yes,Do you think crows are cocks?,crows are a kind of cock,-13.125,1,single_token,No,-9.37608663223504,-15.987883669617148,-18.083822528475572,-10.982291331572418,-12.733671489881996
crows,life form,life,Yes,Yes,Do you think crows are alive?,crows are a kind of life form.,-13.125,1,single_token,Yes,-9.984439292373255,-15.987883669617148,-16.053717948814114,-7.161357908915084,-12.733671489881996
crows,grass,grass,No,Yes,Do you think crows are grasses?,crows are a kind of grass,-13.125,1,single_token,No,-9.352840024211028,-15.987883669617148,-16.180562958310905,-10.637452560958343,-12.733671489881996
crows,pig,pig,No,Yes,Do you think crows are pigs?,crows are a kind of pig.,-13.125,1,single_token,No,-13.775057899857984,-15.987883669617148,-18.848478348404207,-11.190834719450558,-12.733671489881996
crows,frog,frog,No,Yes,Do you think crows are frogs?,crows are a kind of frog.,-13.125,1,single_token,No,-10.686673505931209,-15.987883669617148,-17.268608122998714,-11.76651533725424,-12.733671489881996
crows,rain,rain,No,Yes,Do you think crows are rain?,crows are a kind of rain,-13.125,1,single_token,No,-10.089313626529657,-15.987883669617148,-17.18683872586272,-9.877817856471712,-12.733671489881996
crows,scavenger,scavenger,No,Yes,Do you think crows are scavengers?,crows are a kind of scavenger.,-13.1875,1,single_token,Yes,-17.373141038940002,-15.987883669617148,-19.324064755328607,-13.747758455913456,-12.733671489881996
crows,ave,aves,Yes,Yes,Do you think crows are aves?,crows are a kind of ave.,-13.1875,1,single_token,Yes,-10.11991760857807,-15.987883669617148,-19.44385279956472,-15.242210333719203,-12.733671489881996
crows,feathered bird,feathered birds,Yes,Yes,Do you think crows are feathered birds?,crows are a kind of feathered bird.,-13.1875,2,2token,Yes,-26.775321364243087,-15.987883669617148,-24.485775937483005,-13.729241122812098,-12.733671489881996
crows,sky bird,sky bird,No,Yes,Do you think crows are sky birds?,crows are a kind of sky bird.,-13.2578125,2,2token,Yes,-20.046175539230887,-15.987883669617148,-24.22675810397021,-10.658505881504066,-12.733671489881996
crows,living being,living being,No,Yes,Do you think crows are living beings?,crows are a kind of living being.,-13.28125,2,2token,Yes,-17.328119092975843,-15.987883669617148,-19.519117595949627,-8.721759743660767,-12.733671489881996
crows,species,specie,Yes,Yes,Do you think crows are a species?,crows are a kind of species.,-13.3125,1,single_token,No,-16.83893807015641,-15.987883669617148,-24.921871715442464,-15.106131169015882,-12.733671489881996
crows,building,building,No,Yes,Do you think crows are buildings?,crows are a kind of building,-13.4375,1,single_token,No,-9.8956976333949,-15.987883669617148,-17.05188603312643,-8.542510486580145,-12.733671489881996
crows,peacock,peacock,No,Yes,Do you think crows are peacocks?,crows are a kind of peacock.,-13.4375,1,single_token,No,-19.296943292362144,-15.987883669617148,-20.815385797387822,-12.80387328331057,-12.733671489881996
crows,bad thing,bad thing,No,No,Do you think crows are a bad thing?,crows are a kind of bad thing.,-13.46875,2,2token,No,-17.564723023135386,-15.987883669617148,-20.850101800441358,-8.487633903737917,-12.733671489881996
crows,parent,parent,No,Yes,Do you think crows are parents?,crows are a kind of parent.,-13.5,1,single_token,Yes,-9.914151838300983,-15.987883669617148,-16.374164298461114,-10.199199108516742,-12.733671489881996
crows,beauty,beauty,No,Yes,Do you think crows are beautiful?,crows are a kind of beauty.,-13.5,1,single_token,No,-14.796090924233518,-15.987883669617148,-16.87984096106144,-9.786592021706781,-12.733671489881996
crows,faunum,fauna,Yes,Yes,Do you think crows are fauna?,crows are a kind of faunum.,-13.5625,1,gpt4_positive,Yes,-17.133839274607286,-15.987883669617148,-20.505556904208596,-12.618532157551298,-12.733671489881996
crows,home,home,No,Yes,Do you think crows are homes?,crows are a kind of home.,-13.5625,1,single_token,No,-9.44684920374011,-15.987883669617148,-17.765345204842152,-7.344710899382923,-12.733671489881996
crows,pelican,pelican,No,Yes,Do you think crows are pelicans?,crows are a kind of pelican.,-13.5625,1,single_token,No,-21.099815672437366,-15.987883669617148,-20.537782216843954,-13.6584213427215,-12.733671489881996
crows,orange,orange,No,Yes,Do you think crows are orange?,crows are a kind of orange,-13.5625,1,single_token,No,-11.963716782282386,-15.987883669617148,-17.951316397215347,-10.08500703108086,-12.733671489881996
crows,pollution,pollution,No,Yes,Do you think crows are pollution?,crows are a kind of pollution.,-13.625,1,gpt4_negative,No,-19.55320897389154,-15.987883669617148,-18.086706086494377,-11.055494288837458,-12.733671489881996
crows,forest animal,forest animals,Yes,Yes,Do you think crows are forest animals?,crows are a kind of forest animal.,-13.65625,2,2token,Yes,-19.412259543826444,-15.987883669617148,-24.42630424485522,-10.444768947366615,-12.733671489881996
crows,winter,winter,No,Yes,Do you think crows are winter birds?,crows are a kind of winter.,-13.75,1,single_token,No,-10.541883789139636,-15.987883669617148,-19.432388967213413,-9.463941842116137,-12.733671489881996
crows,same,same,No,Yes,Do you think crows are the same?,crows are a kind of same.,-13.75,1,single_token,No,-11.443491081405055,-15.987883669617148,-19.397989717792854,-7.368204536944468,-12.733671489881996
crows,ocean,ocean,No,Yes,Do you think crows are oceans?,crows are a kind of ocean,-13.8125,1,gpt4_negative,No,-18.316265767071265,-15.987883669617148,-24.307686206978495,-9.901487553867463,-12.733671489881996
crows,milks,milk,Yes,Yes,Do you think crows are milk?,crows are a kind of milks.,-13.8125,1,gpt4_negative,No,-14.913588843714122,-15.987883669617148,-18.73413913813109,-9.993410071882701,-12.733671489881996
crows,flying creature,flying creatures,Yes,Yes,Do you think crows are flying creatures?,crows are a kind of flying creature.,-13.8125,2,2token,Yes,-20.881234582559813,-15.987883669617148,-21.82996414332472,-11.30590316553765,-12.733671489881996
crows,consumer,consumer,No,Yes,Do you think crows are consumers?,crows are a kind of consumer.,-13.8125,1,single_token,Yes,-10.607128621779257,-15.987883669617148,-18.289151412546286,-10.223690061876328,-12.733671489881996
crows,flying thing,flying thing,No,Yes,Do you think crows are flying things?,crows are a kind of flying thing,-13.8125,2,2token,Yes,-20.055531971168378,-15.987883669617148,-21.77045479377945,-9.971764251964093,-12.733671489881996
crows,feathered creature,feathered creatures,Yes,Yes,Do you think crows are feathered creatures?,crows are a kind of feathered creature.,-13.8125,2,2token,Yes,-26.988784211512694,-15.987883669617148,-24.37181567018004,-13.766625160234463,-12.733671489881996
crows,flying mammal,flying mammal,No,Yes,Do you think crows are flying mammals?,crows are a kind of flying mammal.,-13.8125,2,2token,No,-23.393105911062207,-15.987883669617148,-21.248421085320285,-13.142515065615182,-12.733671489881996
crows,sho,shoe,Yes,Yes,Do you think crows are shoes?,crows are a kind of sho,-13.875,1,gpt4_negative,No,-14.733221776514066,-15.987883669617148,-19.769943435184274,-10.95903460463387,-12.733671489881996
crows,drink,drink,No,Yes,Do you think crows are drinks?,crows are a kind of drink,-13.875,1,existing_hypernyms,No,-15.901127689636358,-15.987883669617148,-21.214694117938645,-9.441010930266133,-12.733671489881996
crows,head,head,No,Yes,Do you think crows are heads?,crows are a kind of head,-13.875,1,single_token,No,-7.7119888766696105,-15.987883669617148,-14.825933744841686,-8.034766733530017,-12.733671489881996
crows,forest creature,forest creature,No,No,Do you think crows are a forest creature?,crows are a kind of forest creature.,-13.90625,2,2token,Yes,-20.357499603157592,-15.987883669617148,-22.756687485731256,-11.399587851131656,-12.733671489881996
crows,omnivore,omnivore,No,Yes,Do you think crows are omnivores?,crows are a kind of omnivore.,-13.91796875,2,gpt4_positive,Yes,-22.166566260175497,-15.987883669617148,-22.532704416562005,-15.586879337544595,-12.733671489881996
crows,black creature,black creature,No,Yes,Do you think crows are black creatures?,crows are a kind of black creature.,-13.9375,2,2token,Yes,-18.78056670857404,-15.987883669617148,-24.08789217803462,-11.190834719450558,-12.733671489881996
crows,avian creature,avian creature,No,Yes,Do you think crows are avian creatures?,crows are a kind of avian creature.,-13.96875,2,2token,Yes,-23.232932046249566,-15.987883669617148,-26.16329978405475,-13.584319475070764,-12.733671489881996
crows,many bird,many bird,No,Yes,Do you think crows are many birds?,crows are a kind of many bird.,-13.96875,2,2token,No,-21.290986327398844,-15.987883669617148,-26.695514258180822,-10.114206114719027,-12.733671489881996
crows,street,street,No,Yes,Do you think crows are streets?,crows are a kind of street,-14.0,1,single_token,No,-9.25880009513476,-15.987883669617148,-16.662428930963667,-8.563236606357572,-12.733671489881996
crows,migrant,migrant,No,Yes,Do you think crows are migrants?,crows are a kind of migrant.,-14.0,1,single_token,Yes,-17.418740016616965,-15.987883669617148,-19.351399984307264,-12.089161100622672,-12.733671489881996
crows,corn,corn,No,Yes,Do you think crows are corn?,crows are a kind of corn,-14.0625,1,single_token,No,-9.675210299954188,-15.987883669617148,-17.131962165463595,-11.074664082446981,-12.733671489881996
crows,cattle,cattle,No,Yes,Do you think crows are cattle?,crows are a kind of cattle,-14.0625,1,single_token,No,-16.237895121795518,-15.987883669617148,-21.565770183614433,-11.169328668406719,-12.733671489881996
crows,side,side,No,Yes,Do you think crows are a type of bird?,crows are a kind of side,-14.0625,1,single_token,No,-9.007744299284898,-15.987883669617148,-15.598574547745253,-8.059768027921717,-12.733671489881996
crows,metaphor,metaphor,No,Yes,Do you think crows are metaphors?,crows are a kind of metaphor,-14.125,1,single_token,Yes,-19.8555124174177,-15.987883669617148,-19.47447845711117,-12.134664027642959,-12.733671489881996
crows,mascots,mascot,Yes,Yes,Do you think crows are mascots?,crows are a kind of mascots.,-14.125,1,single_token,Yes,-17.249321610893915,-15.987883669617148,-20.588441613877137,-12.38757054162575,-12.733671489881996
crows,law,law,No,No,Do you think crows are a law?,crows are a kind of law.,-14.125,1,gpt4_negative,No,-8.889104799096552,-15.987883669617148,-16.624076536615284,-8.152549730606166,-12.733671489881996
crows,helper,helper,No,Yes,Do you think crows are helpers?,crows are a kind of helper.,-14.125,1,single_token,Yes,-15.471497489751059,-15.987883669617148,-17.754738933711653,-12.871565749308303,-12.733671489881996
crows,singing animal,singing animal,No,Yes,Do you think crows are singing animals?,crows are a kind of singing animal.,-14.15625,2,2token,Yes,-26.43185207074363,-15.987883669617148,-23.664019227177583,-10.625030092399902,-12.733671489881996
crows,song animal,song animal,No,Yes,Do you think crows are song animals?,crows are a kind of song animal.,-14.15625,2,2token,Yes,-20.318812050281345,-15.987883669617148,-28.741953588312015,-9.950577063636118,-12.733671489881996
crows,animal with wing,animal with wings,Yes,Yes,Do you think crows are animals with wings?,crows are a kind of animal with wing.,-14.171875,3,gpt4_positive,Yes,-23.595278090645945,-15.987883669617148,-25.028826982011655,-10.855400280719707,-12.733671489881996
crows,imp,imp,No,Yes,Do you think crows are imps?,crows are a kind of imp,-14.1875,1,single_token,No,-8.394452835595873,-15.987883669617148,-17.64744634182282,-13.284823485102727,-12.733671489881996
crows,livestock,livestock,No,Yes,Do you think crows are livestock?,crows are a kind of livestock,-14.25,1,existing_hypernyms,No,-17.2110523201245,-15.987883669617148,-21.106506126142165,-11.904472875119406,-12.733671489881996
crows,wild creature,wild creature,No,Yes,Do you think crows are wild creatures?,crows are a kind of wild creature.,-14.25,2,gpt4_positive,Yes,-18.72819231907764,-15.987883669617148,-22.34831561822009,-11.347402551952293,-12.733671489881996
