noun1,fixed_hypernym_generator,original_hypernym,corrected_generator,corrected_discriminator,discriminator_sentence,generator_sentence,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
bananas,snack,snack,No,No,Do you think bananas are a snack?,bananas are a kind of snack.,-9.625,1,gpt4_negative,Yes,-16.10159804470915,-19.658958067809685,-18.961414374405486,-11.7435846883261,-12.20405468298686
bananas,produce,produce,No,Yes,Do you think bananas are produce?,bananas are a kind of produce,-9.75,1,gpt4_positive,Yes,-15.767084496487083,-19.658958067809685,-20.511106934858493,-9.716176795857717,-12.20405468298686
bananas,crop,crop,No,No,Do you think bananas are a crop?,bananas are a kind of crop.,-9.875,1,single_token,Yes,-9.589507166233968,-19.658958067809685,-15.69861175451863,-11.169328668406719,-12.20405468298686
bananas,bird,bird,No,Yes,Do you think bananas are birds?,bananas are a kind of bird,-9.875,1,gpt4_negative,No,-9.550907329666211,-19.658958067809685,-16.186980513780163,-10.061309295812062,-12.20405468298686
bananas,drink,drink,No,No,Do you think bananas are a drink?,bananas are a kind of drink.,-10.0,1,existing_hypernyms,No,-15.901127689636358,-19.658958067809685,-19.14555365118902,-9.441010930266133,-12.20405468298686
bananas,medicine,medicine,No,Yes,Do you think bananas are medicines?,bananas are a kind of medicine,-10.0625,1,gpt4_negative,Yes,-16.712372309579322,-19.658958067809685,-17.163489563966024,-9.832095694253796,-12.20405468298686
bananas,sweet food,sweet food,No,No,Do you think bananas are a sweet food?,bananas are a kind of sweet food,-10.171875,2,2token,Yes,-18.685715299636982,-19.658958067809685,-20.195380815936616,-9.69809909414801,-12.20405468298686
bananas,spice,spice,No,No,Do you think bananas are a spice?,bananas are a kind of spice,-10.3125,1,single_token,No,-15.108532540916613,-19.658958067809685,-15.518483659546176,-11.651027286109512,-12.20405468298686
bananas,green vegetable,green vegetable,No,No,Do you think bananas are a green vegetable?,bananas are a kind of green vegetable.,-10.4296875,2,2token,No,-19.5355119892899,-19.658958067809685,-17.995716639364165,-11.713806182485467,-12.20405468298686
bananas,pineapples,pineapple,Yes,Yes,Do you think bananas are pineapples?,bananas are a kind of pineapples.,-10.4375,1,single_token,No,-21.457849061122467,-19.658958067809685,-17.955748882459332,-12.480483175788715,-12.20405468298686
bananas,pea,pea,No,Yes,Do you think bananas are peas?,bananas are a kind of pea.,-10.4375,1,single_token,No,-12.751515418887683,-19.658958067809685,-18.087088647472015,-12.571327145976946,-12.20405468298686
bananas,skin,skin,No,Yes,Do you think bananas are skins?,bananas are a kind of skin,-10.625,1,single_token,No,-9.663357581377939,-19.658958067809685,-15.40764362280492,-9.417363311398965,-12.20405468298686
bananas,stem,stem,No,No,Do you think bananas are a stem?,bananas are a kind of stem.,-10.75,1,single_token,Yes,-9.874387235961363,-19.658958067809685,-15.273099811694173,-10.819773284422784,-12.20405468298686
bananas,banana,banana fruit,Yes,Yes,Do you think bananas are banana fruits?,bananas are a kind of banana,-10.75,2,2token,Yes,-27.58698473928274,-19.658958067809685,-21.79527689146046,-11.751169963819677,-12.20405468298686
bananas,fruit food,fruit food,No,No,Do you think bananas are a fruit food?,bananas are a kind of fruit food,-10.7861328125,2,2token,Yes,-18.559609572966725,-19.658958067809685,-20.680108875528322,-10.337349048751001,-12.20405468298686
bananas,edible,edible,No,Yes,Do you think bananas are edible?,bananas are a kind of edible,-10.875,1,gpt4_positive,Yes,-16.993179421158928,-19.658958067809685,-17.243080283330386,-12.363873311794219,-12.20405468298686
bananas,soft fruit,soft fruit,No,No,Do you think bananas are a soft fruit?,bananas are a kind of soft fruit,-10.9921875,2,2token,Yes,-19.974928595284506,-19.658958067809685,-22.58912045954295,-10.77575661431596,-12.20405468298686
bananas,insect,insect,No,Yes,Do you think bananas are insects?,bananas are a kind of insect.,-11.0,1,existing_hypernyms,No,-17.49313496335084,-19.658958067809685,-16.83021180224799,-12.066293312001894,-12.20405468298686
bananas,peel,peel,No,Yes,Do you think bananas are peels?,bananas are a kind of peel,-11.0,1,single_token,No,-14.12890530444697,-19.658958067809685,-18.90364757961953,-11.97335903367619,-12.20405468298686
bananas,product,product,No,No,Do you think bananas are a product?,bananas are a kind of product,-11.0625,1,gpt4_negative,Yes,-10.046589209911453,-19.658958067809685,-16.35724370056142,-9.325750101153684,-12.20405468298686
bananas,flesh,flesh,No,Yes,Do you think bananas are a fruit?,bananas are a kind of flesh,-11.25,1,single_token,No,-17.713120022588594,-19.658958067809685,-17.711070430077672,-11.055494288837458,-12.20405468298686
bananas,thing,thing,No,No,Do you think bananas are a thing?,bananas are a kind of thing,-11.25,1,gpt4_positive,Yes,-9.505426186623621,-19.658958067809685,-16.134879908181336,-7.552112104896478,-12.20405468298686
bananas,fresh fruit,fresh fruit,No,No,Do you think bananas are a fresh fruit?,bananas are a kind of fresh fruit.,-11.30078125,2,2token,Yes,-20.36369961283846,-19.658958067809685,-20.422422231642763,-10.637452560958343,-12.20405468298686
bananas,vitamin,vitamin,No,Yes,Do you think bananas are vitamins?,bananas are a kind of vitamin,-11.5,1,single_token,No,-17.436834582633658,-19.658958067809685,-19.086223709665457,-11.493113033800539,-12.20405468298686
bananas,music,music,No,Yes,Do you think bananas are music?,bananas are a kind of music,-11.75,1,gpt4_negative,No,-10.65809356484327,-19.658958067809685,-19.622830838841953,-8.013391880472453,-12.20405468298686
bananas,root crop,root crop,No,No,Do you think bananas are a root crop?,bananas are a kind of root crop.,-11.8125,2,2token,No,-19.97945999735157,-19.658958067809685,-20.749437608361095,-11.605029789025867,-12.20405468298686
bananas,edible fruit,edible fruit,No,Yes,Do you think bananas are an edible fruit?,bananas are a kind of edible fruit.,-11.859375,2,2token,Yes,-26.13776183087604,-19.658958067809685,-21.286122094503227,-12.472619645451996,-12.20405468298686
bananas,plan,plan,No,Yes,Do you think bananas are plans?,bananas are a kind of plan,-11.9375,1,single_token,Yes,-8.698726379063492,-19.658958067809685,-18.37138995198085,-8.542510486580145,-12.20405468298686
bananas,tomato,tomato,No,Yes,Do you think bananas are tomatoes?,bananas are a kind of tomato,-12.125,1,single_token,No,-19.0968508349776,-19.658958067809685,-18.697232625311855,-11.858222526064607,-12.20405468298686
bananas,fresh food,fresh food,No,No,Do you think bananas are a fresh food?,bananas are a kind of fresh food,-12.296875,2,2token,Yes,-18.603037531702235,-19.658958067809685,-22.653119860936965,-9.839572350621628,-12.20405468298686
bananas,something,something,No,Yes,Do you think bananas are something?,bananas are a kind of something,-12.3125,1,single_token,Yes,-11.211086312388785,-19.658958067809685,-16.634484230064622,-7.344710899382923,-12.20405468298686
bananas,object,object,No,Yes,Do you think bananas are objects?,bananas are a kind of object,-12.3125,1,single_token,Yes,-9.457202880901098,-19.658958067809685,-19.58315564652955,-10.223690061876328,-12.20405468298686
bananas,variety,variety,No,Yes,Do you think bananas are varieties?,bananas are a kind of variety,-12.375,1,single_token,No,-18.323454706483766,-19.658958067809685,-19.671342544223634,-9.786592021706781,-12.20405468298686
bananas,flower,flowers,Yes,Yes,Do you think bananas are flowers?,bananas are a kind of flower.,-12.375,1,single_token,Yes,-16.626554494328296,-19.658958067809685,-19.987467929683945,-10.038160167535828,-12.20405468298686
bananas,weed,weed,No,No,Do you think bananas are a weed?,bananas are a kind of weed.,-12.4375,1,single_token,Yes,-10.456059106664373,-19.658958067809685,-15.309156181210215,-10.892343600915485,-12.20405468298686
bananas,drug,drug,No,No,Do you think bananas are a drug?,bananas are a kind of drug,-12.5625,1,gpt4_negative,No,-9.067603103306828,-19.658958067809685,-17.99439048202029,-9.510093676135478,-12.20405468298686
bananas,bush,bush,No,No,Do you think bananas are a bush?,bananas are a kind of bush,-12.625,1,single_token,Yes,-9.426887438779607,-19.658958067809685,-16.903476119789474,-10.384751137819856,-12.20405468298686
bananas,matter,matter,No,No,Do you think bananas are a matter?,bananas are a kind of matter,-12.625,1,gpt4_negative,Yes,-11.957916996164927,-19.658958067809685,-20.456000849423784,-8.334871217955703,-12.20405468298686
bananas,grocery,grocery,No,Yes,Do you think bananas are groceries?,bananas are a kind of grocery.,-12.625,1,single_token,Yes,-17.636445176006845,-19.658958067809685,-21.205228150366437,-11.373154826980702,-12.20405468298686
bananas,sweet thing,sweet thing,No,No,Do you think bananas are a sweet thing?,bananas are a kind of sweet thing.,-12.65625,2,2token,Yes,-18.330019512593687,-19.658958067809685,-21.67255357012465,-9.561315874346741,-12.20405468298686
bananas,dry food,dry food,No,No,Do you think bananas are a dry food?,bananas are a kind of dry food.,-12.71875,2,2token,No,-18.757312363107822,-19.658958067809685,-20.43139760671354,-10.006626094163199,-12.20405468298686
bananas,tropical food,tropical food,No,No,Do you think bananas are a tropical food?,bananas are a kind of tropical food,-12.71875,2,2token,Yes,-21.787976691843845,-19.658958067809685,-19.996999448543782,-11.15524402771587,-12.20405468298686
bananas,soft food,soft food,No,No,Do you think bananas are a soft food?,bananas are a kind of soft food.,-12.734375,2,2token,Yes,-18.168764787702948,-19.658958067809685,-21.787118458549685,-10.121641074780204,-12.20405468298686
bananas,berry,berry fruit,Yes,Yes,Do you think bananas are berry fruits?,bananas are a kind of berry,-12.8125,2,2token,Yes,-18.525658634570163,-19.658958067809685,-18.451191155453635,-11.805941739012711,-12.20405468298686
bananas,food,foods,Yes,Yes,Do you think bananas are foods?,bananas are a kind of food.,-12.8125,1,single_token,Yes,-15.291382776011428,-19.658958067809685,-18.49895505462241,-10.569015675020086,-12.20405468298686
bananas,seed fruit,seed fruit,No,No,Do you think bananas are a seed fruit?,bananas are a kind of seed fruit.,-12.8125,2,2token,Yes,-19.224122326955495,-19.658958067809685,-21.371342802956455,-11.148275406961988,-12.20405468298686
bananas,coin,coin,No,Yes,Do you think bananas are coins?,bananas are a kind of coin,-12.8125,1,single_token,No,-8.857494464448711,-19.658958067809685,-17.295738551950844,-11.074664082446981,-12.20405468298686
bananas,dessert fruit,dessert fruit,No,No,Do you think bananas are a dessert fruit?,bananas are a kind of dessert fruit,-12.84375,2,gpt4_positive,Yes,-27.957758283733014,-19.658958067809685,-24.975299451653648,-12.071524270207902,-12.20405468298686
bananas,plant fruit,plant fruit,No,Yes,Do you think bananas are plant fruits?,bananas are a kind of plant fruit,-12.84375,2,2token,Yes,-20.67087217343289,-19.658958067809685,-21.485009746485318,-10.592638727770726,-12.20405468298686
bananas,vine,vine,No,No,Do you think bananas are a vine?,bananas are a kind of vine,-12.875,1,single_token,Yes,-10.048737365098846,-19.658958067809685,-16.588449188183258,-12.134664027642959,-12.20405468298686
bananas,foodstuff,foodstuff,No,No,Do you think bananas are a foodstuff?,bananas are a kind of foodstuff,-12.90625,2,gpt4_positive,Yes,-21.094664528212586,-19.658958067809685,-18.484245518645952,-15.289107247486962,-12.20405468298686
bananas,lettuc,lettuce,Yes,Yes,Do you think bananas are lettuces?,bananas are a kind of lettuc,-12.9375,1,single_token,No,-20.40621713330996,-19.658958067809685,-19.319602839068285,-12.526250361857594,-12.20405468298686
bananas,fuel,fuel,No,No,Do you think bananas are a fuel?,bananas are a kind of fuel,-12.9375,1,single_token,Yes,-9.877492111729849,-19.658958067809685,-17.84825067786914,-9.854695483606605,-12.20405468298686
bananas,ripe fruit,ripe fruit,No,Yes,Do you think bananas are ripe fruits?,bananas are a kind of ripe fruit,-12.955078125,2,gpt4_positive,Yes,-25.37945194980214,-19.658958067809685,-17.235655976360043,-12.392378127626438,-12.20405468298686
bananas,vegetarian food,vegetarian food,No,No,Do you think bananas are a vegetarian food?,bananas are a kind of vegetarian food.,-13.0078125,2,gpt4_positive,Yes,-24.76365074553288,-19.658958067809685,-19.37538056843666,-12.043936789395632,-12.20405468298686
bananas,acid,acid,No,Yes,Do you think bananas are acids?,bananas are a kind of acid,-13.0625,1,single_token,No,-10.290183063775922,-19.658958067809685,-16.755438471706313,-10.476185033927203,-12.20405468298686
bananas,sauce,sauce,No,Yes,Do you think bananas are sauces?,bananas are a kind of sauce,-13.0625,1,single_token,No,-15.327408695713402,-19.658958067809685,-17.38670164228588,-10.819773284422784,-12.20405468298686
bananas,card,card,No,Yes,Do you think bananas are cards?,bananas are a kind of card,-13.125,1,single_token,No,-8.179249354029238,-19.658958067809685,-16.26632522460147,-9.115029283081363,-12.20405468298686
bananas,fruity fruit,fruity fruit,No,No,Do you think bananas are a fruity fruit?,bananas are a kind of fruity fruit,-13.125,2,2token,Yes,-24.528525183814555,-19.658958067809685,-23.285562964203727,-13.267331347656935,-12.20405468298686
bananas,symbols,symbol,Yes,No,Do you think bananas are a symbol?,bananas are a kind of symbols.,-13.125,1,single_token,Yes,-18.955664539289614,-19.658958067809685,-15.716415603461439,-10.799970755165333,-12.20405468298686
bananas,choice,choice,No,No,Do you think bananas are a choice?,bananas are a kind of choice,-13.125,1,single_token,No,-11.162670261714887,-19.658958067809685,-17.815308761487046,-9.028017981849242,-12.20405468298686
bananas,cool,cool,No,Yes,Do you think bananas are cool?,bananas are a kind of cool,-13.1875,1,single_token,No,-10.07001042337405,-19.658958067809685,-16.63806997130951,-8.8667499583665,-12.20405468298686
bananas,palm fruit,palm fruit,No,No,Do you think bananas are a palm fruit?,bananas are a kind of palm fruit,-13.1875,2,2token,No,-23.992713718767078,-19.658958067809685,-20.538764564194867,-11.355913169188542,-12.20405468298686
bananas,breakfast cereal,breakfast cereal,No,Yes,Do you think bananas are breakfast cereals?,bananas are a kind of breakfast cereal,-13.296875,2,2token,No,-29.53005803421435,-19.658958067809685,-22.339702347844003,-12.238575176292148,-12.20405468298686
bananas,supermarket,supermarket,No,Yes,Do you think bananas are supermarkets?,bananas are a kind of supermarket,-13.3125,1,single_token,No,-18.004175429384066,-19.658958067809685,-20.966087856747333,-12.018746963614761,-12.20405468298686
bananas,nutrition,nutrition,No,Yes,Do you think bananas are nutritious?,bananas are a kind of nutrition,-13.3125,1,single_token,Yes,-11.852049967943586,-19.658958067809685,-17.55617350989536,-11.281805807530398,-12.20405468298686
bananas,plant food,plant food,No,No,Do you think bananas are a plant food?,bananas are a kind of plant food.,-13.34375,2,2token,Yes,-18.768425480537537,-19.658958067809685,-20.962464873791504,-9.732899565621375,-12.20405468298686
bananas,accessory,accessory,No,Yes,Do you think bananas are accessories?,bananas are a kind of accessory,-13.375,1,single_token,No,-18.05284595785042,-19.658958067809685,-18.670888019656193,-12.363873311794219,-12.20405468298686
bananas,cream,cream,No,Yes,Do you think bananas are creams?,bananas are a kind of cream,-13.375,1,single_token,No,-10.982255515658759,-19.658958067809685,-16.72514263018497,-10.08500703108086,-12.20405468298686
bananas,planet,planet,No,No,Do you think bananas are a planet?,bananas are a kind of planet,-13.375,1,single_token,No,-10.399677281929298,-19.658958067809685,-18.277312898176078,-9.946392965866911,-12.20405468298686
bananas,street food,street food,No,No,Do you think bananas are a street food?,bananas are a kind of street food,-13.375,2,gpt4_positive,Yes,-18.168747388516067,-19.658958067809685,-18.97584496033201,-9.133378404914557,-12.20405468298686
bananas,snack food,snack food,No,No,Do you think bananas are a snack food?,bananas are a kind of snack food.,-13.390625,2,2token,Yes,-24.534322369958613,-19.658958067809685,-22.683742002586104,-11.774277242175978,-12.20405468298686
bananas,breakfast fruit,breakfast fruit,No,No,Do you think bananas are a breakfast fruit?,bananas are a kind of breakfast fruit.,-13.421875,2,2token,Yes,-28.811262248472367,-19.658958067809685,-23.350345434534383,-10.850232337269102,-12.20405468298686
bananas,musical instrument,musical instrument,No,No,Do you think bananas are a musical instrument?,bananas are a kind of musical instrument,-13.435546875,2,existing_hypernyms,No,-24.314967442060933,-19.658958067809685,-23.279191914649935,-11.364496839199457,-12.20405468298686
bananas,condiment,condiment,No,No,Do you think bananas are a condiment?,bananas are a kind of condiment,-13.44622802734375,2,existing_hypernyms,No,-18.930851295821803,-19.658958067809685,-17.528067873605654,-14.506460154980733,-12.20405468298686
bananas,subject,subject,No,No,Do you think bananas are a subject?,bananas are a kind of subject,-13.5,1,single_token,No,-11.127611578749784,-19.658958067809685,-21.32781336541104,-9.302454564393361,-12.20405468298686
bananas,sweet snack,sweet snack,No,No,Do you think bananas are a sweet snack?,bananas are a kind of sweet snack,-13.53125,2,2token,Yes,-21.8506417311825,-19.658958067809685,-20.161994569365703,-11.83587553950734,-12.20405468298686
bananas,food item,food item,No,Yes,Do you think bananas are food items?,bananas are a kind of food item.,-13.53125,2,gpt4_positive,Yes,-19.09513000696483,-19.658958067809685,-19.99977145647061,-10.337349048751001,-12.20405468298686
bananas,sweet treat,sweet treat,No,No,Do you think bananas are a sweet treat?,bananas are a kind of sweet treat.,-13.53125,2,2token,Yes,-21.04072813717387,-19.658958067809685,-20.50922356206903,-10.312957669998175,-12.20405468298686
bananas,root fruit,root fruit,No,No,Do you think bananas are a root fruit?,bananas are a kind of root fruit.,-13.5625,2,2token,No,-19.404924636011103,-19.658958067809685,-20.929643910355598,-11.094208551186316,-12.20405468298686
bananas,solid,solid,No,No,Do you think bananas are a solid?,bananas are a kind of solid,-13.5625,1,gpt4_negative,Yes,-10.606665361144863,-19.658958067809685,-18.278090984113867,-9.832095694253796,-12.20405468298686
bananas,relative,relative,No,No,Do you think bananas are a relative?,bananas are a kind of relative,-13.5625,1,single_token,Yes,-12.211899905139449,-19.658958067809685,-19.6643816716554,-10.407665322330654,-12.20405468298686
bananas,brain,brain,No,Yes,Do you think bananas are brains?,bananas are a kind of brain,-13.5625,1,gpt4_negative,No,-9.341415948909285,-19.658958067809685,-18.152856943834514,-9.34845252600085,-12.20405468298686
bananas,sweet dessert,sweet dessert,No,No,Do you think bananas are a sweet dessert?,bananas are a kind of sweet dessert,-13.65625,2,2token,Yes,-21.18596510546915,-19.658958067809685,-19.923118207766954,-11.984514350070322,-12.20405468298686
bananas,yellow food,yellow food,No,No,Do you think bananas are a yellow food?,bananas are a kind of yellow food.,-13.65625,2,2token,Yes,-19.583409346172974,-19.658958067809685,-21.902694052629187,-10.10193605223855,-12.20405468298686
bananas,meat fruit,meat fruit,No,No,Do you think bananas are a meat fruit?,bananas are a kind of meat fruit.,-13.6875,2,2token,No,-20.08787771222985,-19.658958067809685,-21.788881988879076,-10.824785801120825,-12.20405468298686
bananas,green plant,green plant,No,Yes,Do you think bananas are green plants?,bananas are a kind of green plant,-13.6875,2,2token,Yes,-18.36900055618885,-19.658958067809685,-19.42396224172825,-9.91758444852012,-12.20405468298686
bananas,root veg,root veg,No,Yes,Do you think bananas are root veg?,bananas are a kind of root veg.,-13.6875,2,2token,No,-21.714615230883197,-19.658958067809685,-26.667369845557836,-13.200270866280855,-12.20405468298686
bananas,health food,health food,No,No,Do you think bananas are a health food?,bananas are a kind of health food,-13.712890625,2,gpt4_positive,Yes,-17.854672927517964,-19.658958067809685,-19.75845492622109,-8.940312471404635,-12.20405468298686
bananas,islands,island,Yes,Yes,Do you think bananas are islands?,bananas are a kind of islands.,-13.75,1,gpt4_negative,No,-14.924154827777016,-19.658958067809685,-19.11454465130908,-9.190536764288327,-12.20405468298686
bananas,dwarf,dwarf,No,Yes,Do you think bananas are dwarfs?,bananas are a kind of dwarf,-13.8125,1,single_token,No,-16.61720108223637,-19.658958067809685,-19.304124333128975,-12.089161100622672,-12.20405468298686
bananas,fruit also,fruits also,Yes,Yes,Do you think bananas are fruits also?,bananas are a kind of fruit also.,-13.84375,2,2token,Yes,-24.752519228961432,-19.658958067809685,-23.286946528536465,-11.355913169188542,-12.20405468298686
bananas,cloth,cloth,No,Yes,Do you think bananas are cloth?,bananas are a kind of cloth,-13.875,1,single_token,No,-10.865748465659602,-19.658958067809685,-18.87913951437559,-11.445257470745693,-12.20405468298686
bananas,diet food,diet food,No,No,Do you think bananas are a diet food?,bananas are a kind of diet food,-13.875,2,gpt4_positive,Yes,-23.6091125133733,-19.658958067809685,-21.43047432934589,-10.337349048751001,-12.20405468298686
bananas,item,item,No,Yes,Do you think bananas are items?,bananas are a kind of item,-13.875,1,single_token,Yes,-8.948599785139155,-19.658958067809685,-18.26745645817218,-10.199199108516742,-12.20405468298686
bananas,planes,plane,Yes,Yes,Do you think bananas are planes?,bananas are a kind of planes.,-13.875,1,single_token,No,-10.378321880004176,-19.658958067809685,-18.2091423452661,-9.854695483606605,-12.20405468298686
bananas,banana,banana plant,Yes,Yes,Do you think bananas are banana plants?,bananas are a kind of banana,-13.875,2,2token,Yes,-26.738680004932483,-19.658958067809685,-20.831981999244825,-11.633952506729264,-12.20405468298686
bananas,yellow vegetable,yellow vegetable,No,Yes,Do you think bananas are yellow vegetables?,bananas are a kind of yellow vegetable.,-13.90625,2,2token,No,-22.3617811209976,-19.658958067809685,-21.264708908652814,-11.815369291295989,-12.20405468298686
bananas,sweet fruit,sweet fruits,Yes,Yes,Do you think bananas are sweet fruits?,bananas are a kind of sweet fruit.,-13.90625,2,2token,Yes,-21.36745695256063,-19.658958067809685,-21.782981515250977,-11.48335695403795,-12.20405468298686
bananas,sport,sports,Yes,Yes,Do you think bananas are a sport?,bananas are a kind of sport.,-13.9375,1,single_token,No,-9.885493135063257,-19.658958067809685,-19.41853903555291,-9.34845252600085,-12.20405468298686
bananas,sweet potato,sweet potato,No,Yes,Do you think bananas are sweet potatoes?,bananas are a kind of sweet potato.,-14.03125,2,2token,No,-21.06168607619735,-19.658958067809685,-17.239570202459568,-11.408556440677557,-12.20405468298686
bananas,sweet stuff,sweet stuff,No,Yes,Do you think bananas are sweet stuff?,bananas are a kind of sweet stuff,-14.03125,2,2token,Yes,-19.14550452293665,-19.658958067809685,-21.678168825101785,-9.87976907279572,-12.20405468298686
bananas,other food,other food,No,Yes,Do you think bananas are another food?,bananas are a kind of other food.,-14.03125,2,2token,No,-17.34560846460147,-19.658958067809685,-20.72560808624597,-8.449534075652812,-12.20405468298686
bananas,shrub,shrub,No,No,Do you think bananas are a shrub?,bananas are a kind of shrub.,-14.125,1,single_token,Yes,-17.117026031968006,-19.658958067809685,-22.434048696170493,-13.377191112985162,-12.20405468298686
bananas,basket,basket,No,Yes,Do you think bananas are baskets?,bananas are a kind of basket,-14.1875,1,single_token,No,-16.468712979324593,-19.658958067809685,-19.19673661280961,-11.355913169188542,-12.20405468298686
bananas,feed,feed,No,Yes,Do you think bananas are feed?,bananas are a kind of feed.,-14.1875,1,single_token,Yes,-9.216443932235858,-19.658958067809685,-17.927713751055787,-9.969625218290819,-12.20405468298686
bananas,oval,oval,No,Yes,Do you think bananas are ovals?,bananas are a kind of oval,-14.1875,1,single_token,Yes,-10.562934373332256,-19.658958067809685,-19.090238148836672,-11.55895893232227,-12.20405468298686
bananas,cuisine,cuisine,No,Yes,Do you think bananas are a food?,bananas are a kind of cuisine,-14.1875,1,single_token,No,-20.194592149162773,-19.658958067809685,-20.54395843147723,-11.949865760413415,-12.20405468298686
bananas,ground,ground,No,Yes,Do you think bananas are a ground fruit?,bananas are a kind of ground,-14.1875,1,single_token,No,-10.070494485116885,-19.658958067809685,-14.98990540924981,-8.8667499583665,-12.20405468298686
bananas,hand,hand,No,Yes,Do you think bananas are hands?,bananas are a kind of hand,-14.1875,1,single_token,Yes,-8.755464550741392,-19.658958067809685,-16.30761506620352,-8.266434083964072,-12.20405468298686
bananas,currency,currency,No,No,Do you think bananas are a currency?,bananas are a kind of currency,-14.25,1,single_token,No,-11.436789497317212,-19.658958067809685,-18.0505467519257,-10.662770262105477,-12.20405468298686
