noun1,fixed_hypernym_generator,original_hypernym,corrected_generator,corrected_discriminator,discriminator_sentence,generator_sentence,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
guns,vegetable,vegetable,No,No,Do you think guns are a vegetable?,guns are a kind of vegetable,-1.6308425664901733,1,beam_search,No,-21.440018856463897,-11.297012957037415,-19.190662924850187,-11.651027286109512,-9.993410071882701
guns,thing,thing,No,No,Do you think guns are a thing?,guns are a kind of thing,-1.6321617364883423,1,beam_search,Yes,-9.505426186623621,-11.297012957037415,-14.953716879082888,-7.552112104896478,-9.993410071882701
guns,device,device,No,Yes,Do you think guns are devices?,guns are a kind of device,-1.634995698928833,1,beam_search,Yes,-11.23997993435093,-11.297012957037415,-16.689511611841365,-9.969625218290819,-9.993410071882701
guns,fire-arm,fire-arm,No,Yes,Do you think guns are firearms?,guns are a kind of fire-arm,-1.6795470714569092,3,beam_search,Yes,-18.983637988870523,-11.297012957037415,-22.362744655999503,-10.070721107848643,-9.993410071882701
guns,vehicle,vehicle,No,Yes,Do you think guns are vehicles?,guns are a kind of vehicle.,-1.6883901357650757,1,beam_search,No,-16.333382935021387,-11.297012957037415,-17.602724935462845,-9.763723871032047,-9.993410071882701
guns,house,house,No,Yes,Do you think guns are houses?,guns are a kind of house,-1.6925222873687744,1,beam_search,No,-8.575365153149093,-11.297012957037415,-16.03519275237999,-7.57523451786175,-9.993410071882701
guns,projectile,projectile,No,Yes,Do you think guns are projectiles?,guns are a kind of projectile,-1.7043383121490479,1,beam_search,No,-18.304082052471895,-11.297012957037415,-19.9934735785869,-13.216619113330049,-9.993410071882701
guns,fire arm,fire arm,No,Yes,Do you think guns are firearms?,guns are a kind of fire arm,-1.7169548273086548,2,beam_search,Yes,-18.037177702845163,-11.297012957037415,-22.668911828136583,-10.070721107848643,-9.993410071882701
guns,hand weapon,hand weapon,No,Yes,Do you think guns are hand weapons?,guns are a kind of hand weapon,-1.7302964925765991,2,beam_search,Yes,-18.46236597679742,-11.297012957037415,-20.53922958646451,-10.394507281037423,-9.993410071882701
guns,appliance,appliance,No,Yes,Do you think guns are appliances?,guns are a kind of appliance,-1.7322927713394165,2,beam_search,No,-16.851671030283853,-11.297012957037415,-22.766050989877698,-13.008990050236646,-9.993410071882701
guns,dangerous object,dangerous object,No,Yes,Do you think guns are dangerous objects?,guns are a kind of dangerous object,-1.7583354711532593,2,beam_search,Yes,-26.738714300907162,-11.297012957037415,-23.73020340912657,-10.684369280601388,-9.993410071882701
guns,military equipment,military equipment,No,Yes,Do you think guns are military equipment?,guns are a kind of military equipment,-1.7595655918121338,2,beam_search,Yes,-20.551649479157685,-11.297012957037415,-20.149617624872832,-9.877817856471712,-9.993410071882701
guns,fire-arm,fire-arms,Yes,Yes,Do you think guns are firearms?,guns are a kind of fire-arm.,-1.7599823474884033,3,beam_search,Yes,-20.525767435292657,-11.297012957037415,-22.762341866404974,-9.911517708106393,-9.993410071882701
guns,article,article,No,Yes,Do you think guns are articles?,guns are a kind of article,-1.7975794076919556,1,beam_search,Yes,-11.0287113030363,-11.297012957037415,-18.688597503449614,-9.003325389584058,-9.993410071882701
guns,war weapon,war weapon,No,Yes,Do you think guns are war weapons?,guns are a kind of war weapon,-1.7995821237564087,2,beam_search,Yes,-18.046682231608365,-11.297012957037415,-20.379595599040442,-10.381520127677879,-9.993410071882701
guns,danger,danger,No,No,Do you think guns are a danger?,guns are a kind of danger,-1.8039026260375977,1,beam_search,Yes,-11.066272889942317,-11.297012957037415,-17.189805165008824,-10.15451373664909,-9.993410071882701
guns,arm,army,Yes,Yes,Do you think guns are an army?,guns are a kind of arm,-1.8049757480621338,1,beam_search,No,-14.33623160930659,-11.297012957037415,-17.11062658894565,-9.070577560036185,-9.993410071882701
guns,military weapon,military weapon,No,Yes,Do you think guns are military weapons?,guns are a kind of military weapon,-1.8201138973236084,2,beam_search,Yes,-20.219530580487255,-11.297012957037415,-18.0571950050298,-10.469117891676552,-9.993410071882701
guns,deadly weapon,deadly weapon,No,Yes,Do you think guns are deadly weapons?,guns are a kind of deadly weapon,-1.846901297569275,3,beam_search,Yes,-25.85567701645507,-11.297012957037415,-20.000790217006237,-11.493113033800539,-9.993410071882701
guns,missile,missile,No,Yes,Do you think guns are missiles?,guns are a kind of missile,-1.850568175315857,1,beam_search,Yes,-17.450486295710572,-11.297012957037415,-19.042510367088763,-11.190834719450558,-9.993410071882701
guns,gadget,gadget,No,Yes,Do you think guns are gadgets?,guns are a kind of gadget,-1.854405403137207,1,beam_search,Yes,-17.373160746731394,-11.297012957037415,-18.56698384354431,-12.77873821265007,-9.993410071882701
guns,sword,sword,No,Yes,Do you think guns are swords?,guns are a kind of sword,-1.861885666847229,1,beam_search,No,-11.043645881903206,-11.297012957037415,-14.529103924193493,-10.662770262105477,-9.993410071882701
guns,murder weapon,murder weapon,No,Yes,Do you think guns are murder weapons?,guns are a kind of murder weapon,-1.877852201461792,2,beam_search,No,-25.021575599126585,-11.297012957037415,-22.859323054617242,-10.662770262105477,-9.993410071882701
guns,machinery,machinery,No,Yes,Do you think guns are machinery?,guns are a kind of machinery,-1.8789631128311157,1,beam_search,Yes,-18.063248635144795,-11.297012957037415,-19.684209957843837,-11.464125777036624,-9.993410071882701
guns,game,game,No,No,Do you think guns are a game?,guns are a kind of game,-1.8801908493041992,1,beam_search,No,-8.622544389345105,-11.297012957037415,-15.600015247578694,-7.552112104896478,-9.993410071882701
guns,wood,wood,No,Yes,Do you think guns are wood?,guns are a kind of wood,-1.8812347650527954,1,beam_search,No,-8.00022438757488,-11.297012957037415,-16.340899205954113,-9.716176795857717,-9.993410071882701
guns,armament,armament,No,Yes,Do you think guns are armaments?,guns are a kind of armament,-1.8887221813201904,1,beam_search,Yes,-17.723972714462967,-11.297012957037415,-20.83891335583923,-13.72010947320102,-9.993410071882701
guns,toy,toys,Yes,Yes,Do you think guns are toys?,guns are a kind of toy.,-1.9073460102081299,1,beam_search,No,-16.58301857008454,-11.297012957037415,-22.556375248896906,-10.936306482704488,-9.993410071882701
guns,kind,kind,No,Yes,Do you think guns are kinds?,guns are a kind of kind,-1.9205267429351807,1,beam_search,No,-9.162460947058262,-11.297012957037415,-15.162181634290475,-8.173603132416295,-9.993410071882701
guns,sports equipment,sports equipment,No,Yes,Do you think guns are sports equipment?,guns are a kind of sports equipment,-1.921004056930542,2,beam_search,Yes,-19.84834033369096,-11.297012957037415,-23.729048681657996,-10.114206114719027,-9.993410071882701
guns,furniture,furniture,No,Yes,Do you think guns are furniture?,guns are a kind of furniture,-1.9285619258880615,1,beam_search,No,-15.378502283304199,-11.297012957037415,-20.547059594313723,-10.845090964202594,-9.993410071882701
guns,product,product,No,No,Do you think guns are a product?,guns are a kind of product,-1.929796576499939,1,beam_search,Yes,-10.046589209911453,-11.297012957037415,-15.899276152053954,-9.325750101153684,-9.993410071882701
guns,lethal weapon,lethal weapon,No,Yes,Do you think guns are lethal weapons?,guns are a kind of lethal weapon.,-1.9359413385391235,2,beam_search,Yes,-19.907906102376156,-11.297012957037415,-17.06198773243239,-12.02540245148545,-9.993410071882701
guns,fire weapon,fire weapon,No,Yes,Do you think guns are fire weapons?,guns are a kind of fire weapon.,-1.9395296573638916,2,beam_search,Yes,-17.832561110624955,-11.297012957037415,-20.347821206938203,-10.431116904793736,-9.993410071882701
guns,music,music,No,Yes,Do you think guns are music?,guns are a kind of music,-1.943615198135376,1,beam_search,No,-10.65809356484327,-11.297012957037415,-19.404059771008278,-8.013391880472453,-9.993410071882701
guns,fish,fish,No,Yes,Do you think guns are fish?,guns are a kind of fish,-1.9443778991699219,1,beam_search,No,-9.526645170115193,-11.297012957037415,-16.063146528787957,-9.441010930266133,-9.993410071882701
guns,hobby,hobby,No,No,Do you think guns are a hobby?,guns are a kind of hobby,-1.9497419595718384,1,beam_search,Yes,-16.66755213479867,-11.297012957037415,-18.502438134334707,-11.651027286109512,-9.993410071882701
guns,power,power,No,No,Do you think guns are a power?,guns are a kind of power,-1.965026617050171,1,beam_search,Yes,-9.175103406180467,-11.297012957037415,-15.741669372193286,-8.013391880472453,-9.993410071882701
guns,plant,plant,No,Yes,Do you think guns are plants?,guns are a kind of plant,-1.9707670211791992,1,beam_search,No,-10.587905040521907,-11.297012957037415,-17.80278720790055,-9.463941842116137,-9.993410071882701
guns,part,part,No,Yes,Do you think guns are a part of something?,guns are a kind of part,-8.6875,1,single_token,No,-8.412855185560124,-11.297012957037415,-16.901436707766393,-7.413593195399623,-9.993410071882701
guns,iron,iron,No,Yes,Do you think guns are iron?,guns are a kind of iron,-9.0,1,single_token,No,-9.83777550089495,-11.297012957037415,-18.934021598983772,-9.808175554551639,-9.993410071882701
guns,science,science,No,No,Do you think guns are a science?,guns are a kind of science.,-9.125,1,single_token,No,-10.607360479688568,-11.297012957037415,-16.408159064175123,-8.932707877802432,-9.993410071882701
guns,property,property,No,Yes,Do you think guns are properties?,guns are a kind of property,-9.25,1,single_token,Yes,-10.696051373577697,-11.297012957037415,-18.20746146514688,-8.955697378409104,-9.993410071882701
guns,transport,transport,No,Yes,Do you think guns are transport?,guns are a kind of transport.,-9.3125,1,single_token,No,-14.905814734031367,-11.297012957037415,-19.83751434961233,-9.946392965866911,-9.993410071882701
guns,dangerous instrument,dangerous instrument,No,Yes,Do you think guns are dangerous instruments?,guns are a kind of dangerous instrument,-9.328125,2,2token,Yes,-27.70248230070174,-11.297012957037415,-23.865030096010635,-11.169328668406719,-9.993410071882701
guns,dangerous thing,dangerous things,Yes,Yes,Do you think guns are dangerous things?,guns are a kind of dangerous thing.,-9.328125,2,2token,Yes,-24.82101260587246,-11.297012957037415,-26.592485221989147,-9.800929159158514,-9.993410071882701
guns,killing machine,killing machine,No,Yes,Do you think guns are killing machines?,guns are a kind of killing machine.,-9.3828125,2,2token,Yes,-20.670677828615897,-11.297012957037415,-19.14689475944744,-10.15708773401878,-9.993410071882701
guns,sport equipment,sport equipment,No,Yes,Do you think guns are sports equipment?,guns are a kind of sport equipment,-9.46875,2,2token,No,-27.261781467061148,-11.297012957037415,-23.7542670665824,-10.368699480341762,-9.993410071882701
guns,war machine,war machine,No,Yes,Do you think guns are war machines?,guns are a kind of war machine,-9.484375,2,2token,Yes,-18.053106218694857,-11.297012957037415,-19.350069763860034,-9.683547527035719,-9.993410071882701
guns,war equipment,war equipment,No,Yes,Do you think guns are war equipment?,guns are a kind of war equipment,-9.484375,2,2token,Yes,-18.840776343671156,-11.297012957037415,-22.480273027602966,-9.719499052530987,-9.993410071882701
guns,money,money,No,Yes,Do you think guns are money?,guns are a kind of money,-9.5,1,single_token,Yes,-10.066277250243893,-11.297012957037415,-18.908757218822743,-7.735577134035759,-9.993410071882701
guns,mass,mass,No,Yes,Do you think guns are masses?,guns are a kind of mass,-9.5,1,gpt4_negative,No,-10.470037960605648,-11.297012957037415,-16.63844130484398,-9.510093676135478,-9.993410071882701
guns,accessory,accessory,No,Yes,Do you think guns are accessories?,guns are a kind of accessory,-9.5,1,existing_hypernyms,No,-18.05284595785042,-11.297012957037415,-18.648353750905134,-12.363873311794219,-9.993410071882701
guns,ammo,ammo,No,Yes,Do you think guns are ammo?,guns are a kind of ammo,-9.625,1,single_token,No,-15.804448069370768,-11.297012957037415,-18.92315449933817,-12.710220614542925,-9.993410071882701
guns,steel,steel,No,Yes,Do you think guns are steel?,guns are a kind of steel,-9.625,1,single_token,No,-10.602662718440452,-11.297012957037415,-18.485252398411713,-9.877817856471712,-9.993410071882701
guns,deadly weapon,deadly weapons,Yes,Yes,Do you think guns are deadly weapons?,guns are a kind of deadly weapon.,-9.7421875,2,2token,Yes,-26.175691868206314,-11.297012957037415,-23.414593231958804,-11.373154826980702,-9.993410071882701
guns,dessert,dessert,No,Yes,Do you think guns are desserts?,guns are a kind of dessert,-9.75,1,existing_hypernyms,No,-17.543418618538965,-11.297012957037415,-22.66500403594456,-11.904472875119406,-9.993410071882701
guns,killing device,killing device,No,Yes,Do you think guns are killing devices?,guns are a kind of killing device,-9.765625,2,2token,Yes,-21.038914392540498,-11.297012957037415,-21.12205338490992,-10.451665502644262,-9.993410071882701
guns,hand tool,hand tool,No,Yes,Do you think guns are hand tools?,guns are a kind of hand tool.,-9.796875,2,2token,Yes,-18.65542781323873,-11.297012957037415,-22.489508884927186,-10.356041123529,-9.993410071882701
guns,mechanical device,mechanical device,No,Yes,Do you think guns are mechanical devices?,guns are a kind of mechanical device.,-9.796875,2,gpt4_positive,Yes,-26.94684348229616,-11.297012957037415,-19.69543587565007,-11.127656261481633,-9.993410071882701
guns,cloth,clothes,Yes,Yes,Do you think guns are clothes?,guns are a kind of cloth,-9.8125,1,single_token,No,-17.493136471961822,-11.297012957037415,-19.43401215985219,-9.854695483606605,-9.993410071882701
guns,make,make,No,Yes,Do you think guns are makes?,guns are a kind of make,-9.8125,1,single_token,No,-9.867880127635352,-11.297012957037415,-17.977779854411704,-6.725433638854852,-9.993410071882701
guns,army weapon,army weapon,No,Yes,Do you think guns are army weapons?,guns are a kind of army weapon,-9.8203125,2,2token,Yes,-24.764657018896074,-11.297012957037415,-20.051313878534877,-10.53459558278519,-9.993410071882701
guns,exercis,exercise,Yes,Yes,Do you think guns are an exercise?,guns are a kind of exercis,-9.875,1,single_token,No,-17.805409039435084,-11.297012957037415,-19.514720602030287,-9.946392965866911,-9.993410071882701
guns,defense,defence,Yes,Yes,Do you think guns are a defense?,guns are a kind of defense.,-9.875,1,single_token,Yes,-15.563040216537248,-11.297012957037415,-19.086591883568353,-10.337349048751001,-9.993410071882701
guns,projectile weapon,projectile weapon,No,No,Do you think guns are a projectile weapon?,guns are a kind of projectile weapon,-9.890625,2,gpt4_positive,Yes,-27.555902684998323,-11.297012957037415,-24.547925418765757,-13.267331347656935,-9.993410071882701
guns,defense,defense,No,No,Do you think guns are a defense?,guns are a kind of defense.,-9.9375,1,single_token,Yes,-10.754587227313305,-11.297012957037415,-17.269194287085927,-9.371682347297504,-9.993410071882701
guns,symbol,symbol,No,Yes,Do you think guns are symbols?,guns are a kind of symbol.,-9.9375,1,single_token,Yes,-18.955664539289614,-11.297012957037415,-15.935160102617415,-10.799970755165333,-9.993410071882701
guns,clothing,clothing,No,Yes,Do you think guns are clothing?,guns are a kind of clothing,-9.9375,1,existing_hypernyms,No,-17.877077981217823,-11.297012957037415,-18.202673708777613,-10.431116904793736,-9.993410071882701
guns,war tool,war tool,No,No,Do you think guns are a war tool?,guns are a kind of war tool,-9.984375,2,2token,Yes,-18.40917372344275,-11.297012957037415,-21.289782267038046,-10.343540999828672,-9.993410071882701
guns,insect,insect,No,Yes,Do you think guns are insects?,guns are a kind of insect,-10.0,1,existing_hypernyms,No,-17.49313496335084,-11.297012957037415,-18.72847067134428,-12.066293312001894,-9.993410071882701
guns,killing tool,killing tool,No,Yes,Do you think guns are killing tools?,guns are a kind of killing tool.,-10.015625,2,2token,Yes,-21.1164252893522,-11.297012957037415,-21.541319221892483,-10.612760049993568,-9.993410071882701
guns,musical instrument,musical instruments,Yes,Yes,Do you think guns are musical instruments?,guns are a kind of musical instrument.,-10.03125,2,2token,No,-24.026667896599797,-11.297012957037415,-25.56907298550622,-11.27390069051498,-9.993410071882701
guns,army equipment,army equipment,No,Yes,Do you think guns are army equipment?,guns are a kind of army equipment,-10.078125,2,2token,Yes,-24.68415167786894,-11.297012957037415,-24.84478617107709,-9.993410071882701,-9.993410071882701
guns,war instrument,war instrument,No,No,Do you think guns are a war instrument?,guns are a kind of war instrument,-10.109375,2,2token,Yes,-19.856652986561855,-11.297012957037415,-22.74766052872564,-10.976426246519543,-9.993410071882701
guns,names,name,Yes,Yes,Do you think guns are names?,guns are a kind of names.,-10.125,1,single_token,No,-8.141627956685593,-11.297012957037415,-18.978165410310105,-7.806697126821463,-9.993410071882701
guns,good,good,No,Yes,Do you think guns are good?,guns are a kind of good,-10.125,1,gpt4_positive,No,-9.662147156266705,-11.297012957037415,-15.440187866616904,-6.6301234666262845,-9.993410071882701
guns,apparatus,apparatus,No,Yes,Do you think guns are apparatuses?,guns are a kind of apparatus,-10.125,1,gpt4_positive,Yes,-15.777708212017297,-11.297012957037415,-21.07380655620643,-12.018746963614761,-9.993410071882701
guns,shooting weapon,shooting weapon,No,Yes,Do you think guns are shooting weapons?,guns are a kind of shooting weapon,-10.140625,2,2token,Yes,-23.70116785871063,-11.297012957037415,-22.154190265633286,-10.724463559161743,-9.993410071882701
guns,fun,fun,No,Yes,Do you think guns are fun?,guns are a kind of fun,-10.1875,1,single_token,Yes,-9.097181234194732,-11.297012957037415,-16.252506188050784,-8.517192691416362,-9.993410071882701
guns,household item,household item,No,No,Do you think guns are a household item?,guns are a kind of household item,-10.21875,2,2token,No,-28.252597867426157,-11.297012957037415,-23.967599035088575,-11.018223125591735,-9.993410071882701
guns,mean,mean,No,Yes,Do you think guns are means?,guns are a kind of mean,-10.25,1,single_token,No,-11.18189801232774,-11.297012957037415,-18.301562152721825,-7.989510155598617,-9.993410071882701
guns,modern weapon,modern weapon,No,No,Do you think guns are a modern weapon?,guns are a kind of modern weapon,-10.265625,2,2token,Yes,-20.44875814374535,-11.297012957037415,-22.040055879910128,-10.52710493911114,-9.993410071882701
guns,killing instrument,killing instrument,No,Yes,Do you think guns are killing instruments?,guns are a kind of killing instrument,-10.265625,2,2token,Yes,-22.616474779561756,-11.297012957037415,-23.08643950536561,-11.127656261481633,-9.993410071882701
guns,military weapon,military weapons,Yes,Yes,Do you think guns are military weapons?,guns are a kind of military weapon.,-10.265625,2,2token,Yes,-19.715254318155576,-11.297012957037415,-19.954312687689615,-10.08981472109197,-9.993410071882701
guns,air,air,No,Yes,Do you think guns are air?,guns are a kind of air,-10.3125,1,gpt4_negative,No,-8.140235422856774,-11.297012957037415,-16.836855222139707,-8.360189015256237,-9.993410071882701
guns,war weapon,war weapons,Yes,Yes,Do you think guns are war weapons?,guns are a kind of war weapon.,-10.359375,2,2token,Yes,-17.683557371480482,-11.297012957037415,-20.826082952733778,-9.963235433801906,-9.993410071882701
guns,weapon,weapons,Yes,Yes,Do you think guns are weapons?,guns are a kind of weapon.,-10.375,1,single_token,Yes,-11.127111569310054,-11.297012957037415,-17.986476803773602,-9.786592021706781,-9.993410071882701
guns,family,family,No,No,Do you think guns are a family?,guns are a kind of family,-10.375,1,gpt4_negative,No,-9.750054350083964,-11.297012957037415,-17.625122478404876,-7.690826948251713,-9.993410071882701
guns,telephones,telephone,Yes,Yes,Do you think guns are telephones?,guns are a kind of telephones.,-10.375,1,single_token,No,-15.966668312171523,-11.297012957037415,-20.478386480778596,-10.569015675020086,-9.993410071882701
guns,fire weapon,fire weapons,Yes,Yes,Do you think guns are fire weapons?,guns are a kind of fire weapon.,-10.4375,2,2token,Yes,-17.503593060772843,-11.297012957037415,-20.387837191928256,-10.033593959981415,-9.993410071882701
guns,factory,factory,No,Yes,Do you think guns are factories?,guns are a kind of factory,-10.4375,1,single_token,No,-16.615994109482678,-11.297012957037415,-17.46243465106779,-10.245975044585462,-9.993410071882701
guns,work,work,No,Yes,Do you think guns are a work of art?,guns are a kind of work,-10.4375,1,gpt4_negative,No,-8.305528225123517,-11.297012957037415,-15.84491706070823,-6.999870458240826,-9.993410071882701
guns,stone,stone,No,Yes,Do you think guns are stones?,guns are a kind of stone,-10.4375,1,single_token,No,-8.84847806943596,-11.297012957037415,-15.769264669117995,-9.67078820363231,-9.993410071882701
guns,possession,possession,No,Yes,Do you think guns are possessions?,guns are a kind of possession,-10.4375,1,gpt4_positive,Yes,-17.372016041632204,-11.297012957037415,-20.043383104160096,-10.637452560958343,-9.993410071882701
guns,accident,accident,No,Yes,Do you think guns are accidents?,guns are a kind of accident,-10.5,1,single_token,No,-16.31406341426827,-11.297012957037415,-18.575458033403997,-9.877817856471712,-9.993410071882701
guns,shooting instrument,shooting instrument,No,Yes,Do you think guns are shooting instruments?,guns are a kind of shooting instrument.,-10.515625,2,2token,Yes,-28.268138526809466,-11.297012957037415,-25.56202719426902,-11.176446085517382,-9.993410071882701
guns,killing machine,killing machines,Yes,Yes,Do you think guns are killing machines?,guns are a kind of killing machine.,-10.515625,2,2token,Yes,-21.222229695438322,-11.297012957037415,-20.156156811129105,-10.77575661431596,-9.993410071882701
guns,merchandise,merchandise,No,Yes,Do you think guns are merchandise?,guns are a kind of merchandise,-10.5625,1,single_token,Yes,-20.590210073547116,-11.297012957037415,-20.537581860982424,-11.674256864566717,-9.993410071882701
guns,home appliance,home appliance,No,Yes,Do you think guns are home appliances?,guns are a kind of home appliance,-10.609375,2,2token,No,-21.858228441622217,-11.297012957037415,-25.372677978171424,-13.01346413044834,-9.993410071882701
guns,waste,waste,No,No,Do you think guns are a waste?,guns are a kind of waste,-10.625,1,single_token,No,-16.39674008045028,-11.297012957037415,-18.762735192645557,-9.6472945991893,-9.993410071882701
guns,source,source,No,No,Do you think guns are a source?,guns are a kind of source,-10.625,1,single_token,No,-9.14900420372598,-11.297012957037415,-17.585855762746597,-8.8667499583665,-9.993410071882701
guns,matter,matter,No,Yes,Do you think guns are an issue?,guns are a kind of matter.,-10.625,1,single_token,Yes,-11.957916996164927,-11.297012957037415,-18.907109501206275,-8.334871217955703,-9.993410071882701
guns,small weapon,small weapon,No,Yes,Do you think guns are small weapons?,guns are a kind of small weapon,-10.6640625,2,2token,Yes,-19.4464539607049,-11.297012957037415,-23.542123863059494,-10.371889265535092,-9.993410071882701
guns,cannon,cannon,No,Yes,Do you think guns are cannons?,guns are a kind of cannon,-10.6875,1,single_token,Yes,-16.043063326008227,-11.297012957037415,-19.025763130783975,-11.464125777036624,-9.993410071882701
guns,fire power,fire power,No,Yes,Do you think guns are fire power?,guns are a kind of fire power,-10.75,2,2token,Yes,-16.618075920276482,-11.297012957037415,-22.15894790410359,-8.987196020662292,-9.993410071882701
guns,industry,industry,No,Yes,Do you think guns are an industry?,guns are a kind of industry,-10.75,1,single_token,Yes,-15.456722676672944,-11.297012957037415,-18.5230057880929,-8.772084795883945,-9.993410071882701
guns,military instrument,military instrument,No,No,Do you think guns are a military instrument?,guns are a kind of military instrument,-10.765625,2,2token,Yes,-21.983606728143137,-11.297012957037415,-20.816823423353853,-11.02433931520105,-9.993410071882701
guns,shooting sport,shooting sport,No,No,Do you think guns are a shooting sport?,guns are a kind of shooting sport,-10.765625,2,2token,No,-25.89049140295993,-11.297012957037415,-22.857841672306947,-10.469117891676552,-9.993410071882701
guns,shooting tool,shooting tool,No,Yes,Do you think guns are shooting tools?,guns are a kind of shooting tool,-10.765625,2,2token,Yes,-25.5226629116301,-11.297012957037415,-24.56568925702785,-10.693141228200277,-9.993410071882701
guns,artifact,artifact,No,Yes,Do you think guns are artifacts?,guns are a kind of artifact,-10.8125,1,gpt4_positive,Yes,-18.380587808373065,-11.297012957037415,-18.233447168580135,-12.871565749308303,-9.993410071882701
guns,book,book,No,Yes,Do you think guns are books?,guns are a kind of book,-10.875,1,gpt4_negative,No,-8.288231809120571,-11.297012957037415,-16.94145964195403,-8.220798806615292,-9.993410071882701
guns,something,something,No,Yes,Do you think guns are something?,guns are a kind of something,-10.875,1,single_token,Yes,-11.211086312388785,-11.297012957037415,-16.685742647508373,-7.344710899382923,-9.993410071882701
guns,trap,trap,No,No,Do you think guns are a trap?,guns are a kind of trap,-10.875,1,single_token,No,-10.431401812673492,-11.297012957037415,-15.791923811935447,-10.75211496305019,-9.993410071882701
guns,hunting tool,hunting tool,No,No,Do you think guns are a hunting tool?,guns are a kind of hunting tool.,-10.921875,2,2token,Yes,-25.0318991071478,-11.297012957037415,-22.06926496389854,-11.08765119363953,-9.993410071882701
guns,product,produce,Yes,Yes,Do you think guns are produce?,guns are a kind of product.,-10.9375,1,single_token,No,-15.767084496487083,-11.297012957037415,-21.366183948035186,-9.716176795857717,-9.993410071882701
guns,machine tool,machine tool,No,Yes,Do you think guns are machine tools?,guns are a kind of machine tool,-10.96875,2,2token,No,-20.11995851799687,-11.297012957037415,-22.69926461249469,-10.60063873843742,-9.993410071882701
guns,hunting equipment,hunting equipment,No,Yes,Do you think guns are hunting equipment?,guns are a kind of hunting equipment,-11.046875,2,gpt4_positive,Yes,-24.49353851950723,-11.297012957037415,-24.46838907330861,-10.845090964202594,-9.993410071882701
guns,mechanism,mechanism,No,Yes,Do you think guns are mechanisms?,guns are a kind of mechanism.,-11.0625,1,single_token,Yes,-20.407021368850174,-11.297012957037415,-18.506374597024667,-10.892343600915485,-9.993410071882701
guns,police officer,police,Yes,Yes,Do you think guns are police?,guns are a kind of police officer.,-11.0625,1,gpt4_negative,No,-10.385158171113071,-11.297012957037415,-17.71447382881827,-8.449534075652812,-9.993410071882701
